Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Číslo politického subjektu,Názov politického subjektu,Počet platných hlasov,Podiel platných hlasov v %,"Počet voličov, ktorí využili právo prednostného hlasovania","Podiel voličov, ktorí využili právo prednostného hlasovania v %"
5,Žilinský kraj,503,Liptovský Mikuláš,6,Komunistická strana Slovenska,176,0.41,100,56.81
5,Žilinský kraj,503,Liptovský Mikuláš,7,Maďarské fórum,10,0.02,6,60.0
5,Žilinský kraj,503,Liptovský Mikuláš,8,Vlastenecký blok,23,0.05,20,86.95
5,Žilinský kraj,503,Liptovský Mikuláš,9,"Modrí, Most - Híd",43,0.1,30,69.76
5,Žilinský kraj,503,Liptovský Mikuláš,10,SPRAVODLIVOSŤ,30,0.07,13,43.33
5,Žilinský kraj,503,Liptovský Mikuláš,11,Slovenské Hnutie Obrody,22,0.05,17,77.27
5,Žilinský kraj,503,Liptovský Mikuláš,12,Sloboda a Solidarita,2969,6.99,2415,81.34
5,Žilinský kraj,503,Liptovský Mikuláš,13,SME RODINA,1033,2.43,840,81.31
5,Žilinský kraj,503,Liptovský Mikuláš,14,MySlovensko,50,0.11,30,60.0
5,Žilinský kraj,503,Liptovský Mikuláš,15,Slovenská národná strana,3205,7.54,2872,89.6
5,Žilinský kraj,503,Liptovský Mikuláš,16,SMER - sociálna demokracia,9372,22.07,7836,83.61
5,Žilinský kraj,503,Liptovský Mikuláš,17,HLAS - sociálna demokracia,8196,19.3,6907,84.27
5,Žilinský kraj,503,Liptovský Mikuláš,18,SZÖVETSÉG - Magyarok,33,0.07,29,87.87
5,Žilinský kraj,503,Liptovský Mikuláš,19,SRDCE vlastenci a dôchodcovia,33,0.07,16,48.48
5,Žilinský kraj,503,Liptovský Mikuláš,20,SDKU - DS,10,0.02,4,40.0
5,Žilinský kraj,503,Liptovský Mikuláš,21,Kotlebovci - Ľudová strana Naše Slovensko,357,0.84,296,82.91
5,Žilinský kraj,503,Liptovský Mikuláš,22,Demokrati,1253,2.95,1055,84.19
5,Žilinský kraj,503,Liptovský Mikuláš,23,Kresťanskodemokratické hnutie,2153,5.07,1595,74.08
5,Žilinský kraj,503,Liptovský Mikuláš,24,KARMA,50,0.11,27,54.0
5,Žilinský kraj,503,Liptovský Mikuláš,25,REPUBLIKA,2496,5.87,2132,85.41
5,Žilinský kraj,504,Martin,1,Pirátska strana - Slovensko,208,0.32,132,63.46
5,Žilinský kraj,504,Martin,2,PRINCÍP,29,0.04,26,89.65
5,Žilinský kraj,504,Martin,3,Progresívne Slovensko,11937,18.63,8714,72.99
5,Žilinský kraj,504,Martin,4,SPOLOČNE OBČANIA SLOVENSKA,55,0.08,36,65.45
5,Žilinský kraj,504,Martin,5,OĽANO A PRIATELIA,4018,6.27,3550,88.35
5,Žilinský kraj,504,Martin,6,Komunistická strana Slovenska,323,0.5,208,64.39
5,Žilinský kraj,504,Martin,7,Maďarské fórum,23,0.03,20,86.95
5,Žilinský kraj,504,Martin,8,Vlastenecký blok,34,0.05,29,85.29
5,Žilinský kraj,504,Martin,9,"Modrí, Most - Híd",78,0.12,62,79.48
5,Žilinský kraj,504,Martin,10,SPRAVODLIVOSŤ,34,0.05,23,67.64
5,Žilinský kraj,504,Martin,11,Slovenské Hnutie Obrody,45,0.07,30,66.66
5,Žilinský kraj,504,Martin,12,Sloboda a Solidarita,4001,6.24,3249,81.2
5,Žilinský kraj,504,Martin,13,SME RODINA,1462,2.28,1201,82.14
5,Žilinský kraj,504,Martin,14,MySlovensko,88,0.13,61,69.31
5,Žilinský kraj,504,Martin,15,Slovenská národná strana,5421,8.46,4855,89.55
5,Žilinský kraj,504,Martin,16,SMER - sociálna demokracia,16297,25.43,13696,84.04
5,Žilinský kraj,504,Martin,17,HLAS - sociálna demokracia,10801,16.85,8928,82.65
5,Žilinský kraj,504,Martin,18,SZÖVETSÉG - Magyarok,24,0.03,15,62.5
5,Žilinský kraj,504,Martin,19,SRDCE vlastenci a dôchodcovia,79,0.12,48,60.75
5,Žilinský kraj,504,Martin,20,SDKU - DS,18,0.02,13,72.22
5,Žilinský kraj,504,Martin,21,Kotlebovci - Ľudová strana Naše Slovensko,840,1.31,755,89.88
5,Žilinský kraj,504,Martin,22,Demokrati,1772,2.76,1499,84.59
5,Žilinský kraj,504,Martin,23,Kresťanskodemokratické hnutie,2824,4.4,2197,77.79
5,Žilinský kraj,504,Martin,24,KARMA,48,0.07,32,66.66
5,Žilinský kraj,504,Martin,25,REPUBLIKA,3605,5.62,3153,87.46
5,Žilinský kraj,505,Námestovo,1,Pirátska strana - Slovensko,114,0.21,76,66.66
5,Žilinský kraj,505,Námestovo,2,PRINCÍP,14,0.02,12,85.71
5,Žilinský kraj,505,Námestovo,3,Progresívne Slovensko,5422,10.02,4484,82.7
5,Žilinský kraj,505,Námestovo,4,SPOLOČNE OBČANIA SLOVENSKA,30,0.05,23,76.66
5,Žilinský kraj,505,Námestovo,5,OĽANO A PRIATELIA,4144,7.66,3807,91.86
5,Žilinský kraj,505,Námestovo,6,Komunistická strana Slovenska,100,0.18,74,74.0
5,Žilinský kraj,505,Námestovo,7,Maďarské fórum,11,0.02,7,63.63
5,Žilinský kraj,505,Námestovo,8,Vlastenecký blok,65,0.12,63,96.92
5,Žilinský kraj,505,Námestovo,9,"Modrí, Most - Híd",39,0.07,33,84.61
5,Žilinský kraj,505,Námestovo,10,SPRAVODLIVOSŤ,23,0.04,9,39.13
5,Žilinský kraj,505,Námestovo,11,Slovenské Hnutie Obrody,9,0.01,8,88.88
5,Žilinský kraj,505,Námestovo,12,Sloboda a Solidarita,1958,3.62,1761,89.93
5,Žilinský kraj,505,Námestovo,13,SME RODINA,1076,1.98,971,90.24
5,Žilinský kraj,505,Námestovo,14,MySlovensko,24,0.04,18,75.0
5,Žilinský kraj,505,Námestovo,15,Slovenská národná strana,4859,8.98,4521,93.04
5,Žilinský kraj,505,Námestovo,16,SMER - sociálna demokracia,10074,18.62,9102,90.35
5,Žilinský kraj,505,Námestovo,17,HLAS - sociálna demokracia,6927,12.8,6161,88.94
5,Žilinský kraj,505,Námestovo,18,SZÖVETSÉG - Magyarok,8,0.01,7,87.5
5,Žilinský kraj,505,Námestovo,19,SRDCE vlastenci a dôchodcovia,10,0.01,6,60.0
5,Žilinský kraj,505,Námestovo,20,SDKU - DS,27,0.04,17,62.96
5,Žilinský kraj,505,Námestovo,21,Kotlebovci - Ľudová strana Naše Slovensko,490,0.9,461,94.08
5,Žilinský kraj,505,Námestovo,22,Demokrati,1315,2.43,1203,91.48
5,Žilinský kraj,505,Námestovo,23,Kresťanskodemokratické hnutie,14451,26.71,13606,94.15
5,Žilinský kraj,505,Námestovo,24,KARMA,22,0.04,17,77.27
5,Žilinský kraj,505,Námestovo,25,REPUBLIKA,2876,5.31,2626,91.3
5,Žilinský kraj,506,Ružomberok,1,Pirátska strana - Slovensko,121,0.36,85,70.24
5,Žilinský kraj,506,Ružomberok,2,PRINCÍP,17,0.05,9,52.94
5,Žilinský kraj,506,Ružomberok,3,Progresívne Slovensko,4916,14.96,3762,76.52
5,Žilinský kraj,506,Ružomberok,4,SPOLOČNE OBČANIA SLOVENSKA,54,0.16,43,79.62
5,Žilinský kraj,506,Ružomberok,5,OĽANO A PRIATELIA,3044,9.26,2738,89.94
5,Žilinský kraj,506,Ružomberok,6,Komunistická strana Slovenska,164,0.49,99,60.36
5,Žilinský kraj,506,Ružomberok,7,Maďarské fórum,11,0.03,9,81.81
5,Žilinský kraj,506,Ružomberok,8,Vlastenecký blok,11,0.03,10,90.9
5,Žilinský kraj,506,Ružomberok,9,"Modrí, Most - Híd",24,0.07,16,66.66
5,Žilinský kraj,506,Ružomberok,10,SPRAVODLIVOSŤ,17,0.05,8,47.05
5,Žilinský kraj,506,Ružomberok,11,Slovenské Hnutie Obrody,13,0.03,9,69.23
5,Žilinský kraj,506,Ružomberok,12,Sloboda a Solidarita,1841,5.6,1549,84.13
5,Žilinský kraj,506,Ružomberok,13,SME RODINA,891,2.71,736,82.6
5,Žilinský kraj,506,Ružomberok,14,MySlovensko,29,0.08,25,86.2
5,Žilinský kraj,506,Ružomberok,15,Slovenská národná strana,2898,8.81,2630,90.75
5,Žilinský kraj,506,Ružomberok,16,SMER - sociálna demokracia,6489,19.74,5494,84.66
5,Žilinský kraj,506,Ružomberok,17,HLAS - sociálna demokracia,4801,14.61,4042,84.19
5,Žilinský kraj,506,Ružomberok,18,SZÖVETSÉG - Magyarok,17,0.05,9,52.94
5,Žilinský kraj,506,Ružomberok,19,SRDCE vlastenci a dôchodcovia,21,0.06,12,57.14
5,Žilinský kraj,506,Ružomberok,20,SDKU - DS,15,0.04,8,53.33
5,Žilinský kraj,506,Ružomberok,21,Kotlebovci - Ľudová strana Naše Slovensko,349,1.06,311,89.11
5,Žilinský kraj,506,Ružomberok,22,Demokrati,1097,3.33,941,85.77
5,Žilinský kraj,506,Ružomberok,23,Kresťanskodemokratické hnutie,3683,11.2,2873,78.0
5,Žilinský kraj,506,Ružomberok,24,KARMA,37,0.11,20,54.05
5,Žilinský kraj,506,Ružomberok,25,REPUBLIKA,2299,6.99,2085,90.69
5,Žilinský kraj,507,Žilina,1,Pirátska strana - Slovensko,332,0.25,199,59.93
5,Žilinský kraj,507,Žilina,2,PRINCÍP,41,0.03,33,80.48
5,Žilinský kraj,507,Žilina,3,Progresívne Slovensko,22774,17.2,17158,75.34
5,Žilinský kraj,507,Žilina,4,SPOLOČNE OBČANIA SLOVENSKA,205,0.15,144,70.24
5,Žilinský kraj,507,Žilina,5,OĽANO A PRIATELIA,8817,6.65,7889,89.47
5,Žilinský kraj,507,Žilina,6,Komunistická strana Slovenska,373,0.28,242,64.87
5,Žilinský kraj,507,Žilina,7,Maďarské fórum,33,0.02,23,69.69
5,Žilinský kraj,507,Žilina,8,Vlastenecký blok,56,0.04,46,82.14
5,Žilinský kraj,507,Žilina,9,"Modrí, Most - Híd",96,0.07,76,79.16
5,Žilinský kraj,507,Žilina,10,SPRAVODLIVOSŤ,38,0.02,22,57.89
5,Žilinský kraj,507,Žilina,11,Slovenské Hnutie Obrody,52,0.03,36,69.23
5,Žilinský kraj,507,Žilina,12,Sloboda a Solidarita,8248,6.22,6758,81.93
5,Žilinský kraj,507,Žilina,13,SME RODINA,2407,1.81,1987,82.55
5,Žilinský kraj,507,Žilina,14,MySlovensko,105,0.07,72,68.57
5,Žilinský kraj,507,Žilina,15,Slovenská národná strana,10604,8.0,9332,88.0
5,Žilinský kraj,507,Žilina,16,SMER - sociálna demokracia,37288,28.16,32177,86.29
5,Žilinský kraj,507,Žilina,17,HLAS - sociálna demokracia,20190,15.24,17029,84.34
5,Žilinský kraj,507,Žilina,18,SZÖVETSÉG - Magyarok,19,0.01,12,63.15
5,Žilinský kraj,507,Žilina,19,SRDCE vlastenci a dôchodcovia,97,0.07,67,69.07
5,Žilinský kraj,507,Žilina,20,SDKU - DS,28,0.02,15,53.57
5,Žilinský kraj,507,Žilina,21,Kotlebovci - Ľudová strana Naše Slovensko,1154,0.87,990,85.78
5,Žilinský kraj,507,Žilina,22,Demokrati,4001,3.02,3455,86.35
5,Žilinský kraj,507,Žilina,23,Kresťanskodemokratické hnutie,8418,6.35,6466,76.81
5,Žilinský kraj,507,Žilina,24,KARMA,83,0.06,41,49.39
5,Žilinský kraj,507,Žilina,25,REPUBLIKA,6944,5.24,6046,87.06
6,Banskobystrický kraj,601,Banská Bystrica,1,Pirátska strana - Slovensko,191,0.3,118,61.78
6,Banskobystrický kraj,601,Banská Bystrica,2,PRINCÍP,20,0.03,14,70.0
6,Banskobystrický kraj,601,Banská Bystrica,3,Progresívne Slovensko,13541,21.7,9895,73.07
6,Banskobystrický kraj,601,Banská Bystrica,4,SPOLOČNE OBČANIA SLOVENSKA,44,0.07,27,61.36
6,Banskobystrický kraj,601,Banská Bystrica,5,OĽANO A PRIATELIA,3077,4.93,2647,86.02
6,Banskobystrický kraj,601,Banská Bystrica,6,Komunistická strana Slovenska,220,0.35,119,54.09
6,Banskobystrický kraj,601,Banská Bystrica,7,Maďarské fórum,59,0.09,55,93.22
6,Banskobystrický kraj,601,Banská Bystrica,8,Vlastenecký blok,12,0.01,9,75.0
6,Banskobystrický kraj,601,Banská Bystrica,9,"Modrí, Most - Híd",92,0.14,67,72.82
6,Banskobystrický kraj,601,Banská Bystrica,10,SPRAVODLIVOSŤ,19,0.03,11,57.89
6,Banskobystrický kraj,601,Banská Bystrica,11,Slovenské Hnutie Obrody,27,0.04,18,66.66
6,Banskobystrický kraj,601,Banská Bystrica,12,Sloboda a Solidarita,4723,7.57,3786,80.16
6,Banskobystrický kraj,601,Banská Bystrica,13,SME RODINA,1361,2.18,1104,81.11
6,Banskobystrický kraj,601,Banská Bystrica,14,MySlovensko,59,0.09,33,55.93
6,Banskobystrický kraj,601,Banská Bystrica,15,Slovenská národná strana,3866,6.19,3500,90.53
6,Banskobystrický kraj,601,Banská Bystrica,16,SMER - sociálna demokracia,12855,20.6,10839,84.31
6,Banskobystrický kraj,601,Banská Bystrica,17,HLAS - sociálna demokracia,13782,22.09,11599,84.16
6,Banskobystrický kraj,601,Banská Bystrica,18,SZÖVETSÉG - Magyarok,54,0.08,40,74.07
6,Banskobystrický kraj,601,Banská Bystrica,19,SRDCE vlastenci a dôchodcovia,84,0.13,63,75.0
6,Banskobystrický kraj,601,Banská Bystrica,20,SDKU - DS,14,0.02,9,64.28
6,Banskobystrický kraj,601,Banská Bystrica,21,Kotlebovci - Ľudová strana Naše Slovensko,776,1.24,671,86.46
6,Banskobystrický kraj,601,Banská Bystrica,22,Demokrati,1957,3.13,1666,85.13
6,Banskobystrický kraj,601,Banská Bystrica,23,Kresťanskodemokratické hnutie,3144,5.03,2455,78.08
6,Banskobystrický kraj,601,Banská Bystrica,24,KARMA,52,0.08,23,44.23
6,Banskobystrický kraj,601,Banská Bystrica,25,REPUBLIKA,2358,3.77,2051,86.98
6,Banskobystrický kraj,602,Brezno,1,Pirátska strana - Slovensko,127,0.4,92,72.44
6,Banskobystrický kraj,602,Brezno,2,PRINCÍP,14,0.04,11,78.57
6,Banskobystrický kraj,602,Brezno,3,Progresívne Slovensko,4214,13.49,3227,76.57
6,Banskobystrický kraj,602,Brezno,4,SPOLOČNE OBČANIA SLOVENSKA,31,0.09,14,45.16
6,Banskobystrický kraj,602,Brezno,5,OĽANO A PRIATELIA,2278,7.29,2031,89.15
6,Banskobystrický kraj,602,Brezno,6,Komunistická strana Slovenska,143,0.45,96,67.13
6,Banskobystrický kraj,602,Brezno,7,Maďarské fórum,13,0.04,8,61.53
6,Banskobystrický kraj,602,Brezno,8,Vlastenecký blok,12,0.03,9,75.0
6,Banskobystrický kraj,602,Brezno,9,"Modrí, Most - Híd",55,0.17,43,78.18
6,Banskobystrický kraj,602,Brezno,10,SPRAVODLIVOSŤ,9,0.02,6,66.66
6,Banskobystrický kraj,602,Brezno,11,Slovenské Hnutie Obrody,10,0.03,6,60.0
6,Banskobystrický kraj,602,Brezno,12,Sloboda a Solidarita,1540,4.93,1270,82.46
6,Banskobystrický kraj,602,Brezno,13,SME RODINA,876,2.8,748,85.38
6,Banskobystrický kraj,602,Brezno,14,MySlovensko,34,0.1,24,70.58
6,Banskobystrický kraj,602,Brezno,15,Slovenská národná strana,2317,7.42,2099,90.59
6,Banskobystrický kraj,602,Brezno,16,SMER - sociálna demokracia,7580,24.28,6605,87.13
6,Banskobystrický kraj,602,Brezno,17,HLAS - sociálna demokracia,6909,22.13,5952,86.14
6,Banskobystrický kraj,602,Brezno,18,SZÖVETSÉG - Magyarok,26,0.08,19,73.07
6,Banskobystrický kraj,602,Brezno,19,SRDCE vlastenci a dôchodcovia,165,0.52,135,81.81
6,Banskobystrický kraj,602,Brezno,20,SDKU - DS,14,0.04,9,64.28
6,Banskobystrický kraj,602,Brezno,21,Kotlebovci - Ľudová strana Naše Slovensko,366,1.17,320,87.43
6,Banskobystrický kraj,602,Brezno,22,Demokrati,688,2.2,600,87.2
6,Banskobystrický kraj,602,Brezno,23,Kresťanskodemokratické hnutie,1432,4.58,1140,79.6
6,Banskobystrický kraj,602,Brezno,24,KARMA,24,0.07,13,54.16
6,Banskobystrický kraj,602,Brezno,25,REPUBLIKA,2340,7.49,2091,89.35
6,Banskobystrický kraj,603,Lučenec,1,Pirátska strana - Slovensko,209,0.5,157,75.11
6,Banskobystrický kraj,603,Lučenec,2,PRINCÍP,57,0.13,50,87.71
6,Banskobystrický kraj,603,Lučenec,3,Progresívne Slovensko,5000,12.18,3789,75.78
6,Banskobystrický kraj,603,Lučenec,4,SPOLOČNE OBČANIA SLOVENSKA,43,0.1,29,67.44
6,Banskobystrický kraj,603,Lučenec,5,OĽANO A PRIATELIA,3847,9.37,3347,87.0
6,Banskobystrický kraj,603,Lučenec,6,Komunistická strana Slovenska,208,0.5,144,69.23
6,Banskobystrický kraj,603,Lučenec,7,Maďarské fórum,112,0.27,93,83.03
6,Banskobystrický kraj,603,Lučenec,8,Vlastenecký blok,14,0.03,13,92.85
6,Banskobystrický kraj,603,Lučenec,9,"Modrí, Most - Híd",369,0.89,323,87.53
6,Banskobystrický kraj,603,Lučenec,10,SPRAVODLIVOSŤ,32,0.07,25,78.12
6,Banskobystrický kraj,603,Lučenec,11,Slovenské Hnutie Obrody,16,0.03,13,81.25
6,Banskobystrický kraj,603,Lučenec,12,Sloboda a Solidarita,1448,3.52,1201,82.94
6,Banskobystrický kraj,603,Lučenec,13,SME RODINA,1103,2.68,927,84.04
6,Banskobystrický kraj,603,Lučenec,14,MySlovensko,33,0.08,24,72.72
6,Banskobystrický kraj,603,Lučenec,15,Slovenská národná strana,2336,5.69,2111,90.36
6,Banskobystrický kraj,603,Lučenec,16,SMER - sociálna demokracia,10117,24.65,8753,86.51
6,Banskobystrický kraj,603,Lučenec,17,HLAS - sociálna demokracia,8068,19.66,6959,86.25
6,Banskobystrický kraj,603,Lučenec,18,SZÖVETSÉG - Magyarok,3285,8.0,2965,90.25
6,Banskobystrický kraj,603,Lučenec,19,SRDCE vlastenci a dôchodcovia,37,0.09,26,70.27
6,Banskobystrický kraj,603,Lučenec,20,SDKU - DS,14,0.03,8,57.14
6,Banskobystrický kraj,603,Lučenec,21,Kotlebovci - Ľudová strana Naše Slovensko,547,1.33,482,88.11
6,Banskobystrický kraj,603,Lučenec,22,Demokrati,725,1.76,622,85.79
6,Banskobystrický kraj,603,Lučenec,23,Kresťanskodemokratické hnutie,1198,2.91,949,79.21
6,Banskobystrický kraj,603,Lučenec,24,KARMA,21,0.05,12,57.14
6,Banskobystrický kraj,603,Lučenec,25,REPUBLIKA,2194,5.34,1984,90.42
6,Banskobystrický kraj,604,Rimavská Sobota,1,Pirátska strana - Slovensko,437,0.91,380,86.95
6,Banskobystrický kraj,604,Rimavská Sobota,2,PRINCÍP,73,0.15,63,86.3
6,Banskobystrický kraj,604,Rimavská Sobota,3,Progresívne Slovensko,4156,8.68,3090,74.35
6,Banskobystrický kraj,604,Rimavská Sobota,4,SPOLOČNE OBČANIA SLOVENSKA,63,0.13,43,68.25
6,Banskobystrický kraj,604,Rimavská Sobota,5,OĽANO A PRIATELIA,5998,12.53,5356,89.29
6,Banskobystrický kraj,604,Rimavská Sobota,6,Komunistická strana Slovenska,159,0.33,95,59.74
6,Banskobystrický kraj,604,Rimavská Sobota,7,Maďarské fórum,336,0.7,292,86.9
6,Banskobystrický kraj,604,Rimavská Sobota,8,Vlastenecký blok,16,0.03,13,81.25
6,Banskobystrický kraj,604,Rimavská Sobota,9,"Modrí, Most - Híd",176,0.36,149,84.65
6,Banskobystrický kraj,604,Rimavská Sobota,10,SPRAVODLIVOSŤ,20,0.04,14,70.0
6,Banskobystrický kraj,604,Rimavská Sobota,11,Slovenské Hnutie Obrody,38,0.07,35,92.1
6,Banskobystrický kraj,604,Rimavská Sobota,12,Sloboda a Solidarita,1424,2.97,1191,83.63
6,Banskobystrický kraj,604,Rimavská Sobota,13,SME RODINA,2006,4.19,1845,91.97
6,Banskobystrický kraj,604,Rimavská Sobota,14,MySlovensko,30,0.06,19,63.33
6,Banskobystrický kraj,604,Rimavská Sobota,15,Slovenská národná strana,2016,4.21,1770,87.79
6,Banskobystrický kraj,604,Rimavská Sobota,16,SMER - sociálna demokracia,9060,18.92,7904,87.24
6,Banskobystrický kraj,604,Rimavská Sobota,17,HLAS - sociálna demokracia,7230,15.1,6176,85.42
6,Banskobystrický kraj,604,Rimavská Sobota,18,SZÖVETSÉG - Magyarok,9932,20.75,9281,93.44
6,Banskobystrický kraj,604,Rimavská Sobota,19,SRDCE vlastenci a dôchodcovia,37,0.07,24,64.86
6,Banskobystrický kraj,604,Rimavská Sobota,20,SDKU - DS,14,0.02,8,57.14
6,Banskobystrický kraj,604,Rimavská Sobota,21,Kotlebovci - Ľudová strana Naše Slovensko,575,1.2,507,88.17
6,Banskobystrický kraj,604,Rimavská Sobota,22,Demokrati,762,1.59,676,88.71
6,Banskobystrický kraj,604,Rimavská Sobota,23,Kresťanskodemokratické hnutie,819,1.71,585,71.42
6,Banskobystrický kraj,604,Rimavská Sobota,24,KARMA,39,0.08,28,71.79
6,Banskobystrický kraj,604,Rimavská Sobota,25,REPUBLIKA,2447,5.11,2188,89.41
6,Banskobystrický kraj,605,Veľký Krtíš,1,Pirátska strana - Slovensko,110,0.54,93,84.54
6,Banskobystrický kraj,605,Veľký Krtíš,2,PRINCÍP,19,0.09,16,84.21
6,Banskobystrický kraj,605,Veľký Krtíš,3,Progresívne Slovensko,1950,9.74,1409,72.25
6,Banskobystrický kraj,605,Veľký Krtíš,4,SPOLOČNE OBČANIA SLOVENSKA,26,0.12,16,61.53
6,Banskobystrický kraj,605,Veľký Krtíš,5,OĽANO A PRIATELIA,1737,8.68,1504,86.58
6,Banskobystrický kraj,605,Veľký Krtíš,6,Komunistická strana Slovenska,51,0.25,27,52.94
6,Banskobystrický kraj,605,Veľký Krtíš,7,Maďarské fórum,84,0.41,79,94.04
6,Banskobystrický kraj,605,Veľký Krtíš,8,Vlastenecký blok,11,0.05,9,81.81
6,Banskobystrický kraj,605,Veľký Krtíš,9,"Modrí, Most - Híd",267,1.33,238,89.13
6,Banskobystrický kraj,605,Veľký Krtíš,10,SPRAVODLIVOSŤ,9,0.04,6,66.66
6,Banskobystrický kraj,605,Veľký Krtíš,11,Slovenské Hnutie Obrody,10,0.04,8,80.0
6,Banskobystrický kraj,605,Veľký Krtíš,12,Sloboda a Solidarita,590,2.94,500,84.74
6,Banskobystrický kraj,605,Veľký Krtíš,13,SME RODINA,416,2.07,371,89.18
6,Banskobystrický kraj,605,Veľký Krtíš,14,MySlovensko,12,0.05,9,75.0
6,Banskobystrický kraj,605,Veľký Krtíš,15,Slovenská národná strana,828,4.13,726,87.68
6,Banskobystrický kraj,605,Veľký Krtíš,16,SMER - sociálna demokracia,4563,22.81,3933,86.19
6,Banskobystrický kraj,605,Veľký Krtíš,17,HLAS - sociálna demokracia,4023,20.11,3462,86.05
6,Banskobystrický kraj,605,Veľký Krtíš,18,SZÖVETSÉG - Magyarok,3049,15.24,2697,88.45
6,Banskobystrický kraj,605,Veľký Krtíš,19,SRDCE vlastenci a dôchodcovia,105,0.52,95,90.47
6,Banskobystrický kraj,605,Veľký Krtíš,20,SDKU - DS,3,0.01,2,66.66
6,Banskobystrický kraj,605,Veľký Krtíš,21,Kotlebovci - Ľudová strana Naše Slovensko,390,1.94,351,90.0
6,Banskobystrický kraj,605,Veľký Krtíš,22,Demokrati,293,1.46,251,85.66
6,Banskobystrický kraj,605,Veľký Krtíš,23,Kresťanskodemokratické hnutie,429,2.14,298,69.46
6,Banskobystrický kraj,605,Veľký Krtíš,24,KARMA,11,0.05,7,63.63
6,Banskobystrický kraj,605,Veľký Krtíš,25,REPUBLIKA,1017,5.08,903,88.79
6,Banskobystrický kraj,606,Zvolen,1,Pirátska strana - Slovensko,199,0.29,121,60.8
6,Banskobystrický kraj,606,Zvolen,2,PRINCÍP,36,0.05,31,86.11
6,Banskobystrický kraj,606,Zvolen,3,Progresívne Slovensko,10846,16.2,7973,73.51
6,Banskobystrický kraj,606,Zvolen,4,SPOLOČNE OBČANIA SLOVENSKA,53,0.07,24,45.28
6,Banskobystrický kraj,606,Zvolen,5,OĽANO A PRIATELIA,3900,5.82,3335,85.51
6,Banskobystrický kraj,606,Zvolen,6,Komunistická strana Slovenska,328,0.48,227,69.2
6,Banskobystrický kraj,606,Zvolen,7,Maďarské fórum,32,0.04,26,81.25
6,Banskobystrický kraj,606,Zvolen,8,Vlastenecký blok,39,0.05,31,79.48
6,Banskobystrický kraj,606,Zvolen,9,"Modrí, Most - Híd",118,0.17,88,74.57
6,Banskobystrický kraj,606,Zvolen,10,SPRAVODLIVOSŤ,28,0.04,19,67.85
6,Banskobystrický kraj,606,Zvolen,11,Slovenské Hnutie Obrody,34,0.05,23,67.64
6,Banskobystrický kraj,606,Zvolen,12,Sloboda a Solidarita,4115,6.14,3293,80.02
6,Banskobystrický kraj,606,Zvolen,13,SME RODINA,1618,2.41,1304,80.59
6,Banskobystrický kraj,606,Zvolen,14,MySlovensko,56,0.08,34,60.71
6,Banskobystrický kraj,606,Zvolen,15,Slovenská národná strana,5926,8.85,5338,90.07
6,Banskobystrický kraj,606,Zvolen,16,SMER - sociálna demokracia,16582,24.77,13848,83.51
6,Banskobystrický kraj,606,Zvolen,17,HLAS - sociálna demokracia,13001,19.42,10830,83.3
6,Banskobystrický kraj,606,Zvolen,18,SZÖVETSÉG - Magyarok,61,0.09,40,65.57
6,Banskobystrický kraj,606,Zvolen,19,SRDCE vlastenci a dôchodcovia,64,0.09,40,62.5
6,Banskobystrický kraj,606,Zvolen,20,SDKU - DS,14,0.02,11,78.57
6,Banskobystrický kraj,606,Zvolen,21,Kotlebovci - Ľudová strana Naše Slovensko,765,1.14,666,87.05
6,Banskobystrický kraj,606,Zvolen,22,Demokrati,1801,2.69,1555,86.34
6,Banskobystrický kraj,606,Zvolen,23,Kresťanskodemokratické hnutie,3873,5.78,2867,74.02
6,Banskobystrický kraj,606,Zvolen,24,KARMA,52,0.07,25,48.07
6,Banskobystrický kraj,606,Zvolen,25,REPUBLIKA,3400,5.07,3014,88.64
6,Banskobystrický kraj,607,Žiar nad Hronom,1,Pirátska strana - Slovensko,206,0.42,148,71.84
6,Banskobystrický kraj,607,Žiar nad Hronom,2,PRINCÍP,27,0.05,20,74.07
6,Banskobystrický kraj,607,Žiar nad Hronom,3,Progresívne Slovensko,7825,16.26,5659,72.31
6,Banskobystrický kraj,607,Žiar nad Hronom,4,SPOLOČNE OBČANIA SLOVENSKA,38,0.07,24,63.15
6,Banskobystrický kraj,607,Žiar nad Hronom,5,OĽANO A PRIATELIA,2696,5.6,2292,85.01
6,Banskobystrický kraj,607,Žiar nad Hronom,6,Komunistická strana Slovenska,266,0.55,156,58.64
6,Banskobystrický kraj,607,Žiar nad Hronom,7,Maďarské fórum,15,0.03,13,86.66
6,Banskobystrický kraj,607,Žiar nad Hronom,8,Vlastenecký blok,24,0.04,21,87.5
6,Banskobystrický kraj,607,Žiar nad Hronom,9,"Modrí, Most - Híd",65,0.13,47,72.3
6,Banskobystrický kraj,607,Žiar nad Hronom,10,SPRAVODLIVOSŤ,29,0.06,20,68.96
6,Banskobystrický kraj,607,Žiar nad Hronom,11,Slovenské Hnutie Obrody,30,0.06,22,73.33
6,Banskobystrický kraj,607,Žiar nad Hronom,12,Sloboda a Solidarita,2493,5.18,1989,79.78
6,Banskobystrický kraj,607,Žiar nad Hronom,13,SME RODINA,1298,2.69,1082,83.35
6,Banskobystrický kraj,607,Žiar nad Hronom,14,MySlovensko,128,0.26,94,73.43
