Číslo politického subjektu,Názov politického subjektu,Poradie na hlasovacom lístku,Meno,Priezvisko,Titul,Vek,Zamestnanie,Obec trvalého pobytu,Poznámka
17,HLAS - sociálna demokracia,81,Lukáš,Mózer,,38,podnikateľ,Lučenec,
17,HLAS - sociálna demokracia,82,Rudolf,Urbanovič,,63,zástupca primátora,Liptovský Mikuláš,
17,HLAS - sociálna demokracia,83,Marián,Sejna,Ing.,43,referent pre ochranu lesa,Sobrance,
17,HLAS - sociálna demokracia,84,Martin,Pechovský,,35,podnikateľ,Banská Bystrica,
17,HLAS - sociálna demokracia,85,Miroslav,Fabián,,46,podnikateľ,Sabinov,
17,HLAS - sociálna demokracia,86,Peter,Kijovský,"Ing., PhD.",42,agromanažér,Medzany,
17,HLAS - sociálna demokracia,87,Erich,Dvonč,,49,konateľ spoločnosti,Partizánske,
17,HLAS - sociálna demokracia,88,Ivana,Antošová,Mgr.,54,metodička projektu,Bratislava,
17,HLAS - sociálna demokracia,89,Marián,Barilla,"Ing., MBA",47,dopravný inžinier,Poprad,
17,HLAS - sociálna demokracia,90,Martin,Bodis,"PhDr. PaedDr., PhD.",48,riaditeľ základnej školy,Nitra,
17,HLAS - sociálna demokracia,91,Arpád,Plachetka,Mgr.,43,starosta obce,Švedlár,
17,HLAS - sociálna demokracia,92,Marta,Gubrická,PaedDr.,64,dôchodkyňa,Trnava,
17,HLAS - sociálna demokracia,93,Radoslav,Zajac,"Ing., MBA",47,starosta,Klokočov,
17,HLAS - sociálna demokracia,94,Dušan,Strieborný,PaedDr.,52,primátor mesta,Dudince,
17,HLAS - sociálna demokracia,95,Alena,Greksa,Mgr.,37,kultúrna manažérka,Nová Dedinka,
17,HLAS - sociálna demokracia,96,Martin,Karaš,Ing.,38,riaditeľ kultúrnej inštitúcie,Kamienka,
17,HLAS - sociálna demokracia,97,Viliam,Kocsis,Mgr.,35,tlmočník,Komárno,
17,HLAS - sociálna demokracia,98,Vladimír,Minčič,"JUDr., PhD.",37,vysokoškolský pedagóg,Pečeňany,
17,HLAS - sociálna demokracia,99,Jozef,Tóth,JUDr.,36,štátny zamestnanec,Zemplínsky Branč,
17,HLAS - sociálna demokracia,100,Patrick,Linhart,BSc.,46,poslanec parlamentu,Nové Zámky,
17,HLAS - sociálna demokracia,101,Martin,Andrášik,Mgr.,39,manažér,Banská Štiavnica,
17,HLAS - sociálna demokracia,102,Martin,Halaksa,"PhDr., PhD.",49,starosta obce,Košolná,
17,HLAS - sociálna demokracia,103,Andrej,Stašiniak,Ing.,44,súkromný podnikateľ,Námestovo,
17,HLAS - sociálna demokracia,104,Ondrej,Mudry,Ing.,48,ekonóm,Humenné,
17,HLAS - sociálna demokracia,105,Mirko,Trojčák,MUDr.,60,lekár,Veľký Krtíš,
17,HLAS - sociálna demokracia,106,Martin,Beňatinský,Ing.,52,starosta,Lubina,
17,HLAS - sociálna demokracia,107,Ján,Štefan,Ing.,42,vedúci odboru,Rožňava,
17,HLAS - sociálna demokracia,108,Žaneta,Lelkešová,PhDr.,49,administratívna referentka,Majcichov,
17,HLAS - sociálna demokracia,109,Daniel,Lichner,,56,vodič dopravnej zdravotnej služby,Veľký Čepčín,
17,HLAS - sociálna demokracia,110,Štefan,Valkovič,Ing.,43,vedúci oddelenia,Tesárske Mlyňany,
17,HLAS - sociálna demokracia,111,Peter,Kramár,Mgr.,48,podnikateľ,Pezinok,
17,HLAS - sociálna demokracia,112,Adrián,Kromka,JUDr.,50,prednosta mestského úradu,Poprad,
17,HLAS - sociálna demokracia,113,Tomáš,Matuška,MUDr.,41,lekár neurochirurg,Nové Zámky,
17,HLAS - sociálna demokracia,114,Peter,Kicko,Ing.,50,lesník,Žarnovica,
17,HLAS - sociálna demokracia,115,Marek,Mitterpák,"Ing., PhD.",48,manažér,Košice,
17,HLAS - sociálna demokracia,116,Martin,Hollý,Ing.,48,"ekonóm, konateľ spoločnosti",Bratislava,
17,HLAS - sociálna demokracia,117,Peter,Ormandy,"PhDr., MSc.",42,riaditeľ centra,Bratislava,
17,HLAS - sociálna demokracia,118,Andrea,Žiaková,Ing.,52,štátna zamestnankyňa,Lutila,
17,HLAS - sociálna demokracia,119,Milan,Berec,Ing.,63,starosta obce,Trenčianska Teplá,
17,HLAS - sociálna demokracia,120,Jaroslav,Makatúra,PhDr.,57,starosta obce,Malá Domaša,
17,HLAS - sociálna demokracia,121,Peter,Brutovský,Ing.,55,železničiar,Kluknava,
17,HLAS - sociálna demokracia,122,Dušan,Mitter,,51,starosta obce,Korytárky,
17,HLAS - sociálna demokracia,123,Silvia,Koszorúová Kučavíková,Bc.,46,učiteľka materskej školy,Štiavnik,
17,HLAS - sociálna demokracia,124,Martin,Kusenda,Mgr. art.,45,riaditeľ,Nitra,
17,HLAS - sociálna demokracia,125,Peter,Tkáč,MUDr.,44,lekár,Spišský Hrušov,
17,HLAS - sociálna demokracia,126,Ľubomír,Haško,,51,živnostník,Veľký Krtíš,
17,HLAS - sociálna demokracia,127,Dominik,Frajkor,PaedDr.,37,primátor mesta,Sečovce,
17,HLAS - sociálna demokracia,128,Július,Balog,MVDr.,60,veterinárny lekár,Poltár,
17,HLAS - sociálna demokracia,129,Mária,Kasičová,Mgr.,50,učiteľka,Sobrance,
17,HLAS - sociálna demokracia,130,Zuzana,Nosáľová,Mgr.,31,bezpečnostná technička,Revúca,
17,HLAS - sociálna demokracia,131,Ľudmila,Štecová,Mgr.,53,odborná radkyňa,Medzilaborce,
17,HLAS - sociálna demokracia,132,Karin,Janišová,Bc.,41,stredoškolská pedagogička,Poltár,
17,HLAS - sociálna demokracia,133,Richard,Miartuš,Bc.,32,štátny zamestnanec,Zvolen,
17,HLAS - sociálna demokracia,134,Ľubomír,Fábik,,57,podnikateľ,Častkov,
17,HLAS - sociálna demokracia,135,Andrej,Šeševička,Bc.,37,živnostník,Kosorín,
17,HLAS - sociálna demokracia,136,Miroslava,Malatincová,Mgr.,31,technická pracovníčka,Banská Štiavnica,
17,HLAS - sociálna demokracia,137,Roland,Szabó,,42,starosta obce,Žarnov,
17,HLAS - sociálna demokracia,138,Loretta,Pinke,PhDr.,26,študentka,Bratislava,
17,HLAS - sociálna demokracia,139,Gabriel,Fischer,,24,študent,Košice,
17,HLAS - sociálna demokracia,140,Silvia,Jakabová,PaedDr. Mgr.,39,riaditeľka školy,Trnava,
17,HLAS - sociálna demokracia,141,Ingrid,Zajacová,JUDr.,29,podniková právnička,Bratislava,
17,HLAS - sociálna demokracia,142,Romana,Hubová,Mgr.,40,manažérka,Oravská Poruba,
17,HLAS - sociálna demokracia,143,Peter,Machunka,,45,živnostník,Tvrdošín,
17,HLAS - sociálna demokracia,144,Rebeka,Kirilova,JUDr.,31,štátna zamestnankyňa,Nové Zámky,
17,HLAS - sociálna demokracia,145,Peter,Pichoňský,Ing.,50,vedúci lesnej správy,Dedačov,
17,HLAS - sociálna demokracia,146,Vladimír,Žiarny,Ing.,51,"stavebný inžinier, riaditeľ spoločnosti",Košice,
17,HLAS - sociálna demokracia,147,Valér,Ferko,Mgr.,38,vzťahový manažér,Rovinka,
17,HLAS - sociálna demokracia,148,Martin,Čapliar,,31,živnostník,Veľký Krtíš,
17,HLAS - sociálna demokracia,149,Dušan,Nitka,Bc.,27,živnostník,Madunice,
17,HLAS - sociálna demokracia,150,Lukáš,Pellegrini,Mgr.,35,hasič - záchranár,Banská Štiavnica,
18,SZÖVETSÉG - Magyarok,1,Krisztián,Forró,,47,"predseda politickej strany, ekonóm",Veľká Mača,
18,SZÖVETSÉG - Magyarok,2,Peter,Pandy,JUDr.,47,advokát,Kráľovský Chlmec,
18,SZÖVETSÉG - Magyarok,3,Szabolcs,Mózes,Mgr.,43,"riaditeľ kolégia, historik",Šamorín,
18,SZÖVETSÉG - Magyarok,4,Zoltán,Cziprusz,Ing.,34,stavebný inžinier,Rimavská Sobota,
18,SZÖVETSÉG - Magyarok,5,Attila,Pál,Ing.,54,manažér,Jesenské,
18,SZÖVETSÉG - Magyarok,6,Örs,Orosz,Mgr.,38,"organizátor, projektový manažér",Komárno,
18,SZÖVETSÉG - Magyarok,7,József,Menyhárt,"PaedDr., PhD.",47,"pedagóg, poslanec samosprávneho kraja",Vrakúň,
18,SZÖVETSÉG - Magyarok,8,Jozef,Želinský,Ing.,37,zástupca primátora,Kráľovský Chlmec,
18,SZÖVETSÉG - Magyarok,9,Miklós,Viola,MUDr.,53,lekár,Kolárovo,
18,SZÖVETSÉG - Magyarok,10,Csaba,Furik,,52,starosta,Malý Horeš,
18,SZÖVETSÉG - Magyarok,11,József,Nagy,,55,environmentálny konzultant,Dunajská Streda,
18,SZÖVETSÉG - Magyarok,12,Évi,Pálinkás,Ing.,33,"ekonómka, manažérka",Šamorín,
18,SZÖVETSÉG - Magyarok,13,Gergely,Agócs,Mgr.,37,starosta,Kráľov Brod,
18,SZÖVETSÉG - Magyarok,14,Dávid,Nagy,"JUDr., LL.M.",35,advokát,Dunajská Streda,
18,SZÖVETSÉG - Magyarok,15,Richard,Szajko,,43,starosta,Barca,
18,SZÖVETSÉG - Magyarok,16,Tibor,Csenger,Ing.,58,podpredseda samosprávneho kraja,Želiezovce,
18,SZÖVETSÉG - Magyarok,17,Péter,Őry,Mgr.,51,starosta,Štvrtok na Ostrove,
18,SZÖVETSÉG - Magyarok,18,Zoltán,Kašo,,50,štatutár,Humenné,X
18,SZÖVETSÉG - Magyarok,19,Ildikó,Bauer,Mgr.,34,manažérka cestovného ruchu,Komárno,
18,SZÖVETSÉG - Magyarok,20,József,Berényi,Mgr.,56,podpredseda samosprávneho kraja,Dolné Saliby,
18,SZÖVETSÉG - Magyarok,21,Gyula,Bárdos,Mgr.,65,kultúrny manažér,Senec,
18,SZÖVETSÉG - Magyarok,22,Ervin,Chomča,MUDr.,59,lekár,Galanta,
18,SZÖVETSÉG - Magyarok,23,Adrianna,Gergely Papp,Mgr.,51,starostka,Debraď,
18,SZÖVETSÉG - Magyarok,24,Ildikó,Agócs Kőrösi,Mgr.,38,starostka,Tešedíkovo,
18,SZÖVETSÉG - Magyarok,25,Imre,Andruskó,Mgr.,54,riaditeľ gymnázia,Komárno,
18,SZÖVETSÉG - Magyarok,26,Róbert,Tölgyesi,,54,zástupca primátora,Šaľa,
18,SZÖVETSÉG - Magyarok,27,Zsolt,Baranyay,Mgr.,45,advokát,Žihárec,
18,SZÖVETSÉG - Magyarok,28,Zoltán,Antal,PhMr.,61,lekárnik,Tornaľa,
18,SZÖVETSÉG - Magyarok,29,Tihamér,Gyarmati,Ing.,58,"poslanec samosprávneho kraja, zástupca starostu",Svätý Peter,
18,SZÖVETSÉG - Magyarok,30,Tamás,Iván,Ing.,31,ekonóm,Komárno,
18,SZÖVETSÉG - Magyarok,31,István,Domin,Ing.,45,starosta,Iža,
18,SZÖVETSÉG - Magyarok,32,Zoltán,Horváth,MUDr.,60,lekár,Dunajská Streda,
18,SZÖVETSÉG - Magyarok,33,Réka,Bokor,,36,podnikateľka,Štúrovo,
18,SZÖVETSÉG - Magyarok,34,Anikó,Régi,,55,podnikateľka,Dolinka,
18,SZÖVETSÉG - Magyarok,35,Helena,Patasiová,Ing.,73,predsedníčka agrárnej komory,Kútniky,
18,SZÖVETSÉG - Magyarok,36,Diana,Lengyel,Mgr.,34,marketingová manažérka,Zlaté Klasy,
18,SZÖVETSÉG - Magyarok,37,Zoltán,Marcinkó,Mgr.,39,starosta,Belina,
18,SZÖVETSÉG - Magyarok,38,Attila,Boldi,,54,"konateľ, manažér",Košice,
18,SZÖVETSÉG - Magyarok,39,Zoltán,Hájos,JUDr.,56,primátor,Dunajská Streda,
18,SZÖVETSÉG - Magyarok,40,Iván,Fenes,"PhDr., LL.M, MBA",56,primátor,Gabčíkovo,
18,SZÖVETSÉG - Magyarok,41,Csaba,Orosz,,52,primátor,Šamorín,
18,SZÖVETSÉG - Magyarok,42,Kristián,Tovaryš,JUDr.,41,starosta,Baloň,
18,SZÖVETSÉG - Magyarok,43,Pál,Zachar,Ing.,36,primátor,Šahy,
18,SZÖVETSÉG - Magyarok,44,Tibor,Varga,,37,starosta,Kapušianske Kľačany,
18,SZÖVETSÉG - Magyarok,45,Ladislav,Molnár,"doc. MVDr., PhD.",50,vysokoškolský učiteľ,Perín - Chym,
18,SZÖVETSÉG - Magyarok,46,Kolos,Kiss,,47,podnikateľ,Veľké Kapušany,
18,SZÖVETSÉG - Magyarok,47,Marián,Paulisz,Ing.,38,starosta,Dolné Obdokovce,
18,SZÖVETSÉG - Magyarok,48,Ján,Juhász,MBA,43,poslanec samosprávneho kraja,Somotor,
18,SZÖVETSÉG - Magyarok,49,János,Bób,Ing.,66,starosta,Zemné,
18,SZÖVETSÉG - Magyarok,50,Tibor,Farkas,Ing.,60,podnikateľ,Dvory nad Žitavou,
18,SZÖVETSÉG - Magyarok,51,Valéria,Geri,Mgr.,58,starostka,Nová Vieska,
18,SZÖVETSÉG - Magyarok,52,Teo,Nagy,Bc.,25,historik,Dunajská Streda,
18,SZÖVETSÉG - Magyarok,53,János,Deák,Ing.,43,poľnohospodár,Tornaľa,
18,SZÖVETSÉG - Magyarok,54,Gabriel,Dobos,PaedDr.,46,pedagóg,Kráľovský Chlmec,
18,SZÖVETSÉG - Magyarok,55,Pavol,Pék,Bc.,26,analytik pre životné prostredie,Gbelce,
18,SZÖVETSÉG - Magyarok,56,Michal,Brogyányi,,56,"živnostník, sprievodca cestovného ruchu",Bratislava,
18,SZÖVETSÉG - Magyarok,57,Uršula,Ambrušová,"PhDr. PaedDr., PhD., MBA",51,historička,Košice,
18,SZÖVETSÉG - Magyarok,58,Gábor,Krommer,Ing.,42,primátor,Sládkovičovo,
18,SZÖVETSÉG - Magyarok,59,Éva,Kacz,Mgr.,43,starostka,Trstice,
18,SZÖVETSÉG - Magyarok,60,Jozef,Kovács,,38,vedúci logistiky,Veľké Úľany,
18,SZÖVETSÉG - Magyarok,61,Viktor,Palko,"Ing., MBA",46,primátor,Čierna nad Tisou,
18,SZÖVETSÉG - Magyarok,62,Nándor,Pulen,,49,logistický manažér,Horné Saliby,
18,SZÖVETSÉG - Magyarok,63,Peter,Múdry,Mgr.,48,manažér sociálnych služieb,Košice,
18,SZÖVETSÉG - Magyarok,64,Arnold,Atlas,,45,vedúci smeny,Šíd,
18,SZÖVETSÉG - Magyarok,65,Adrián,Marcinkó,Bc.,43,podnikateľ,Komárno,
18,SZÖVETSÉG - Magyarok,66,Ladislav,Kocsis,,46,riaditeľ školy,Tornaľa,
18,SZÖVETSÉG - Magyarok,67,Mária,Ivanecká,Mgr.,59,učiteľka primárneho vzdelávania,Košice,
18,SZÖVETSÉG - Magyarok,68,Péter,Köpöncei,Ing.,44,starosta,Plášťovce,
18,SZÖVETSÉG - Magyarok,69,Melinda,Bögi Pathó,PhDr.,51,starostka,Zalaba,
18,SZÖVETSÉG - Magyarok,70,Attila,Farkas,Mgr.,38,starosta,Keť,
18,SZÖVETSÉG - Magyarok,71,Lenka,Kluchová,PaedDr.,64,pedagogička,Levice,
18,SZÖVETSÉG - Magyarok,72,István,Nagy,Mgr.,47,riaditeľ školy,Moldava nad Bodvou,
18,SZÖVETSÉG - Magyarok,73,Tünde,Neszméri,Mgr.,43,kultúrna manažérka,Nová Dedinka,
18,SZÖVETSÉG - Magyarok,74,Peter,Rico,"Ing., DBA, LL.M",45,podnikateľ,Biel,
18,SZÖVETSÉG - Magyarok,75,Viliam,Görföl,,62,súkromný podnikateľ,Veľký Meder,
18,SZÖVETSÉG - Magyarok,76,Beáta,Beke,,43,samostatná odborná referentka,Bohúňovo,
18,SZÖVETSÉG - Magyarok,77,Ladislav,Pásztor,,46,súkromný podnikateľ,Bátka,
18,SZÖVETSÉG - Magyarok,78,Attila,Halász,,46,zástupca primátora,Rimavská Sobota,
18,SZÖVETSÉG - Magyarok,79,Peter,Juhász,MUDr.,51,chirurg,Rimavská Sobota,
18,SZÖVETSÉG - Magyarok,80,Dénes,Pósa,Ing.,57,bezpečnostný technik,Radnovce,
18,SZÖVETSÉG - Magyarok,81,Tomáš,Novotný,"PhD., DBA, MBA",62,generálny sekretár,Košice,
18,SZÖVETSÉG - Magyarok,82,Ján,Csala,Ing.,45,ekonomicko-prevádzkový námestník,Moldava nad Bodvou,
18,SZÖVETSÉG - Magyarok,83,Robert,Kondáš,M.A.,39,"pedagóg, ekonóm",Veľké Kapušany,
18,SZÖVETSÉG - Magyarok,84,Zoltán,Illés,Ing.,39,podnikateľ,Kráľovský Chlmec,
18,SZÖVETSÉG - Magyarok,85,Gergely,Bartos,Ing.,36,podnikateľ,Svodín,
18,SZÖVETSÉG - Magyarok,86,Dávid,Szvorák,Med.,33,pedagóg,Fiľakovo,
18,SZÖVETSÉG - Magyarok,87,Zsolt,Takáč,,50,konateľ,Galanta,
18,SZÖVETSÉG - Magyarok,88,Peter,Furik,Ing.,58,strojný inžinier,Kráľovský Chlmec,
18,SZÖVETSÉG - Magyarok,89,Ladislav,Kocsis,,40,riaditeľ spoločnosti,Veľký Kamenec,
18,SZÖVETSÉG - Magyarok,90,Bartolomej,Némethi,Mgr.,36,riaditeľ spoločnosti,Strážne,
18,SZÖVETSÉG - Magyarok,91,Peter,Hencz,,48,starosta,Bátka,
18,SZÖVETSÉG - Magyarok,92,Norbert,Pecze,Mgr.,35,"učiteľ, tréner",Moldava nad Bodvou,
18,SZÖVETSÉG - Magyarok,93,Lóránt,Gömöry,Ing.,46,inžinier záhradníctva,Vinica,
18,SZÖVETSÉG - Magyarok,94,František,Palágyi,,39,podnikateľ,Veľké Kapušany,
18,SZÖVETSÉG - Magyarok,95,József,Kovács,,43,podnikateľ,Strekov,
18,SZÖVETSÉG - Magyarok,96,Alexander,Képes,JUDr.,38,právnik,Buzica,
18,SZÖVETSÉG - Magyarok,97,Attila,Tuloki,Mgr.,52,vedúci odboru,Štúrovo,
18,SZÖVETSÉG - Magyarok,98,László,Bacsó,Bc.,49,starosta,Topoľníky,
18,SZÖVETSÉG - Magyarok,99,Ladislav,Polák,Ing.,53,starosta,Okoč,
18,SZÖVETSÉG - Magyarok,100,Attila,Karaffa,,43,zástupca primátora,Dunajská Streda,
18,SZÖVETSÉG - Magyarok,101,Alžbeta,Seresová,Mgr.,50,štátna zamestnankyňa,Vlčany,
18,SZÖVETSÉG - Magyarok,102,Andrea,Jókai,,51,administratívna pracovníčka,Moča,
18,SZÖVETSÉG - Magyarok,103,János,Méry,,37,novinár,Šamorín,
18,SZÖVETSÉG - Magyarok,104,Tomáš,Andaházy,Mgr.,48,starosta,Bačka,
18,SZÖVETSÉG - Magyarok,105,Zoltán,Molnár,,62,primátor,Nesvady,
18,SZÖVETSÉG - Magyarok,106,Viktor,Brunczlík,,25,učiteľ,Šamorín,
18,SZÖVETSÉG - Magyarok,107,Jozef,Lukács,,42,starosta,Ňárad,
18,SZÖVETSÉG - Magyarok,108,Norbert,Becse,PaedDr.,51,pedagóg,Nesvady,
