Číslo politického subjektu,Názov politického subjektu,Poradie na hlasovacom lístku,Meno,Priezvisko,Titul,Vek,Zamestnanie,Obec trvalého pobytu,Poznámka
5,OĽANO A PRIATELIA,147,Veronika,Remišová,,47,poslankyňa parlamentu veriaca v silu ideálov,Bratislava,
5,OĽANO A PRIATELIA,148,Anna,Záborská,,75,lekárka,Bojnice,
5,OĽANO A PRIATELIA,149,Gábor,Grendel,Mgr.,43,poslanec parlamentu,Bratislava,
5,OĽANO A PRIATELIA,150,Igor,Matovič,,50,bojovník proti mafii,Trnava,
6,Komunistická strana Slovenska,1,Jozef,Hrdlička,PhDr. Ing.,46,historik,Trenčín,
6,Komunistická strana Slovenska,2,Jozef,Lengvarský,PaedDr.,51,konateľ IT spoločnosti,Batizovce,
6,Komunistická strana Slovenska,3,Milan,Pova,Ing.,62,dôchodca,Liptovská Osada,
6,Komunistická strana Slovenska,4,Rastislav,Bobor,,58,pracovník bezpečnostnej služby,Sliač,
6,Komunistická strana Slovenska,5,Miroslav,Mikulek,,54,konateľ spoločnosti,Dvorníky,
6,Komunistická strana Slovenska,6,Ján,Chalabala,,59,výsluhový dôchodca,Modra,
6,Komunistická strana Slovenska,7,Lukáš,Sisák,,37,živnostník,Košice,
6,Komunistická strana Slovenska,8,Michal,Albert,"PhDr., PhD.",40,moderátor,Banská Bystrica,
6,Komunistická strana Slovenska,9,Marek,Kopecký,Mgr.,48,sociálny pracovník,Šenkvice,
6,Komunistická strana Slovenska,10,Igor,Sojka,,47,samostatne zárobkovo činná osoba,Diviacka Nová Ves,
6,Komunistická strana Slovenska,11,Eugen,Kramár,RNDr.,69,dôchodca,Dubové,
6,Komunistická strana Slovenska,12,Ján,Simonics,,51,robotník,Nesvady,
6,Komunistická strana Slovenska,13,Vladimír,Sládek,,61,pracovník súkromnej bezpečnostnej služby,Dojč,
6,Komunistická strana Slovenska,14,Tomáš,Rovňák,,55,výsluhový dôchodca,Sobrance,
6,Komunistická strana Slovenska,15,Peter,Plančík,,38,samostatne zárobkovo činná osoba,Brusno,
6,Komunistická strana Slovenska,16,Kvetoslava,Zelinová,,57,opatrovateľka,Dolný Kubín,
6,Komunistická strana Slovenska,17,Jaroslav,Kočiš,PhDr.,69,pedagóg,Brzotín,
6,Komunistická strana Slovenska,18,Pavol,Suško,Ing.,71,dôchodca,Trenčín,
6,Komunistická strana Slovenska,19,Ivan,Kostúr,,49,organizátor,Podkonice,
6,Komunistická strana Slovenska,20,Marek,Žuravlov,,48,chiropraktik,Košice,
6,Komunistická strana Slovenska,21,Eva,Vallušová,,44,pracovníčka exportu a logistiky,Poruba,
6,Komunistická strana Slovenska,22,Stanislav,Olša,Bc.,25,študent,Bratislava,
6,Komunistická strana Slovenska,23,Marián,Bikár,,53,sociálny pracovník,Zemplínska Nová Ves,
6,Komunistická strana Slovenska,24,Lukáš,Cebuľa,,31,robotník,Pečovská Nová Ves,
6,Komunistická strana Slovenska,25,Dušan,Borovský,Ing.,79,dôchodca,Trnava,
6,Komunistická strana Slovenska,26,Ján,Ušiak,Ing.,59,školník,Dojč,
6,Komunistická strana Slovenska,27,Ivan,Hornok,Ing.,63,dôchodca,Brezno,
6,Komunistická strana Slovenska,28,Pavol,Belányi,,44,živnostník,Štítnik,
6,Komunistická strana Slovenska,29,Rudolf,Varga,,49,skladník,Moldava nad Bodvou,
6,Komunistická strana Slovenska,30,Roman,Hudec,Mgr.,42,robotník,Dolné Kočkovce,
6,Komunistická strana Slovenska,31,Ján,Kopas,,61,grafik,Bratislava,
6,Komunistická strana Slovenska,32,Jozef,Kajánek,,40,železničiar signalista,Raková,
6,Komunistická strana Slovenska,33,Marián,Krakovský,,63,dôchodca,Drienov,
6,Komunistická strana Slovenska,34,Mária,Rusková,,71,dôchodkyňa,Nové Zámky,
6,Komunistická strana Slovenska,35,Pavol,Kocka,,66,podnikateľ,Kalná nad Hronom,
6,Komunistická strana Slovenska,36,Peter,Nišponský,Mgr.,71,technologický poradca,Košice,
6,Komunistická strana Slovenska,37,Marián,Mittaš,,62,nezamestnaný,Prievidza,
6,Komunistická strana Slovenska,38,Jozef,Kramoliš,,59,živnostník,Bratislava,
6,Komunistická strana Slovenska,39,Peter,Seman,Ing.,65,bezpečnostný pracovník,Sokoľany,
6,Komunistická strana Slovenska,40,Roman,Junas,,52,kormidelník,Tužina,
6,Komunistická strana Slovenska,41,František,Štefánik,,67,dôchodca,Lietavská Svinná - Babkov,
6,Komunistická strana Slovenska,42,Michal,Mamrilla,,67,starobný dôchodca,Prešov,
6,Komunistická strana Slovenska,43,Ivan,Mikušinec,,67,dôchodca,Nové Zámky,
6,Komunistická strana Slovenska,44,Zlatica,Bachňáková,,67,ekonómka,Dobšiná,
6,Komunistická strana Slovenska,45,Rastislav,Tomáš,,44,invalidný dôchodca,Zbudza,
6,Komunistická strana Slovenska,46,Alena,Hantáková,,65,dôchodkyňa,Lednické Rovne,
6,Komunistická strana Slovenska,47,Miroslav,Herák,,64,dôchodca,Martin,
6,Komunistická strana Slovenska,48,Vladimír,Mačuga,,68,dôchodca,Stará Ľubovňa,
6,Komunistická strana Slovenska,49,Ondrej,Ňorba,JUDr.,73,dôchodca,Nitra,
6,Komunistická strana Slovenska,50,Mikuláš,Lakatoš,,64,dôchodca,Veľké Kapušany,
6,Komunistická strana Slovenska,51,Dana,Grusová,,62,učiteľka v materskej škole,Košice,
6,Komunistická strana Slovenska,52,Ján,Vojta,Mgr.,70,právnik,Rožňava,
6,Komunistická strana Slovenska,53,Eva,Hodásová,,69,dôchodkyňa,Poruba,
6,Komunistická strana Slovenska,54,Emília,Drastichová,Mgr.,64,dôchodkyňa,Čadca,
6,Komunistická strana Slovenska,55,Milan,Hlubina,,67,dôchodca,Nové Zámky,
6,Komunistická strana Slovenska,56,Ján,Brenkus,,45,operátor,Košice,
6,Komunistická strana Slovenska,57,Ján,Blaško,,47,dokladač tovaru,Stará Turá,
6,Komunistická strana Slovenska,58,Jarmila,Mišurová,Mgr.,71,dôchodkyňa,Liptovský Mikuláš,
6,Komunistická strana Slovenska,59,Ján,Hamar,RSDr.,78,dôchodca,Levice,
6,Komunistická strana Slovenska,60,Magdaléna,Macháčková,,67,dôchodkyňa,Košice,
6,Komunistická strana Slovenska,61,Valéria,Meravá,,68,profesionálny rodič,Trenčín,
6,Komunistická strana Slovenska,62,Ivan,Čavajda,,69,dôchodca,Čadca,
6,Komunistická strana Slovenska,63,Anton,Čičvák,Ing.,76,manažér logistiky,Košice,
6,Komunistická strana Slovenska,64,Emil,Papáč,,71,bezpečnostný pracovník,Kráľovce,
6,Komunistická strana Slovenska,65,Ľubomír,Betuš,,74,učiteľ vysokej školy,Dargov,
6,Komunistická strana Slovenska,66,Ladislav,Vojtko,Mgr.,66,poľnohospodár,Čakanovce,
6,Komunistická strana Slovenska,67,Michal,Vojník,Mgr.,74,dôchodca,Michalovce,
6,Komunistická strana Slovenska,68,Lukáš,Kucharovic,,35,montážny zámočník,Dolné Srnie,
6,Komunistická strana Slovenska,69,Denisa,Maková,,45,opatrovateľka,Sečovce,
6,Komunistická strana Slovenska,70,Miroslav,Barna,,71,dôchodca,Košice,
6,Komunistická strana Slovenska,71,Juraj,Bernár,JUDr.,74,právnik,Pača,
6,Komunistická strana Slovenska,72,Peter,Brugoš,,71,dôchodca,Košice,
6,Komunistická strana Slovenska,73,František,Focko,,74,stavebný technik,Rožňava,
6,Komunistická strana Slovenska,74,Mária,Kolesárová,,53,majsterka strediska dopravy a opráv,Trebišov,
6,Komunistická strana Slovenska,75,Miroslav,Ščurka,,46,energetik,Poprad,
6,Komunistická strana Slovenska,76,Patrik,Halász,,26,pokladník,Hrčeľ,
6,Komunistická strana Slovenska,77,Cyril,Maďar,,54,vodič autobusu,Novosad,
6,Komunistická strana Slovenska,78,Dušan,Kocka,,69,dôchodca,Malá Domaša,
6,Komunistická strana Slovenska,79,Ján,Majerník,,60,živnostník,Dlhé Klčovo,
6,Komunistická strana Slovenska,80,Karol,Dračka,,40,živnostník,Svit,
6,Komunistická strana Slovenska,81,Ján,Jakubčák,,50,agronóm,Poprad,
7,Maďarské fórum,1,Zsolt,Simon,Ing.,53,podnikateľ,Padarovce,
7,Maďarské fórum,2,Pavel,Macko,"Ing., CSc.",58,"bezpečnostný expert, generál vo výslužbe",Dunajská Lužná,
7,Maďarské fórum,3,Zsolt,Gál,"Mgr., PhD.",45,vysokoškolský pedagóg,Orechová Potôň,
7,Maďarské fórum,4,Jozef,Rajtár,Dip mgmt,46,podnikateľ,Bratislava,
7,Maďarské fórum,5,László,Bindics,,41,podnikateľ,Gabčíkovo,
7,Maďarské fórum,6,Imrich,Hybký,Mgr.,55,"projektový a procesný manažér, IT špecialista",Bratislava,X
7,Maďarské fórum,7,Eva,Polerecká,JUDr.,54,právnička,Nové Zámky,
7,Maďarské fórum,8,Ivan,Uhrík,"Ing. Bc., PhD.",58,ekonóm,Banská Bystrica,
7,Maďarské fórum,9,Zuzana,Kotrus Rákociová,Mgr.,47,"prednostka mestského úradu, podnikateľka",Tlmače,
7,Maďarské fórum,10,Natália,Blahová,Mgr.,49,sociálna poradkyňa,Zavar,
7,Maďarské fórum,11,Michal,Kapusta,Mgr.,48,právnik - analytik,Králiky,
7,Maďarské fórum,12,Ingrid,Lukáčová,Mgr.,49,štátna zamestnankyňa,Košice,
7,Maďarské fórum,13,Tomáš,Bojtoš,Ing.,45,stavbyvedúci,Veľký Krtíš,
7,Maďarské fórum,14,Attila,Mikolai,Mgr.,44,manažér,Komárno,
7,Maďarské fórum,15,Dušan,Bráz,MUDr.,42,lekár,Prešov,
7,Maďarské fórum,16,Rudolf,Sloboda,Ing.,59,projektový manažér,Bratislava,
7,Maďarské fórum,17,Jaroslav,Bytčanek,,60,konateľ a majiteľ spoločnosti,Čadca,
7,Maďarské fórum,18,Norbert,Krušinský,Ing.,40,vedúci prevádzky,Moldava nad Bodvou,
7,Maďarské fórum,19,Jaroslav,Petö,Ing.,63,technik,Košice,
7,Maďarské fórum,20,Karol,Streda,,57,starosta obce,Málaš,
7,Maďarské fórum,21,Ivo,Thomka,,57,živnostník,Trnava,
7,Maďarské fórum,22,Jaroslav,Hrehor,Ing.,63,konateľ firmy,Boliarov,
7,Maďarské fórum,23,Marian,Bölcs,,47,technik,Šamorín,
7,Maďarské fórum,24,Melinda,Erdélyi Török,Ing.,35,office manager,Ladmovce,
7,Maďarské fórum,25,Štefan,Tomáš,Ing.,53,enviromentalista,Michalovce,X
7,Maďarské fórum,26,Stanislav,Saniga,Ing.,69,"dôchodca, rádioelektronik",Bratislava,
7,Maďarské fórum,27,Peter,Balázs,Ing.,36,manažér,Veľký Meder,
7,Maďarské fórum,28,Iveta,Fulková,MUDr.,53,lekárka,Spišská Nová Ves,
7,Maďarské fórum,29,Erika,Szelle,Ing.,54,"projektantka, SZČO",Dunajská Streda,
7,Maďarské fórum,30,Ladislav,Somogyi,,54,SZČO,Tešedíkovo,
7,Maďarské fórum,31,Rastislav,Lacko,Ing.,42,manažér výroby,Košice,
7,Maďarské fórum,32,Gabriela,Radičová,Ing. Mgr.,47,riaditeľka strednej školy,Rimavská Sobota,
7,Maďarské fórum,33,Vladimír,Račko,Mgr.,52,stredoškolský učiteľ,Hažín nad Cirochou,
7,Maďarské fórum,34,Róbert,Zsíros,,49,zdravotnícky záchranár,Komárno,
7,Maďarské fórum,35,Gabriel,Kovács,,58,podnikateľ,Trstice,
7,Maďarské fórum,36,Michal,Bucek,MUDr.,68,"lekár, medicínsky riaditeľ",Bratislava,
7,Maďarské fórum,37,Erika,Várošová,Ing.,50,systémová inžinierka,Dolný Vadičov,
7,Maďarské fórum,38,Július,Bial,,51,podnikateľ - účtovník,Hajnáčka,
7,Maďarské fórum,39,Jozef,Valentovič,,32,"senior analytik manažmentu rizík, včelár",Bratislava,
7,Maďarské fórum,40,Laura Elena,Vašinová,Bc.,27,študentka,Banská Bystrica,
7,Maďarské fórum,41,Stanislav,Rajnoha,Mgr.,68,konateľ firmy,Banská Bystrica,
7,Maďarské fórum,42,Peter,Balogh,Mgr.,42,"finančný podriadený agent, SZČO",Bratislava,
7,Maďarské fórum,43,Magdaléna,Mitánek,Bc.,37,vedúca oddelenia compliance,Bratislava,
7,Maďarské fórum,44,Vladimír,Kravčík,Ing.,56,IT analytik,Bratislava,
7,Maďarské fórum,45,Miroslav,Ivan,Ing.,57,manažér,Banská Bystrica,
7,Maďarské fórum,46,Peter,Ďurček,Ing.,57,projektový manažér v agrosektore,Nitra,
7,Maďarské fórum,47,Tichomír,Szolárd,,56,obchodný zástupca,Žihárec,X
7,Maďarské fórum,48,Ján,Hajdu,Ing.,47,logistik,Pezinok,
7,Maďarské fórum,49,Gabriel,Fekete,Mgr.,54,IT manažér,Bratislava,
7,Maďarské fórum,50,Peter,Jurík,Ing.,76,technik,Košice,
7,Maďarské fórum,51,Ján,Vašina,Ing.,65,súkromný podnikateľ,Banská Bystrica,
7,Maďarské fórum,52,Miroslav,Mikeľ,Ing.,40,starosta obce,Ďurďoš,
7,Maďarské fórum,53,Ladislav,Csefo,Ing.,36,ekonóm,Slavec,
7,Maďarské fórum,54,Ľubomír,Sekeráš,,35,vodič medzinárodnej kamiónovej dopravy,Nová Dubnica,
7,Maďarské fórum,55,Juraj,Šváč,"MUDr., PhD.",61,lekár,Tajov,
7,Maďarské fórum,56,Matúš,Drotár,,38,letecký technik,Bukovec,
7,Maďarské fórum,57,Janka,Fojtíková,Ing.,49,systémová inžinierka,Povina,
7,Maďarské fórum,58,Oto,Báthory,,53,súkromný podnikateľ,Rimavská Sobota,
7,Maďarské fórum,59,Stanislav,Fabišik,,44,závozník,Košice,
7,Maďarské fórum,60,Filip,Rybanič,,31,podnikateľ,Bratislava,
7,Maďarské fórum,61,Ladislav,Kaderábek,Mgr.,43,živnostník,Andovce,
7,Maďarské fórum,62,Ivan,Lobotka,Ing.,49,produktový a obchodný manažér,Hrubý Šúr,
7,Maďarské fórum,63,Pavol,Bottka,,55,SZČO,Iža,
7,Maďarské fórum,64,Dušan,Jaššo,Mgr.,42,učiteľ,Snežnica,
7,Maďarské fórum,65,Vojtech,Bari,,65,starosta obce,Chrámec,
7,Maďarské fórum,66,Radoslav,Juríček,,45,obchodný manažér,Hurbanova Ves,
7,Maďarské fórum,67,Zoltán,Farkas,,55,podnikateľ,Gemerský Jablonec,
7,Maďarské fórum,68,Katarína,Lukáčová,Ing.,58,"ekonómka, ženská sestra",Bratislava,
7,Maďarské fórum,69,Ján,Cimerman,Ing.,65,databázový špecialista,Banská Bystrica,
7,Maďarské fórum,70,Stanislav,Kubuš,,60,živnostník,Nitra,
7,Maďarské fórum,71,Pavol,Balázs,Bc.,35,customer support technician,Fiľakovo,
7,Maďarské fórum,72,Gejza,Adam,"PaedDr., PhD.",72,vysokoškolský pedagóg,Geča,
7,Maďarské fórum,73,Jana,Mrázová,Mgr.,45,štátna zamestnankyňa,Bratislava,
7,Maďarské fórum,74,Dušan,Katuščák,"Prof. PhDr., PhD.",77,univerzitný profesor,Jazernica,
7,Maďarské fórum,75,Alžbeta,Hermanová,Ing.,68,"ekonómka, dôchodkyňa",Trenčín,
7,Maďarské fórum,76,Andrea,Rigóová,,45,riaditeľka banky,Dunajská Streda,
7,Maďarské fórum,77,Mikuláš,Balogh,Ing.,71,výsluhový dôchodca,Zemné,
7,Maďarské fórum,78,František,Lakatos,,44,starosta obce,Tomášovce,
7,Maďarské fórum,79,Ivo,Nemčič,Ing.,58,projektant elektroniky,Bratislava,X
7,Maďarské fórum,80,Jozef,Rybár,Ing.,67,dôchodca,Bratislava,
7,Maďarské fórum,81,Michal,Bušík,"JUDr., LL.M.",37,advokát,Banská Bystrica,
7,Maďarské fórum,82,Virág,Janitsová,,26,"sociologička, podnikateľka",Nitra,
7,Maďarské fórum,83,Štefan,Pecen,Ing.,72,konateľ s.r.o.,Bratislava,
7,Maďarské fórum,84,Juraj,Štít,Ing.,44,programátor,Pezinok,
7,Maďarské fórum,85,Michal,Varga,,44,strojný zámočník,Tlmače,
7,Maďarské fórum,86,Peter,Herman,MUDr.,45,obvodný lekár,Dubnica nad Váhom,
7,Maďarské fórum,87,Zoltán,László,,50,úradník,Bajč,
7,Maďarské fórum,88,David,Bučko,Mgr.,37,podnikateľ,Bratislava,
7,Maďarské fórum,89,Michal,Habánek,,38,technik,Ilava,
7,Maďarské fórum,90,Mária,Halátová,Ing.,61,ekonómka,Bretejovce,
7,Maďarské fórum,91,Katarína,Kónyová,Ing.,37,product portfolio manager,Nové Zámky,
7,Maďarské fórum,92,Peter,Hustya,,39,podnikateľ,Šamorín,
7,Maďarské fórum,93,Vladimír,Matfiak,Ing.,62,ekonóm,Spišská Belá,
7,Maďarské fórum,94,Emília,Hollá,Bc.,40,zdravotná sestra,Trenčín,
7,Maďarské fórum,95,Miloš,Ferko,,36,technik,Zemplínska Teplica,
7,Maďarské fórum,96,Richard,Rajkovics,,46,"technik BOZP, interný audítor, lektor",Dunajská Streda,
7,Maďarské fórum,97,Andrea,Kovaliková,,51,manažérka,Stará Turá,
7,Maďarské fórum,98,Peter,Buchlák,,51,stavbyvedúci,Košice,
7,Maďarské fórum,99,Dávid,Zsemlye,,27,technik,Šamorín,
7,Maďarské fórum,100,Zoltán,Sárközy,,40,pedagogický zamestnanec,Zlaté Klasy,
7,Maďarské fórum,101,Jana,Vaculková,,39,čašníčka,Trenčín,
7,Maďarské fórum,102,Ladislav,Kiss,,47,výrobný pracovník,Hrubý Šúr,
7,Maďarské fórum,103,Zuzana,Rajnohová,,25,odborná asistentka,Špania Dolina,
7,Maďarské fórum,104,Ema,Turcajová,,22,študentka,Banská Bystrica,
7,Maďarské fórum,105,Filip,Majer,,28,SZČO,Lučatín,
7,Maďarské fórum,106,Beáta,Bollová,,48,konateľka spoločnosti,Jovice,
7,Maďarské fórum,107,Ján,Raučina,Mgr.,70,dôchodca,Tajov,
7,Maďarské fórum,108,Soňa,Vargová,,60,invalidná dôchodkyňa,Tlmače,
7,Maďarské fórum,109,Norbert,Rabay,,48,automechanik,Bratislava,
7,Maďarské fórum,110,František,Máté,Ing.,54,živnostník,Kaloša,
7,Maďarské fórum,111,Eva,Filipková,,67,dôchodkyňa,Banská Bystrica,
7,Maďarské fórum,112,Viktória,Vašinová,,22,študentka,Banská Bystrica,
7,Maďarské fórum,113,Ingrid,Žilincová,,55,účtovníčka,Banská Bystrica,
7,Maďarské fórum,114,Peter,Győri,,47,"zdravotnícky laborant, špecialista",Trstice,
7,Maďarské fórum,115,Pavol,Bujňák,,58,ochranca vôd,Bidovce,
7,Maďarské fórum,116,Peter,Bzdúch,Ing.,62,projektový manažér,Bratislava,
7,Maďarské fórum,117,Tomáš,Szűcs,,53,stavebný robotník,Trebušovce,
7,Maďarské fórum,118,Milan,Šišiak,,35,univerzálny pracovník,Lučatín,
7,Maďarské fórum,119,Koloman,Bodnár,Ing.,67,poľnohospodársky inžinier,Rimavská Sobota,
7,Maďarské fórum,120,Roman,Krško,Mgr. art.,36,umelec,Bratislava,
7,Maďarské fórum,121,Žaneta,Struhárová,,33,čašníčka,Trenčín,
7,Maďarské fórum,122,Filip,Halás,,21,študent,Čáry,
7,Maďarské fórum,123,Lívia,Csibreiová,,43,obchodníčka,Trenčín,
7,Maďarské fórum,124,Katarína,Šimončičová,Ing.,75,dôchodkyňa,Bratislava,
7,Maďarské fórum,125,Attila,Baki,PhD.,44,SZČO,Trebušovce,
8,Vlastenecký blok,1,Ivan,Stanovič,Mgr.,61,"podnikateľ, politik",Malženice,
8,Vlastenecký blok,2,Marián,Soukup,,55,živnostník,Budmerice,
8,Vlastenecký blok,3,Eva,Copáková,Mgr.,61,mediátorka,Michalovce,
8,Vlastenecký blok,4,Daniela,Zemanová,Mgr.,57,učiteľka,Žilina,
8,Vlastenecký blok,5,Dana,Kavorová,Ing.,52,ekonómka,Pravenec,
8,Vlastenecký blok,6,Ivan,Ožvát,Mgr. art.,64,operný a koncertný sólista,Stará Turá,X
8,Vlastenecký blok,7,Arpád,Matejka,Dipl. tech.,84,"dôchodca, politik",Trnava,
8,Vlastenecký blok,8,Milan,Holič,,38,samostatne zárobkovo činná osoba,Myjava,
8,Vlastenecký blok,9,Ľubomír,Mores,Mgr.,51,stredoškolský učiteľ,Podbiel,
8,Vlastenecký blok,10,Iveta,Komzalová,,44,invalidná dôchodkyňa,Nesluša,
8,Vlastenecký blok,11,Jana,Guldanová,Ing.,61,správkyňa registratúry,Trnava,
8,Vlastenecký blok,12,Pavol,Mindek,,59,dôchodca,Žilina,
8,Vlastenecký blok,13,Ján,Kleskeň,MUDr.,73,lekár,Bučany,
8,Vlastenecký blok,14,Daša,Kováčová,Mgr.,33,učiteľka cudzích jazykov,Pavčina Lehota,
8,Vlastenecký blok,15,Eva,Sunegová,PaedDr.,59,stredoškolská učiteľka,Bánovce nad Bebravou,
8,Vlastenecký blok,16,Miriam,Strnadíková,,49,konateľka spoločnosti,Jablonka,
8,Vlastenecký blok,17,Zuzana,Bencová,Ing.,44,nezamestnaná,Jelšovce,
8,Vlastenecký blok,18,Miloš,Straňák,,47,skladník,Jarok,
8,Vlastenecký blok,19,Oľga,Janigová,Mgr.,70,dôchodkyňa,Nitra,
8,Vlastenecký blok,20,Miroslav,Uhlárik,,50,súkromný podnikateľ,Žilina,
8,Vlastenecký blok,21,Peter,Kohút,"Ing., CSc.",68,dôchodca,Malý Šariš,
8,Vlastenecký blok,22,Vladimír,Daniš,"PhDr., PhD.",75,učiteľ,Topoľčany,
8,Vlastenecký blok,23,Eva,Uváčková,,59,živnostníčka,Budmerice,
8,Vlastenecký blok,24,Emília,Mináriková,,67,"opatrovateľka, spisovateľka",Žilina,
8,Vlastenecký blok,25,Mária,Pekáriková,Mgr.,68,opatrovateľka,Banka,
8,Vlastenecký blok,26,Fridrich,Hláva,PhDr.,80,dôchodca,Bratislava,
8,Vlastenecký blok,27,Ľubomír,Goliaš,,46,stavbyvedúci,Torysa,
8,Vlastenecký blok,28,Daniel,Šurina,,47,majster výroby,Dolný Lopašov,
8,Vlastenecký blok,29,Marta,Rusnáková,,64,opatrovateľka,Trebišov,
8,Vlastenecký blok,30,Dana,Popeľášová,,49,operátorka,Stretavka,
8,Vlastenecký blok,31,Lubomír,Choleva,,57,dôchodca,Prievidza,
8,Vlastenecký blok,32,Roman,Hanzlík,Mgr.,54,dôchodca,Prievidza,
8,Vlastenecký blok,33,Milan,Velický,,67,dôchodca,Kúty,
8,Vlastenecký blok,34,Mária,Macánková,Bc.,66,dôchodkyňa,Holíč,
8,Vlastenecký blok,35,Pavel,Smutný,RNDr.,60,živnostník,Banská Štiavnica,
8,Vlastenecký blok,36,Marek,Haladej,,32,manažér,Gbely,
8,Vlastenecký blok,37,Ľuboš,Volko,Mgr.,57,osobný asistent,Kováčová,
8,Vlastenecký blok,38,Zlata,Slobodová,,73,dôchodkyňa,Bratislava,
8,Vlastenecký blok,39,Emília,Žeňuchová,Bc.,53,záchranárka rýchlej zdravotníckej služby,Porúbka,X
8,Vlastenecký blok,40,Edita,Jónyová,Mgr.,50,samostatne zárobkovo činná osoba,Budkovce,
8,Vlastenecký blok,41,Ľuboš,Sabadoš,,50,inštruktor autoškoly,Blatné Revištia,X
9,"Modrí, Most - Híd",1,Mikuláš,Dzurinda,"Ing., CSc.",68,prezident politickej nadácie,Bratislava,
9,"Modrí, Most - Híd",2,László,Sólymos,Ing.,54,predseda strany,Bratislava,
9,"Modrí, Most - Híd",3,Ľuboš,Schwarzbacher,Mgr.,44,konzultant,Bratislava,
9,"Modrí, Most - Híd",4,Konrád,Rigó,Ing.,44,podpredseda strany,Dunajská Streda,
9,"Modrí, Most - Híd",5,Jana,Ambrošová,Mgr.,44,štátna radkyňa,Veľký Krtíš,
9,"Modrí, Most - Híd",6,Michal,Hort,Ing.,45,podnikateľ,Nová Dubnica,
9,"Modrí, Most - Híd",7,Attila,Agócs,"Mgr., PhD.",44,primátor,Fiľakovo,
9,"Modrí, Most - Híd",8,Martin,Hubinský,"Ing., MBA",42,manažér,Nitra,
9,"Modrí, Most - Híd",9,Alžbeta,Ožvaldová,PhDr.,62,podpredsedníčka kraja,Bratislava,
9,"Modrí, Most - Híd",10,Patrik,Andó,Ing.,38,podnikateľ,Bratislava,
9,"Modrí, Most - Híd",11,Miloslav,Olejár,Ing. arch.,51,architekt,Bardejov,
9,"Modrí, Most - Híd",12,Peter,Petrikán,"PaedDr., PhD.",51,primátor,Veľké Kapušany,
9,"Modrí, Most - Híd",13,Jana,Šoková,,35,riaditeľka občianskeho združenia,Bratislava,
9,"Modrí, Most - Híd",14,Irén,Sárközy,Ing. JUDr.,53,konzultantka,Dunajská Streda,
9,"Modrí, Most - Híd",15,Tomáš,Halgaš,MMathCompSci,30,podnikateľ,Bratislava,
9,"Modrí, Most - Híd",16,Zoltán,Horváth,PhDr.,57,starosta,Tomášikovo,
9,"Modrí, Most - Híd",17,Andrej,Aleksiev,"Dott., PhD.",43,podnikateľ,Bratislava,
9,"Modrí, Most - Híd",18,Arpád,Kún,,43,riaditeľ firmy,Gabčíkovo,
9,"Modrí, Most - Híd",19,Rastislav,Amrich,Ing.,43,manažér v cestovnom ruchu a konzultant pre udržateľné podnikanie,Bratislava,
9,"Modrí, Most - Híd",20,Peter,Kysela,Ing.,39,ekonóm,Bratislava,
9,"Modrí, Most - Híd",21,František,Balázs,PhDr.,37,odborný pracovník,Gortva,
9,"Modrí, Most - Híd",22,Sylvia,Beňová,Ing.,46,štátna zamestnankyňa,Bratislava,
9,"Modrí, Most - Híd",23,Juraj,Hort,Ing.,43,riaditeľ divízie reklamy,Nová Dubnica,
9,"Modrí, Most - Híd",24,Marek,Vargovčák,"MUDr., PhD., MPH",48,lekár,Košice,
9,"Modrí, Most - Híd",25,Pavol,Burdiga,,56,prednosta,Rožňava,
9,"Modrí, Most - Híd",26,Alexandra,Boocová,Mgr.,35,test analytička,Bratislava,
9,"Modrí, Most - Híd",27,Vladimír,Vágási,Mgr.,61,riaditeľ tlačiarne,Košice,
9,"Modrí, Most - Híd",28,Gabriel,Steiner,,40,podnikateľ,Štúrovo,
9,"Modrí, Most - Híd",29,Richard,Hanuska,PhDr.,49,"bezpečnostný expert, policajt vo výslužbe",Bratislava,
9,"Modrí, Most - Híd",30,Orsolya Sára,Palásti,Mgr.,26,advokátska koncipientka,Keť,
9,"Modrí, Most - Híd",31,Štefan,Ambroš,,45,podnikateľ v poľnohospodárstve,Dolná Strehová,
9,"Modrí, Most - Híd",32,Viktor,Lestyánszky,,61,starosta,Ipeľské Predmostie,
9,"Modrí, Most - Híd",33,Dávid,Tóth,Ing.,32,projektový inžinier,Nové Zámky,
9,"Modrí, Most - Híd",34,Juraj,Chebeň,"Ing. Mgr., PhD.",46,VŠ pedagóg,Trenčianske Teplice,
9,"Modrí, Most - Híd",35,Róbert,Csudai,,58,starosta obce,Hronovce,
9,"Modrí, Most - Híd",36,Ivan,Bernáth,JUDr. Mgr.,34,podnikateľ,Nitra,
9,"Modrí, Most - Híd",37,Zsolt,Ferenczi,,50,súkromný podnikateľ,Komárno,
9,"Modrí, Most - Híd",38,Jozef,Chajdiak,Mgr. Ing.,41,"softvérový architekt, právnik, aktivista",Bratislava,
9,"Modrí, Most - Híd",39,Ladislav,Nižník,Ing.,44,IT manažér,Bratislava,
9,"Modrí, Most - Híd",40,František,Vangel,"Mgr., PhD., MBA",53,podnikateľ,Dunajská Streda,
9,"Modrí, Most - Híd",41,Dagmar,Amrichová,Ing.,47,riaditeľka hotela,Košice,
9,"Modrí, Most - Híd",42,Juraj,Štekláč,"MUDr., PhD., MPH",52,podpredseda kraja,Bratislava,
