Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Číslo politického subjektu,Názov politického subjektu,Počet platných hlasov,Podiel platných hlasov v %,"Počet voličov, ktorí využili právo prednostného hlasovania","Podiel voličov, ktorí využili právo prednostného hlasovania v %"
7,Prešovský kraj,703,Kežmarok,703,Kežmarok,17,HLAS - sociálna demokracia,4042,11.99,3570,88.32
7,Prešovský kraj,703,Kežmarok,703,Kežmarok,18,SZÖVETSÉG - Magyarok,30,0.08,20,66.66
7,Prešovský kraj,703,Kežmarok,703,Kežmarok,19,SRDCE vlastenci a dôchodcovia,14,0.04,5,35.71
7,Prešovský kraj,703,Kežmarok,703,Kežmarok,20,SDKU - DS,11,0.03,8,72.72
7,Prešovský kraj,703,Kežmarok,703,Kežmarok,21,Kotlebovci - Ľudová strana Naše Slovensko,206,0.61,174,84.46
7,Prešovský kraj,703,Kežmarok,703,Kežmarok,22,Demokrati,772,2.29,668,86.52
7,Prešovský kraj,703,Kežmarok,703,Kežmarok,23,Kresťanskodemokratické hnutie,5079,15.06,4500,88.6
7,Prešovský kraj,703,Kežmarok,703,Kežmarok,24,KARMA,18,0.05,9,50.0
7,Prešovský kraj,703,Kežmarok,703,Kežmarok,25,REPUBLIKA,2274,6.74,2061,90.63
7,Prešovský kraj,704,Poprad,704,Levoča,1,Pirátska strana - Slovensko,46,0.28,35,76.08
7,Prešovský kraj,704,Poprad,704,Levoča,2,PRINCÍP,10,0.06,8,80.0
7,Prešovský kraj,704,Poprad,704,Levoča,3,Progresívne Slovensko,1473,9.08,1208,82.0
7,Prešovský kraj,704,Poprad,704,Levoča,4,SPOLOČNE OBČANIA SLOVENSKA,21,0.12,16,76.19
7,Prešovský kraj,704,Poprad,704,Levoča,5,OĽANO A PRIATELIA,2475,15.26,2265,91.51
7,Prešovský kraj,704,Poprad,704,Levoča,6,Komunistická strana Slovenska,42,0.25,35,83.33
7,Prešovský kraj,704,Poprad,704,Levoča,7,Maďarské fórum,4,0.02,4,100.0
7,Prešovský kraj,704,Poprad,704,Levoča,8,Vlastenecký blok,2,0.01,2,100.0
7,Prešovský kraj,704,Poprad,704,Levoča,9,"Modrí, Most - Híd",20,0.12,14,70.0
7,Prešovský kraj,704,Poprad,704,Levoča,10,SPRAVODLIVOSŤ,8,0.04,2,25.0
7,Prešovský kraj,704,Poprad,704,Levoča,11,Slovenské Hnutie Obrody,6,0.03,6,100.0
7,Prešovský kraj,704,Poprad,704,Levoča,12,Sloboda a Solidarita,652,4.02,574,88.03
7,Prešovský kraj,704,Poprad,704,Levoča,13,SME RODINA,379,2.33,333,87.86
7,Prešovský kraj,704,Poprad,704,Levoča,14,MySlovensko,10,0.06,10,100.0
7,Prešovský kraj,704,Poprad,704,Levoča,15,Slovenská národná strana,883,5.44,803,90.93
7,Prešovský kraj,704,Poprad,704,Levoča,16,SMER - sociálna demokracia,3155,19.45,2814,89.19
7,Prešovský kraj,704,Poprad,704,Levoča,17,HLAS - sociálna demokracia,2187,13.48,1909,87.28
7,Prešovský kraj,704,Poprad,704,Levoča,18,SZÖVETSÉG - Magyarok,25,0.15,17,68.0
7,Prešovský kraj,704,Poprad,704,Levoča,19,SRDCE vlastenci a dôchodcovia,12,0.07,9,75.0
7,Prešovský kraj,704,Poprad,704,Levoča,20,SDKU - DS,6,0.03,4,66.66
7,Prešovský kraj,704,Poprad,704,Levoča,21,Kotlebovci - Ľudová strana Naše Slovensko,150,0.92,137,91.33
7,Prešovský kraj,704,Poprad,704,Levoča,22,Demokrati,404,2.49,347,85.89
7,Prešovský kraj,704,Poprad,704,Levoča,23,Kresťanskodemokratické hnutie,3329,20.52,2849,85.58
7,Prešovský kraj,704,Poprad,704,Levoča,24,KARMA,7,0.04,4,57.14
7,Prešovský kraj,704,Poprad,704,Levoča,25,REPUBLIKA,912,5.62,822,90.13
7,Prešovský kraj,704,Poprad,706,Poprad,1,Pirátska strana - Slovensko,145,0.26,99,68.27
7,Prešovský kraj,704,Poprad,706,Poprad,2,PRINCÍP,32,0.05,20,62.5
7,Prešovský kraj,704,Poprad,706,Poprad,3,Progresívne Slovensko,9810,17.63,7607,77.54
7,Prešovský kraj,704,Poprad,706,Poprad,4,SPOLOČNE OBČANIA SLOVENSKA,52,0.09,34,65.38
7,Prešovský kraj,704,Poprad,706,Poprad,5,OĽANO A PRIATELIA,6830,12.27,6244,91.42
7,Prešovský kraj,704,Poprad,706,Poprad,6,Komunistická strana Slovenska,232,0.41,166,71.55
7,Prešovský kraj,704,Poprad,706,Poprad,7,Maďarské fórum,20,0.03,14,70.0
7,Prešovský kraj,704,Poprad,706,Poprad,8,Vlastenecký blok,12,0.02,10,83.33
7,Prešovský kraj,704,Poprad,706,Poprad,9,"Modrí, Most - Híd",59,0.1,49,83.05
7,Prešovský kraj,704,Poprad,706,Poprad,10,SPRAVODLIVOSŤ,18,0.03,9,50.0
7,Prešovský kraj,704,Poprad,706,Poprad,11,Slovenské Hnutie Obrody,34,0.06,28,82.35
7,Prešovský kraj,704,Poprad,706,Poprad,12,Sloboda a Solidarita,3426,6.15,2860,83.47
7,Prešovský kraj,704,Poprad,706,Poprad,13,SME RODINA,1230,2.21,1042,84.71
7,Prešovský kraj,704,Poprad,706,Poprad,14,MySlovensko,39,0.07,30,76.92
7,Prešovský kraj,704,Poprad,706,Poprad,15,Slovenská národná strana,3305,5.94,3043,92.07
7,Prešovský kraj,704,Poprad,706,Poprad,16,SMER - sociálna demokracia,10477,18.83,8994,85.84
7,Prešovský kraj,704,Poprad,706,Poprad,17,HLAS - sociálna demokracia,7693,13.82,6559,85.25
7,Prešovský kraj,704,Poprad,706,Poprad,18,SZÖVETSÉG - Magyarok,67,0.12,45,67.16
7,Prešovský kraj,704,Poprad,706,Poprad,19,SRDCE vlastenci a dôchodcovia,47,0.08,28,59.57
7,Prešovský kraj,704,Poprad,706,Poprad,20,SDKU - DS,13,0.02,6,46.15
7,Prešovský kraj,704,Poprad,706,Poprad,21,Kotlebovci - Ľudová strana Naše Slovensko,343,0.61,294,85.71
7,Prešovský kraj,704,Poprad,706,Poprad,22,Demokrati,1766,3.17,1512,85.61
7,Prešovský kraj,704,Poprad,706,Poprad,23,Kresťanskodemokratické hnutie,6708,12.05,5668,84.49
7,Prešovský kraj,704,Poprad,706,Poprad,24,KARMA,52,0.09,30,57.69
7,Prešovský kraj,704,Poprad,706,Poprad,25,REPUBLIKA,3219,5.78,2854,88.66
7,Prešovský kraj,705,Prešov,707,Prešov,1,Pirátska strana - Slovensko,336,0.37,253,75.29
7,Prešovský kraj,705,Prešov,707,Prešov,2,PRINCÍP,91,0.1,74,81.31
7,Prešovský kraj,705,Prešov,707,Prešov,3,Progresívne Slovensko,13348,14.93,10595,79.37
7,Prešovský kraj,705,Prešov,707,Prešov,4,SPOLOČNE OBČANIA SLOVENSKA,79,0.08,51,64.55
7,Prešovský kraj,705,Prešov,707,Prešov,5,OĽANO A PRIATELIA,11396,12.75,10389,91.16
7,Prešovský kraj,705,Prešov,707,Prešov,6,Komunistická strana Slovenska,237,0.26,172,72.57
7,Prešovský kraj,705,Prešov,707,Prešov,7,Maďarské fórum,38,0.04,30,78.94
7,Prešovský kraj,705,Prešov,707,Prešov,8,Vlastenecký blok,24,0.02,17,70.83
7,Prešovský kraj,705,Prešov,707,Prešov,9,"Modrí, Most - Híd",130,0.14,114,87.69
7,Prešovský kraj,705,Prešov,707,Prešov,10,SPRAVODLIVOSŤ,39,0.04,26,66.66
7,Prešovský kraj,705,Prešov,707,Prešov,11,Slovenské Hnutie Obrody,29,0.03,20,68.96
7,Prešovský kraj,705,Prešov,707,Prešov,12,Sloboda a Solidarita,4806,5.37,4153,86.41
7,Prešovský kraj,705,Prešov,707,Prešov,13,SME RODINA,2659,2.97,2361,88.79
7,Prešovský kraj,705,Prešov,707,Prešov,14,MySlovensko,48,0.05,42,87.5
7,Prešovský kraj,705,Prešov,707,Prešov,15,Slovenská národná strana,4798,5.36,4366,90.99
7,Prešovský kraj,705,Prešov,707,Prešov,16,SMER - sociálna demokracia,15418,17.25,13383,86.8
7,Prešovský kraj,705,Prešov,707,Prešov,17,HLAS - sociálna demokracia,13810,15.45,12182,88.21
7,Prešovský kraj,705,Prešov,707,Prešov,18,SZÖVETSÉG - Magyarok,64,0.07,45,70.31
7,Prešovský kraj,705,Prešov,707,Prešov,19,SRDCE vlastenci a dôchodcovia,33,0.03,19,57.57
7,Prešovský kraj,705,Prešov,707,Prešov,20,SDKU - DS,44,0.04,28,63.63
7,Prešovský kraj,705,Prešov,707,Prešov,21,Kotlebovci - Ľudová strana Naše Slovensko,545,0.6,486,89.17
7,Prešovský kraj,705,Prešov,707,Prešov,22,Demokrati,3543,3.96,3175,89.61
7,Prešovský kraj,705,Prešov,707,Prešov,23,Kresťanskodemokratické hnutie,13798,15.43,11918,86.37
7,Prešovský kraj,705,Prešov,707,Prešov,24,KARMA,67,0.07,37,55.22
7,Prešovský kraj,705,Prešov,707,Prešov,25,REPUBLIKA,3996,4.47,3600,90.09
7,Prešovský kraj,705,Prešov,708,Sabinov,1,Pirátska strana - Slovensko,99,0.33,74,74.74
7,Prešovský kraj,705,Prešov,708,Sabinov,2,PRINCÍP,25,0.08,14,56.0
7,Prešovský kraj,705,Prešov,708,Sabinov,3,Progresívne Slovensko,2225,7.49,1769,79.5
7,Prešovský kraj,705,Prešov,708,Sabinov,4,SPOLOČNE OBČANIA SLOVENSKA,26,0.08,19,73.07
7,Prešovský kraj,705,Prešov,708,Sabinov,5,OĽANO A PRIATELIA,5581,18.78,5230,93.71
7,Prešovský kraj,705,Prešov,708,Sabinov,6,Komunistická strana Slovenska,75,0.25,47,62.66
7,Prešovský kraj,705,Prešov,708,Sabinov,7,Maďarské fórum,19,0.06,15,78.94
7,Prešovský kraj,705,Prešov,708,Sabinov,8,Vlastenecký blok,16,0.05,12,75.0
7,Prešovský kraj,705,Prešov,708,Sabinov,9,"Modrí, Most - Híd",14,0.04,11,78.57
7,Prešovský kraj,705,Prešov,708,Sabinov,10,SPRAVODLIVOSŤ,17,0.05,9,52.94
7,Prešovský kraj,705,Prešov,708,Sabinov,11,Slovenské Hnutie Obrody,10,0.03,8,80.0
7,Prešovský kraj,705,Prešov,708,Sabinov,12,Sloboda a Solidarita,915,3.08,812,88.74
7,Prešovský kraj,705,Prešov,708,Sabinov,13,SME RODINA,660,2.22,578,87.57
7,Prešovský kraj,705,Prešov,708,Sabinov,14,MySlovensko,23,0.07,16,69.56
7,Prešovský kraj,705,Prešov,708,Sabinov,15,Slovenská národná strana,1779,5.98,1588,89.26
7,Prešovský kraj,705,Prešov,708,Sabinov,16,SMER - sociálna demokracia,5944,20.01,5229,87.97
7,Prešovský kraj,705,Prešov,708,Sabinov,17,HLAS - sociálna demokracia,5079,17.09,4455,87.71
7,Prešovský kraj,705,Prešov,708,Sabinov,18,SZÖVETSÉG - Magyarok,14,0.04,12,85.71
7,Prešovský kraj,705,Prešov,708,Sabinov,19,SRDCE vlastenci a dôchodcovia,16,0.05,6,37.5
7,Prešovský kraj,705,Prešov,708,Sabinov,20,SDKU - DS,7,0.02,6,85.71
7,Prešovský kraj,705,Prešov,708,Sabinov,21,Kotlebovci - Ľudová strana Naše Slovensko,171,0.57,147,85.96
7,Prešovský kraj,705,Prešov,708,Sabinov,22,Demokrati,623,2.09,518,83.14
7,Prešovský kraj,705,Prešov,708,Sabinov,23,Kresťanskodemokratické hnutie,4782,16.09,4060,84.9
7,Prešovský kraj,705,Prešov,708,Sabinov,24,KARMA,14,0.04,7,50.0
7,Prešovský kraj,705,Prešov,708,Sabinov,25,REPUBLIKA,1569,5.28,1433,91.33
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,1,Pirátska strana - Slovensko,85,0.33,65,76.47
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,2,PRINCÍP,19,0.07,14,73.68
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,3,Progresívne Slovensko,1808,7.19,1419,78.48
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,4,SPOLOČNE OBČANIA SLOVENSKA,15,0.05,12,80.0
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,5,OĽANO A PRIATELIA,3869,15.39,3640,94.08
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,6,Komunistická strana Slovenska,83,0.33,66,79.51
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,7,Maďarské fórum,11,0.04,9,81.81
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,8,Vlastenecký blok,8,0.03,7,87.5
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,9,"Modrí, Most - Híd",19,0.07,10,52.63
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,10,SPRAVODLIVOSŤ,11,0.04,8,72.72
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,11,Slovenské Hnutie Obrody,5,0.01,3,60.0
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,12,Sloboda a Solidarita,761,3.02,663,87.12
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,13,SME RODINA,415,1.65,366,88.19
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,14,MySlovensko,23,0.09,16,69.56
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,15,Slovenská národná strana,1562,6.21,1438,92.06
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,16,SMER - sociálna demokracia,5835,23.21,5361,91.87
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,17,HLAS - sociálna demokracia,3908,15.54,3571,91.37
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,18,SZÖVETSÉG - Magyarok,8,0.03,6,75.0
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,19,SRDCE vlastenci a dôchodcovia,12,0.04,8,66.66
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,20,SDKU - DS,5,0.01,2,40.0
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,21,Kotlebovci - Ľudová strana Naše Slovensko,149,0.59,136,91.27
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,22,Demokrati,571,2.27,510,89.31
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,23,Kresťanskodemokratické hnutie,4408,17.53,3939,89.36
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,24,KARMA,10,0.03,7,70.0
7,Prešovský kraj,706,Stará Ľubovňa,710,Stará Ľubovňa,25,REPUBLIKA,1536,6.11,1436,93.48
7,Prešovský kraj,707,Stropkov,711,Stropkov,1,Pirátska strana - Slovensko,32,0.31,22,68.75
7,Prešovský kraj,707,Stropkov,711,Stropkov,2,PRINCÍP,53,0.52,48,90.56
7,Prešovský kraj,707,Stropkov,711,Stropkov,3,Progresívne Slovensko,744,7.39,586,78.76
7,Prešovský kraj,707,Stropkov,711,Stropkov,4,SPOLOČNE OBČANIA SLOVENSKA,26,0.25,20,76.92
7,Prešovský kraj,707,Stropkov,711,Stropkov,5,OĽANO A PRIATELIA,1098,10.91,1014,92.34
7,Prešovský kraj,707,Stropkov,711,Stropkov,6,Komunistická strana Slovenska,43,0.42,35,81.39
7,Prešovský kraj,707,Stropkov,711,Stropkov,7,Maďarské fórum,9,0.08,5,55.55
7,Prešovský kraj,707,Stropkov,711,Stropkov,9,"Modrí, Most - Híd",6,0.05,5,83.33
7,Prešovský kraj,707,Stropkov,711,Stropkov,10,SPRAVODLIVOSŤ,2,0.01,2,100.0
7,Prešovský kraj,707,Stropkov,711,Stropkov,11,Slovenské Hnutie Obrody,3,0.02,2,66.66
7,Prešovský kraj,707,Stropkov,711,Stropkov,12,Sloboda a Solidarita,338,3.35,289,85.5
7,Prešovský kraj,707,Stropkov,711,Stropkov,13,SME RODINA,302,3.0,280,92.71
7,Prešovský kraj,707,Stropkov,711,Stropkov,14,MySlovensko,13,0.12,9,69.23
7,Prešovský kraj,707,Stropkov,711,Stropkov,15,Slovenská národná strana,820,8.15,727,88.65
7,Prešovský kraj,707,Stropkov,711,Stropkov,16,SMER - sociálna demokracia,2714,26.97,2381,87.73
7,Prešovský kraj,707,Stropkov,711,Stropkov,17,HLAS - sociálna demokracia,1729,17.18,1520,87.91
7,Prešovský kraj,707,Stropkov,711,Stropkov,18,SZÖVETSÉG - Magyarok,7,0.06,2,28.57
7,Prešovský kraj,707,Stropkov,711,Stropkov,19,SRDCE vlastenci a dôchodcovia,10,0.09,5,50.0
7,Prešovský kraj,707,Stropkov,711,Stropkov,20,SDKU - DS,5,0.04,1,20.0
7,Prešovský kraj,707,Stropkov,711,Stropkov,21,Kotlebovci - Ľudová strana Naše Slovensko,76,0.75,61,80.26
7,Prešovský kraj,707,Stropkov,711,Stropkov,22,Demokrati,249,2.47,223,89.55
7,Prešovský kraj,707,Stropkov,711,Stropkov,23,Kresťanskodemokratické hnutie,1268,12.6,1062,83.75
7,Prešovský kraj,707,Stropkov,711,Stropkov,24,KARMA,7,0.06,4,57.14
7,Prešovský kraj,707,Stropkov,711,Stropkov,25,REPUBLIKA,506,5.02,468,92.49
7,Prešovský kraj,708,Svidník,712,Svidník,1,Pirátska strana - Slovensko,49,0.3,41,83.67
7,Prešovský kraj,708,Svidník,712,Svidník,2,PRINCÍP,31,0.19,27,87.09
7,Prešovský kraj,708,Svidník,712,Svidník,3,Progresívne Slovensko,1095,6.78,887,81.0
7,Prešovský kraj,708,Svidník,712,Svidník,4,SPOLOČNE OBČANIA SLOVENSKA,28,0.17,18,64.28
7,Prešovský kraj,708,Svidník,712,Svidník,5,OĽANO A PRIATELIA,2178,13.5,2022,92.83
7,Prešovský kraj,708,Svidník,712,Svidník,6,Komunistická strana Slovenska,67,0.41,48,71.64
7,Prešovský kraj,708,Svidník,712,Svidník,7,Maďarské fórum,3,0.01,3,100.0
7,Prešovský kraj,708,Svidník,712,Svidník,8,Vlastenecký blok,5,0.03,4,80.0
7,Prešovský kraj,708,Svidník,712,Svidník,9,"Modrí, Most - Híd",7,0.04,5,71.42
7,Prešovský kraj,708,Svidník,712,Svidník,10,SPRAVODLIVOSŤ,7,0.04,4,57.14
7,Prešovský kraj,708,Svidník,712,Svidník,11,Slovenské Hnutie Obrody,16,0.09,12,75.0
7,Prešovský kraj,708,Svidník,712,Svidník,12,Sloboda a Solidarita,470,2.91,417,88.72
7,Prešovský kraj,708,Svidník,712,Svidník,13,SME RODINA,387,2.39,340,87.85
7,Prešovský kraj,708,Svidník,712,Svidník,14,MySlovensko,9,0.05,7,77.77
7,Prešovský kraj,708,Svidník,712,Svidník,15,Slovenská národná strana,1028,6.37,953,92.7
7,Prešovský kraj,708,Svidník,712,Svidník,16,SMER - sociálna demokracia,4754,29.46,4222,88.8
7,Prešovský kraj,708,Svidník,712,Svidník,17,HLAS - sociálna demokracia,3309,20.51,2983,90.14
7,Prešovský kraj,708,Svidník,712,Svidník,18,SZÖVETSÉG - Magyarok,9,0.05,7,77.77
7,Prešovský kraj,708,Svidník,712,Svidník,19,SRDCE vlastenci a dôchodcovia,11,0.06,7,63.63
7,Prešovský kraj,708,Svidník,712,Svidník,20,SDKU - DS,2,0.01,1,50.0
7,Prešovský kraj,708,Svidník,712,Svidník,21,Kotlebovci - Ľudová strana Naše Slovensko,94,0.58,90,95.74
7,Prešovský kraj,708,Svidník,712,Svidník,22,Demokrati,274,1.69,236,86.13
7,Prešovský kraj,708,Svidník,712,Svidník,23,Kresťanskodemokratické hnutie,1532,9.49,1372,89.55
7,Prešovský kraj,708,Svidník,712,Svidník,24,KARMA,3,0.01,2,66.66
7,Prešovský kraj,708,Svidník,712,Svidník,25,REPUBLIKA,765,4.74,697,91.11
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,1,Pirátska strana - Slovensko,92,0.23,72,78.26
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,2,PRINCÍP,73,0.18,69,94.52
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,3,Progresívne Slovensko,2610,6.66,2089,80.03
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,4,SPOLOČNE OBČANIA SLOVENSKA,23,0.05,16,69.56
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,5,OĽANO A PRIATELIA,7643,19.52,7190,94.07
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,6,Komunistická strana Slovenska,120,0.3,92,76.66
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,7,Maďarské fórum,21,0.05,20,95.23
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,8,Vlastenecký blok,10,0.02,8,80.0
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,9,"Modrí, Most - Híd",39,0.09,30,76.92
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,10,SPRAVODLIVOSŤ,7,0.01,6,85.71
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,11,Slovenské Hnutie Obrody,10,0.02,4,40.0
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,12,Sloboda a Solidarita,999,2.55,878,87.88
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,13,SME RODINA,859,2.19,785,91.38
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,14,MySlovensko,22,0.05,17,77.27
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,15,Slovenská národná strana,2299,5.87,2124,92.38
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,16,SMER - sociálna demokracia,10737,27.42,9532,88.77
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,17,HLAS - sociálna demokracia,6882,17.57,6184,89.85
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,18,SZÖVETSÉG - Magyarok,20,0.05,12,60.0
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,19,SRDCE vlastenci a dôchodcovia,16,0.04,11,68.75
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,20,SDKU - DS,12,0.03,9,75.0
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,21,Kotlebovci - Ľudová strana Naše Slovensko,279,0.71,252,90.32
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,22,Demokrati,656,1.67,586,89.32
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,23,Kresťanskodemokratické hnutie,3624,9.25,3040,83.88
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,24,KARMA,13,0.03,8,61.53
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,25,REPUBLIKA,2085,5.32,1948,93.42
8,Košický kraj,801,Košice,802,Košice I,1,Pirátska strana - Slovensko,82,0.24,55,67.07
8,Košický kraj,801,Košice,802,Košice I,2,PRINCÍP,24,0.07,16,66.66
8,Košický kraj,801,Košice,802,Košice I,3,Progresívne Slovensko,9051,27.09,6972,77.03
8,Košický kraj,801,Košice,802,Košice I,4,SPOLOČNE OBČANIA SLOVENSKA,18,0.05,12,66.66
8,Košický kraj,801,Košice,802,Košice I,5,OĽANO A PRIATELIA,2679,8.01,2393,89.32
8,Košický kraj,801,Košice,802,Košice I,6,Komunistická strana Slovenska,77,0.23,57,74.02
8,Košický kraj,801,Košice,802,Košice I,7,Maďarské fórum,26,0.07,16,61.53
8,Košický kraj,801,Košice,802,Košice I,8,Vlastenecký blok,8,0.02,6,75.0
8,Košický kraj,801,Košice,802,Košice I,9,"Modrí, Most - Híd",136,0.4,119,87.5
8,Košický kraj,801,Košice,802,Košice I,10,SPRAVODLIVOSŤ,22,0.06,18,81.81
8,Košický kraj,801,Košice,802,Košice I,11,Slovenské Hnutie Obrody,25,0.07,24,96.0
8,Košický kraj,801,Košice,802,Košice I,12,Sloboda a Solidarita,3577,10.7,3004,83.98
8,Košický kraj,801,Košice,802,Košice I,13,SME RODINA,733,2.19,628,85.67
8,Košický kraj,801,Košice,802,Košice I,14,MySlovensko,29,0.08,20,68.96
8,Košický kraj,801,Košice,802,Košice I,15,Slovenská národná strana,1429,4.27,1278,89.43
8,Košický kraj,801,Košice,802,Košice I,16,SMER - sociálna demokracia,5523,16.53,4741,85.84
8,Košický kraj,801,Košice,802,Košice I,17,HLAS - sociálna demokracia,4062,12.15,3505,86.28
8,Košický kraj,801,Košice,802,Košice I,18,SZÖVETSÉG - Magyarok,501,1.49,428,85.42
8,Košický kraj,801,Košice,802,Košice I,19,SRDCE vlastenci a dôchodcovia,13,0.03,9,69.23
8,Košický kraj,801,Košice,802,Košice I,20,SDKU - DS,7,0.02,3,42.85
8,Košický kraj,801,Košice,802,Košice I,21,Kotlebovci - Ľudová strana Naše Slovensko,215,0.64,195,90.69
8,Košický kraj,801,Košice,802,Košice I,22,Demokrati,1420,4.25,1246,87.74
8,Košický kraj,801,Košice,802,Košice I,23,Kresťanskodemokratické hnutie,2359,7.06,1941,82.28
8,Košický kraj,801,Košice,802,Košice I,24,KARMA,27,0.08,18,66.66
8,Košický kraj,801,Košice,802,Košice I,25,REPUBLIKA,1365,4.08,1214,88.93
8,Košický kraj,801,Košice,803,Košice II,1,Pirátska strana - Slovensko,90,0.23,57,63.33
8,Košický kraj,801,Košice,803,Košice II,2,PRINCÍP,22,0.05,16,72.72
8,Košický kraj,801,Košice,803,Košice II,3,Progresívne Slovensko,8672,22.72,6615,76.27
8,Košický kraj,801,Košice,803,Košice II,4,SPOLOČNE OBČANIA SLOVENSKA,22,0.05,13,59.09
8,Košický kraj,801,Košice,803,Košice II,5,OĽANO A PRIATELIA,4027,10.55,3640,90.38
8,Košický kraj,801,Košice,803,Košice II,6,Komunistická strana Slovenska,99,0.25,78,78.78
8,Košický kraj,801,Košice,803,Košice II,7,Maďarské fórum,48,0.12,40,83.33
8,Košický kraj,801,Košice,803,Košice II,8,Vlastenecký blok,6,0.01,3,50.0
8,Košický kraj,801,Košice,803,Košice II,9,"Modrí, Most - Híd",113,0.29,96,84.95
8,Košický kraj,801,Košice,803,Košice II,10,SPRAVODLIVOSŤ,20,0.05,13,65.0
8,Košický kraj,801,Košice,803,Košice II,11,Slovenské Hnutie Obrody,26,0.06,21,80.76
8,Košický kraj,801,Košice,803,Košice II,12,Sloboda a Solidarita,3591,9.41,3001,83.57
8,Košický kraj,801,Košice,803,Košice II,13,SME RODINA,952,2.49,788,82.77
8,Košický kraj,801,Košice,803,Košice II,14,MySlovensko,19,0.04,11,57.89
8,Košický kraj,801,Košice,803,Košice II,15,Slovenská národná strana,1702,4.46,1531,89.95
8,Košický kraj,801,Košice,803,Košice II,16,SMER - sociálna demokracia,6879,18.02,5881,85.49
8,Košický kraj,801,Košice,803,Košice II,17,HLAS - sociálna demokracia,5108,13.38,4342,85.0
8,Košický kraj,801,Košice,803,Košice II,18,SZÖVETSÉG - Magyarok,406,1.06,359,88.42
8,Košický kraj,801,Košice,803,Košice II,19,SRDCE vlastenci a dôchodcovia,19,0.04,8,42.1
8,Košický kraj,801,Košice,803,Košice II,20,SDKU - DS,11,0.02,4,36.36
8,Košický kraj,801,Košice,803,Košice II,21,Kotlebovci - Ľudová strana Naše Slovensko,220,0.57,198,90.0
