Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Okrsok,Počet platných hlasov spolu,Počet platných hlasov za Piráti,Podiel platných hlasov v % za Piráti,Počet platných hlasov za PRINCÍP,Podiel platných hlasov v % za PRINCÍP,Počet platných hlasov za PS,Podiel platných hlasov v % za PS,Počet platných hlasov za SOS,Podiel platných hlasov v % za SOS,"Počet platných hlasov za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ","Podiel platných hlasov v % za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ",Počet platných hlasov za KSS,Podiel platných hlasov v % za KSS,"Počet platných hlasov za MF, ODS, ZR, RK, DS","Podiel platných hlasov v % za MF, ODS, ZR, RK, DS",Počet platných hlasov za VB,Podiel platných hlasov v % za VB,Počet platných hlasov za MM,Podiel platných hlasov v % za MM,Počet platných hlasov za SPRAVODLIVOSŤ,Podiel platných hlasov v % za SPRAVODLIVOSŤ,Počet platných hlasov za SHO,Podiel platných hlasov v % za SHO,Počet platných hlasov za SaS,Podiel platných hlasov v % za SaS,Počet platných hlasov za SME RODINA,Podiel platných hlasov v % za SME RODINA,Počet platných hlasov za MySlovensko,Podiel platných hlasov v % za MySlovensko,Počet platných hlasov za SNS,Podiel platných hlasov v % za SNS,Počet platných hlasov za SMER - SD,Podiel platných hlasov v % za SMER - SD,Počet platných hlasov za HLAS - SD,Podiel platných hlasov v % za HLAS - SD,Počet platných hlasov za SZÖVETSÉG - ALIANCIA,Podiel platných hlasov v % za SZÖVETSÉG - ALIANCIA,Počet platných hlasov za SRDCE - SNJ,Podiel platných hlasov v % za SRDCE - SNJ,Počet platných hlasov za SDKÚ - DS,Podiel platných hlasov v % za SDKÚ - DS,Počet platných hlasov za ĽSNS,Podiel platných hlasov v % za ĽSNS,Počet platných hlasov za Demokrati,Podiel platných hlasov v % za Demokrati,Počet platných hlasov za KDH,Podiel platných hlasov v % za KDH,Počet platných hlasov za KARMA,Podiel platných hlasov v % za KARMA,Počet platných hlasov za REPUBLIKA,Podiel platných hlasov v % za REPUBLIKA
7,Prešovský kraj,708,Svidník,712,Svidník,527653,Nižný Komárnik,1,78,3.0,3.84,,,6.0,7.69,,,16.0,20.51,1.0,1.28,,,,,1.0,1.28,,,1.0,1.28,1.0,1.28,3.0,3.84,1.0,1.28,11.0,14.1,14.0,17.94,14.0,17.94,,,,,,,1.0,1.28,1.0,1.28,2.0,2.56,,,2.0,2.56
7,Prešovský kraj,708,Svidník,712,Svidník,527661,Nižný Mirošov,1,131,3.0,2.29,1.0,0.76,6.0,4.58,2.0,1.52,18.0,13.74,,,,,1.0,0.76,1.0,0.76,,,,,4.0,3.05,1.0,0.76,,,10.0,7.63,57.0,43.51,8.0,6.1,1.0,0.76,,,,,1.0,0.76,2.0,1.52,5.0,3.81,,,10.0,7.63
7,Prešovský kraj,708,Svidník,712,Svidník,527670,Nižný Orlík,1,193,1.0,0.51,,,18.0,9.32,,,4.0,2.07,2.0,1.03,,,,,,,,,,,13.0,6.73,5.0,2.59,,,10.0,5.18,77.0,39.89,41.0,21.24,,,,,,,,,5.0,2.59,7.0,3.62,,,10.0,5.18
7,Prešovský kraj,708,Svidník,712,Svidník,527688,Nová Polianka,1,35,,,,,1.0,2.85,,,,,,,,,,,,,,,1.0,2.85,2.0,5.71,,,,,4.0,11.42,13.0,37.14,11.0,31.42,,,,,,,1.0,2.85,2.0,5.71,,,,,,
7,Prešovský kraj,708,Svidník,712,Svidník,527696,Okrúhle,1,285,1.0,0.35,2.0,0.7,22.0,7.71,1.0,0.35,14.0,4.91,1.0,0.35,,,,,,,,,,,6.0,2.1,10.0,3.5,1.0,0.35,39.0,13.68,77.0,27.01,37.0,12.98,,,1.0,0.35,,,,,3.0,1.05,43.0,15.08,,,27.0,9.47
7,Prešovský kraj,708,Svidník,712,Svidník,527734,Príkra,1,27,,,2.0,7.4,2.0,7.4,1.0,3.7,,,,,,,,,,,,,,,3.0,11.11,1.0,3.7,,,1.0,3.7,6.0,22.22,9.0,33.33,,,,,,,,,,,1.0,3.7,,,1.0,3.7
7,Prešovský kraj,708,Svidník,712,Svidník,527742,Pstriná,1,50,,,,,,,,,2.0,4.0,,,,,,,,,,,,,6.0,12.0,1.0,2.0,,,10.0,20.0,11.0,22.0,16.0,32.0,,,,,,,,,,,1.0,2.0,,,3.0,6.0
7,Prešovský kraj,708,Svidník,712,Svidník,527751,Radoma,1,241,2.0,0.82,1.0,0.41,22.0,9.12,,,18.0,7.46,,,,,,,2.0,0.82,,,,,10.0,4.14,7.0,2.9,,,12.0,4.97,58.0,24.06,61.0,25.31,,,,,,,2.0,0.82,4.0,1.65,26.0,10.78,,,16.0,6.63
7,Prešovský kraj,708,Svidník,712,Svidník,527769,Rakovčík,1,69,,,,,1.0,1.44,,,,,,,,,,,,,,,,,2.0,2.89,5.0,7.24,1.0,1.44,6.0,8.69,14.0,20.28,27.0,39.13,,,,,,,,,2.0,2.89,5.0,7.24,,,6.0,8.69
7,Prešovský kraj,708,Svidník,712,Svidník,527777,Rovné,1,240,1.0,0.41,,,7.0,2.91,2.0,0.83,33.0,13.75,,,,,,,,,1.0,0.41,,,5.0,2.08,2.0,0.83,,,14.0,5.83,93.0,38.75,59.0,24.58,,,,,,,2.0,0.83,,,11.0,4.58,,,10.0,4.16
7,Prešovský kraj,708,Svidník,712,Svidník,527785,Roztoky,1,164,,,1.0,0.6,,,1.0,0.6,89.0,54.26,2.0,1.21,,,,,,,,,,,2.0,1.21,2.0,1.21,,,11.0,6.7,33.0,20.12,15.0,9.14,,,,,,,,,3.0,1.82,2.0,1.21,,,3.0,1.82
7,Prešovský kraj,708,Svidník,712,Svidník,527807,Soboš,1,98,1.0,1.02,,,11.0,11.22,,,3.0,3.06,1.0,1.02,,,,,,,,,,,3.0,3.06,2.0,2.04,1.0,1.02,7.0,7.14,34.0,34.69,24.0,24.48,,,,,,,,,5.0,5.1,1.0,1.02,,,5.0,5.1
7,Prešovský kraj,708,Svidník,712,Svidník,527831,Stročín,1,265,2.0,0.75,1.0,0.37,8.0,3.01,,,78.0,29.43,,,,,,,,,,,1.0,0.37,7.0,2.64,5.0,1.88,,,17.0,6.41,74.0,27.92,40.0,15.09,,,,,,,1.0,0.37,5.0,1.88,10.0,3.77,,,16.0,6.03
7,Prešovský kraj,708,Svidník,712,Svidník,527858,Svidnička,1,91,1.0,1.09,1.0,1.09,5.0,5.49,2.0,2.19,,,1.0,1.09,,,,,,,1.0,1.09,1.0,1.09,6.0,6.59,,,,,6.0,6.59,33.0,36.26,16.0,17.58,,,,,,,,,2.0,2.19,9.0,9.89,,,7.0,7.69
7,Prešovský kraj,708,Svidník,712,Svidník,527106,Svidník,1,542,,,,,43.0,7.93,,,30.0,5.53,3.0,0.55,,,,,,,,,1.0,0.18,21.0,3.87,8.0,1.47,,,28.0,5.16,205.0,37.82,105.0,19.37,,,,,,,5.0,0.92,7.0,1.29,68.0,12.54,,,18.0,3.32
7,Prešovský kraj,708,Svidník,712,Svidník,527106,Svidník,2,552,1.0,0.18,1.0,0.18,47.0,8.51,1.0,0.18,30.0,5.43,1.0,0.18,,,,,,,,,1.0,0.18,22.0,3.98,16.0,2.89,,,37.0,6.7,210.0,38.04,101.0,18.29,,,,,,,8.0,1.44,14.0,2.53,33.0,5.97,,,29.0,5.25
7,Prešovský kraj,708,Svidník,712,Svidník,527106,Svidník,3,545,1.0,0.18,1.0,0.18,57.0,10.45,,,33.0,6.05,2.0,0.36,,,,,,,,,1.0,0.18,20.0,3.66,9.0,1.65,,,40.0,7.33,182.0,33.39,137.0,25.13,,,,,,,4.0,0.73,5.0,0.91,31.0,5.68,,,22.0,4.03
7,Prešovský kraj,708,Svidník,712,Svidník,527106,Svidník,4,524,1.0,0.19,1.0,0.19,56.0,10.68,1.0,0.19,69.0,13.16,1.0,0.19,1.0,0.19,1.0,0.19,,,,,,,11.0,2.09,14.0,2.67,,,33.0,6.29,175.0,33.39,110.0,20.99,,,,,,,2.0,0.38,10.0,1.9,27.0,5.15,,,11.0,2.09
7,Prešovský kraj,708,Svidník,712,Svidník,527106,Svidník,5,653,4.0,0.61,1.0,0.15,63.0,9.64,1.0,0.15,134.0,20.52,,,,,,,,,,,1.0,0.15,14.0,2.14,8.0,1.22,,,39.0,5.97,173.0,26.49,133.0,20.36,,,,,,,2.0,0.3,7.0,1.07,46.0,7.04,1.0,0.15,26.0,3.98
7,Prešovský kraj,708,Svidník,712,Svidník,527106,Svidník,6,561,,,1.0,0.17,41.0,7.3,,,38.0,6.77,4.0,0.71,,,1.0,0.17,,,1.0,0.17,1.0,0.17,30.0,5.34,15.0,2.67,1.0,0.17,30.0,5.34,193.0,34.4,124.0,22.1,,,,,,,3.0,0.53,13.0,2.31,43.0,7.66,,,22.0,3.92
7,Prešovský kraj,708,Svidník,712,Svidník,527106,Svidník,7,589,,,1.0,0.16,45.0,7.64,1.0,0.16,45.0,7.64,4.0,0.67,,,,,,,,,,,16.0,2.71,14.0,2.37,,,40.0,6.79,185.0,31.4,152.0,25.8,,,,,,,1.0,0.16,13.0,2.2,47.0,7.97,,,25.0,4.24
7,Prešovský kraj,708,Svidník,712,Svidník,527106,Svidník,8,488,,,1.0,0.2,44.0,9.01,1.0,0.2,20.0,4.09,,,,,,,,,,,2.0,0.4,14.0,2.86,5.0,1.02,,,41.0,8.4,171.0,35.04,108.0,22.13,,,,,,,2.0,0.4,8.0,1.63,45.0,9.22,,,26.0,5.32
7,Prešovský kraj,708,Svidník,712,Svidník,527106,Svidník,9,527,,,2.0,0.37,46.0,8.72,1.0,0.18,32.0,6.07,1.0,0.18,,,,,,,,,,,20.0,3.79,20.0,3.79,,,47.0,8.91,178.0,33.77,95.0,18.02,,,,,,,2.0,0.37,14.0,2.65,46.0,8.72,,,23.0,4.36
7,Prešovský kraj,708,Svidník,712,Svidník,527874,Šarbov,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.09,6.0,54.54,1.0,9.09,,,,,,,,,,,1.0,9.09,,,2.0,18.18
7,Prešovský kraj,708,Svidník,712,Svidník,527882,Šarišský Štiavnik,1,129,,,,,7.0,5.42,,,6.0,4.65,1.0,0.77,,,,,,,,,,,1.0,0.77,2.0,1.55,,,3.0,2.32,54.0,41.86,31.0,24.03,,,,,,,,,2.0,1.55,9.0,6.97,,,13.0,10.07
7,Prešovský kraj,708,Svidník,712,Svidník,527891,Šemetkovce,1,48,1.0,2.08,,,2.0,4.16,,,1.0,2.08,1.0,2.08,,,,,,,,,,,1.0,2.08,2.0,4.16,,,,,18.0,37.5,12.0,25.0,,,,,,,,,1.0,2.08,6.0,12.5,,,3.0,6.25
7,Prešovský kraj,708,Svidník,712,Svidník,527904,Štefurov,1,67,,,,,2.0,2.98,,,5.0,7.46,2.0,2.98,,,,,,,,,,,2.0,2.98,1.0,1.49,,,3.0,4.47,26.0,38.8,9.0,13.43,,,1.0,1.49,,,2.0,2.98,,,9.0,13.43,,,5.0,7.46
7,Prešovský kraj,708,Svidník,712,Svidník,527947,Vagrinec,1,62,,,,,2.0,3.22,,,1.0,1.61,1.0,1.61,,,,,,,1.0,1.61,,,2.0,3.22,2.0,3.22,1.0,1.61,5.0,8.06,23.0,37.09,17.0,27.41,,,,,,,1.0,1.61,2.0,3.22,1.0,1.61,,,3.0,4.83
7,Prešovský kraj,708,Svidník,712,Svidník,527955,Valkovce,1,123,,,1.0,0.81,2.0,1.62,1.0,0.81,7.0,5.69,4.0,3.25,,,,,,,,,,,3.0,2.43,2.0,1.62,,,10.0,8.13,46.0,37.39,24.0,19.51,,,,,,,,,2.0,1.62,15.0,12.19,,,6.0,4.87
7,Prešovský kraj,708,Svidník,712,Svidník,527963,Vápeník,1,39,,,,,9.0,23.07,,,4.0,10.25,,,,,,,,,,,,,2.0,5.12,3.0,7.69,,,2.0,5.12,12.0,30.76,5.0,12.82,,,,,,,,,1.0,2.56,,,,,1.0,2.56
7,Prešovský kraj,708,Svidník,712,Svidník,528030,Vyšná Jedľová,1,127,2.0,1.57,,,,,,,8.0,6.29,1.0,0.78,,,,,,,,,,,2.0,1.57,3.0,2.36,,,12.0,9.44,55.0,43.3,32.0,25.19,,,,,,,1.0,0.78,1.0,0.78,7.0,5.51,,,3.0,2.36
7,Prešovský kraj,708,Svidník,712,Svidník,528056,Vyšná Pisaná,1,57,,,,,5.0,8.77,,,1.0,1.75,1.0,1.75,,,,,,,,,1.0,1.75,2.0,3.5,1.0,1.75,,,8.0,14.03,21.0,36.84,5.0,8.77,,,,,,,,,,,9.0,15.78,,,3.0,5.26
7,Prešovský kraj,708,Svidník,712,Svidník,528064,Vyšný Komárnik,1,50,1.0,2.0,,,5.0,10.0,,,7.0,14.0,,,,,,,,,,,,,1.0,2.0,3.0,6.0,,,9.0,18.0,13.0,26.0,6.0,12.0,,,,,,,,,2.0,4.0,1.0,2.0,,,2.0,4.0
7,Prešovský kraj,708,Svidník,712,Svidník,528072,Vyšný Mirošov,1,273,2.0,0.73,,,15.0,5.49,,,72.0,26.37,3.0,1.09,1.0,0.36,1.0,0.36,,,,,,,8.0,2.93,4.0,1.46,,,24.0,8.79,44.0,16.11,75.0,27.47,1.0,0.36,1.0,0.36,,,5.0,1.83,3.0,1.09,7.0,2.56,,,7.0,2.56
7,Prešovský kraj,708,Svidník,712,Svidník,528081,Vyšný Orlík,1,231,1.0,0.43,,,10.0,4.32,,,40.0,17.31,1.0,0.43,,,,,1.0,0.43,,,,,5.0,2.16,1.0,0.43,,,13.0,5.62,90.0,38.96,30.0,12.98,,,,,,,2.0,0.86,4.0,1.73,13.0,5.62,,,20.0,8.65
7,Prešovský kraj,708,Svidník,712,Svidník,519987,Železník,1,236,,,,,18.0,7.62,1.0,0.42,5.0,2.11,1.0,0.42,,,,,,,,,,,7.0,2.96,5.0,2.11,,,13.0,5.5,69.0,29.23,68.0,28.81,,,,,,,4.0,1.69,8.0,3.38,25.0,10.59,,,12.0,5.08
7,Prešovský kraj,708,Svidník,712,Svidník,519995,Želmanovce,1,181,,,,,4.0,2.2,1.0,0.55,15.0,8.28,,,,,,,,,,,,,5.0,2.76,3.0,1.65,,,7.0,3.86,60.0,33.14,31.0,17.12,,,,,,,2.0,1.1,2.0,1.1,42.0,23.2,1.0,0.55,8.0,4.41
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544060,Babie,1,154,,,,,16.0,10.38,,,3.0,1.94,,,,,,,,,,,,,8.0,5.19,4.0,2.59,,,9.0,5.84,52.0,33.76,32.0,20.77,,,,,,,,,3.0,1.94,21.0,13.63,,,6.0,3.89
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544078,Banské,1,863,3.0,0.34,3.0,0.34,21.0,2.43,,,288.0,33.37,,,,,,,1.0,0.11,,,,,15.0,1.73,4.0,0.46,1.0,0.11,25.0,2.89,234.0,27.11,143.0,16.57,1.0,0.11,,,,,1.0,0.11,6.0,0.69,59.0,6.83,,,58.0,6.72
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544086,Benkovce,1,328,,,1.0,0.3,20.0,6.09,,,54.0,16.46,2.0,0.6,,,,,,,,,,,8.0,2.43,10.0,3.04,,,19.0,5.79,87.0,26.52,73.0,22.25,,,,,,,3.0,0.91,5.0,1.52,34.0,10.36,,,12.0,3.65
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544094,Bystré,1,727,2.0,0.27,,,40.0,5.5,,,77.0,10.59,1.0,0.13,2.0,0.27,,,,,,,,,15.0,2.06,8.0,1.1,,,60.0,8.25,232.0,31.91,149.0,20.49,,,,,,,3.0,0.41,8.0,1.1,79.0,10.86,2.0,0.27,49.0,6.74
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544094,Bystré,2,636,,,,,32.0,5.03,,,131.0,20.59,1.0,0.15,,,,,,,,,,,15.0,2.35,9.0,1.41,,,48.0,7.54,147.0,23.11,148.0,23.27,,,,,1.0,0.15,9.0,1.41,10.0,1.57,51.0,8.01,,,34.0,5.34
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544108,Cabov,1,231,,,,,15.0,6.49,,,6.0,2.59,1.0,0.43,,,,,,,,,,,7.0,3.03,5.0,2.16,,,20.0,8.65,113.0,48.91,33.0,14.28,,,,,,,1.0,0.43,1.0,0.43,9.0,3.89,,,20.0,8.65
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544116,Čaklov,1,573,,,1.0,0.17,34.0,5.93,,,25.0,4.36,1.0,0.17,,,,,,,,,1.0,0.17,13.0,2.26,14.0,2.44,,,39.0,6.8,187.0,32.63,104.0,18.15,,,,,,,7.0,1.22,21.0,3.66,99.0,17.27,,,27.0,4.71
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544116,Čaklov,2,775,3.0,0.38,,,16.0,2.06,,,642.0,82.83,,,,,,,,,,,,,5.0,0.64,2.0,0.25,2.0,0.25,8.0,1.03,40.0,5.16,21.0,2.7,,,,,,,1.0,0.12,6.0,0.77,18.0,2.32,3.0,0.38,8.0,1.03
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544124,Čičava,1,554,4.0,0.72,,,9.0,1.62,,,342.0,61.73,,,1.0,0.18,,,,,1.0,0.18,,,5.0,0.9,6.0,1.08,1.0,0.18,13.0,2.34,58.0,10.46,57.0,10.28,,,,,,,3.0,0.54,7.0,1.26,27.0,4.87,,,20.0,3.61
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544132,Čierne nad Topľou,1,429,1.0,0.23,,,40.0,9.32,,,32.0,7.45,1.0,0.23,,,,,,,,,,,27.0,6.29,13.0,3.03,,,31.0,7.22,153.0,35.66,80.0,18.64,,,,,,,6.0,1.39,14.0,3.26,13.0,3.03,,,18.0,4.19
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544141,Ďapalovce,1,255,,,,,6.0,2.35,,,3.0,1.17,,,,,,,1.0,0.39,,,,,6.0,2.35,9.0,3.52,,,22.0,8.62,85.0,33.33,84.0,32.94,,,,,,,4.0,1.56,3.0,1.17,22.0,8.62,,,10.0,3.92
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544159,Davidov,1,409,1.0,0.24,,,33.0,8.06,1.0,0.24,6.0,1.46,,,,,,,,,,,,,7.0,1.71,10.0,2.44,,,27.0,6.6,149.0,36.43,90.0,22.0,,,,,,,4.0,0.97,1.0,0.24,33.0,8.06,,,47.0,11.49
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544167,Detrík,1,23,,,,,3.0,13.04,,,,,,,,,,,,,,,,,1.0,4.34,2.0,8.69,,,2.0,8.69,7.0,30.43,3.0,13.04,,,,,,,,,,,5.0,21.73,,,,
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544175,Dlhé Klčovo,1,739,3.0,0.4,2.0,0.27,37.0,5.0,1.0,0.13,64.0,8.66,4.0,0.54,,,,,,,,,,,9.0,1.21,26.0,3.51,,,40.0,5.41,268.0,36.26,149.0,20.16,,,,,,,4.0,0.54,15.0,2.02,77.0,10.41,1.0,0.13,39.0,5.27
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544183,Ďurďoš,1,107,1.0,0.93,2.0,1.86,9.0,8.41,,,27.0,25.23,2.0,1.86,8.0,7.47,,,,,,,,,1.0,0.93,2.0,1.86,,,6.0,5.6,23.0,21.49,10.0,9.34,,,,,,,4.0,3.73,1.0,0.93,8.0,7.47,,,3.0,2.8
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544191,Giglovce,1,89,,,,,3.0,3.37,,,1.0,1.12,,,,,,,,,,,,,1.0,1.12,2.0,2.24,,,7.0,7.86,36.0,40.44,25.0,28.08,,,,,,,1.0,1.12,1.0,1.12,9.0,10.11,,,3.0,3.37
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544205,Girovce,1,38,,,,,2.0,5.26,,,,,1.0,2.63,,,,,1.0,2.63,,,,,,,2.0,5.26,,,3.0,7.89,11.0,28.94,8.0,21.05,,,1.0,2.63,,,,,,,8.0,21.05,,,1.0,2.63
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544213,Hanušovce nad Topľou,1,902,2.0,0.22,,,53.0,5.87,,,361.0,40.02,,,,,2.0,0.22,1.0,0.11,,,,,6.0,0.66,6.0,0.66,1.0,0.11,39.0,4.32,177.0,19.62,135.0,14.96,,,2.0,0.22,1.0,0.11,2.0,0.22,6.0,0.66,59.0,6.54,3.0,0.33,46.0,5.09
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544213,Hanušovce nad Topľou,2,869,1.0,0.11,,,87.0,10.01,1.0,0.11,64.0,7.36,2.0,0.23,,,,,,,,,,,39.0,4.48,15.0,1.72,,,53.0,6.09,247.0,28.42,191.0,21.97,,,1.0,0.11,3.0,0.34,,,23.0,2.64,111.0,12.77,,,31.0,3.56
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,581674,Hencovce,1,707,1.0,0.14,,,45.0,6.36,,,88.0,12.44,,,,,,,2.0,0.28,,,1.0,0.14,13.0,1.83,34.0,4.8,,,33.0,4.66,171.0,24.18,108.0,15.27,,,,,,,5.0,0.7,10.0,1.41,141.0,19.94,1.0,0.14,54.0,7.63
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544221,Hermanovce nad Topľou,1,406,1.0,0.24,,,25.0,6.15,,,42.0,10.34,2.0,0.49,,,,,,,,,,,11.0,2.7,11.0,2.7,,,52.0,12.8,119.0,29.31,69.0,16.99,,,,,,,2.0,0.49,14.0,3.44,40.0,9.85,,,18.0,4.43
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544230,Hlinné,1,915,1.0,0.1,,,29.0,3.16,1.0,0.1,474.0,51.8,,,1.0,0.1,,,,,,,,,17.0,1.85,22.0,2.4,,,13.0,1.42,124.0,13.55,138.0,15.08,,,,,1.0,0.1,4.0,0.43,9.0,0.98,63.0,6.88,,,18.0,1.96
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528731,Holčíkovce,1,277,,,,,20.0,7.22,,,16.0,5.77,,,,,,,1.0,0.36,,,,,6.0,2.16,1.0,0.36,,,12.0,4.33,73.0,26.35,77.0,27.79,,,,,,,8.0,2.88,10.0,3.61,35.0,12.63,,,18.0,6.49
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528749,Jasenovce,1,111,,,1.0,0.9,5.0,4.5,,,7.0,6.3,2.0,1.8,,,,,1.0,0.9,,,,,1.0,0.9,2.0,1.8,,,10.0,9.0,28.0,25.22,36.0,32.43,,,,,,,2.0,1.8,2.0,1.8,9.0,8.1,,,5.0,4.5
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528757,Jastrabie nad Topľou,1,267,,,1.0,0.37,19.0,7.11,,,79.0,29.58,,,,,,,,,,,,,6.0,2.24,2.0,0.74,,,13.0,4.86,59.0,22.09,50.0,18.72,,,,,,,1.0,0.37,4.0,1.49,27.0,10.11,,,6.0,2.24
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528765,Juskova Voľa,1,199,,,,,10.0,5.02,,,8.0,4.02,,,,,,,,,,,,,5.0,2.51,7.0,3.51,,,18.0,9.04,68.0,34.17,39.0,19.59,,,,,,,,,1.0,0.5,30.0,15.07,,,13.0,6.53
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528773,Kamenná Poruba,1,687,4.0,0.58,1.0,0.14,21.0,3.05,,,395.0,57.49,,,1.0,0.14,,,,,,,,,7.0,1.01,9.0,1.31,1.0,0.14,30.0,4.36,90.0,13.1,84.0,12.22,,,1.0,0.14,,,4.0,0.58,6.0,0.87,15.0,2.18,,,18.0,2.62
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528781,Kladzany,1,286,,,,,30.0,10.48,,,6.0,2.09,1.0,0.34,,,2.0,0.69,2.0,0.69,,,,,8.0,2.79,9.0,3.14,,,33.0,11.53,91.0,31.81,63.0,22.02,,,,,,,4.0,1.39,5.0,1.74,15.0,5.24,,,17.0,5.94
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528790,Komárany,1,269,,,,,20.0,7.43,,,15.0,5.57,,,,,,,,,,,,,3.0,1.11,7.0,2.6,,,15.0,5.57,101.0,37.54,38.0,14.12,,,,,,,1.0,0.37,9.0,3.34,49.0,18.21,,,11.0,4.08
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528811,Kučín,1,181,,,,,6.0,3.31,,,49.0,27.07,1.0,0.55,,,,,,,,,,,3.0,1.65,4.0,2.2,,,8.0,4.41,56.0,30.93,25.0,13.81,1.0,0.55,,,,,,,1.0,0.55,18.0,9.94,,,9.0,4.97
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528820,Kvakovce,1,263,,,,,30.0,11.4,,,4.0,1.52,2.0,0.76,,,,,3.0,1.14,,,,,6.0,2.28,3.0,1.14,1.0,0.38,23.0,8.74,107.0,40.68,54.0,20.53,,,,,,,,,1.0,0.38,17.0,6.46,,,12.0,4.56
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528838,Majerovce,1,273,1.0,0.36,,,9.0,3.29,,,11.0,4.02,,,,,,,1.0,0.36,,,,,10.0,3.66,6.0,2.19,1.0,0.36,27.0,9.89,91.0,33.33,48.0,17.58,,,,,,,,,5.0,1.83,37.0,13.55,,,26.0,9.52
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528846,Malá Domaša,1,333,,,4.0,1.2,18.0,5.4,,,63.0,18.91,5.0,1.5,1.0,0.3,1.0,0.3,,,,,,,4.0,1.2,1.0,0.3,,,14.0,4.2,81.0,24.32,86.0,25.82,1.0,0.3,,,,,9.0,2.7,4.0,1.2,25.0,7.5,,,16.0,4.8
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528854,Matiaška,1,155,,,1.0,0.64,10.0,6.45,,,9.0,5.8,1.0,0.64,,,,,1.0,0.64,,,,,1.0,0.64,3.0,1.93,,,15.0,9.67,55.0,35.48,30.0,19.35,,,,,,,,,7.0,4.51,10.0,6.45,,,12.0,7.74
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528862,Medzianky,1,192,1.0,0.52,,,7.0,3.64,,,20.0,10.41,,,1.0,0.52,,,,,,,,,13.0,6.77,2.0,1.04,,,18.0,9.37,51.0,26.56,36.0,18.75,,,,,1.0,0.52,,,4.0,2.08,24.0,12.5,,,14.0,7.29
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528871,Merník,1,324,2.0,0.61,,,24.0,7.4,,,11.0,3.39,2.0,0.61,,,,,,,,,,,11.0,3.39,8.0,2.46,,,24.0,7.4,109.0,33.64,89.0,27.46,,,,,,,1.0,0.3,9.0,2.77,4.0,1.23,,,30.0,9.25
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528889,Michalok,1,162,,,,,5.0,3.08,,,2.0,1.23,,,,,,,,,,,,,6.0,3.7,8.0,4.93,,,14.0,8.64,55.0,33.95,44.0,27.16,,,,,,,2.0,1.23,5.0,3.08,11.0,6.79,,,10.0,6.17
