Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Okrsok,Počet platných hlasov spolu,Počet platných hlasov za Piráti,Podiel platných hlasov v % za Piráti,Počet platných hlasov za PRINCÍP,Podiel platných hlasov v % za PRINCÍP,Počet platných hlasov za PS,Podiel platných hlasov v % za PS,Počet platných hlasov za SOS,Podiel platných hlasov v % za SOS,"Počet platných hlasov za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ","Podiel platných hlasov v % za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ",Počet platných hlasov za KSS,Podiel platných hlasov v % za KSS,"Počet platných hlasov za MF, ODS, ZR, RK, DS","Podiel platných hlasov v % za MF, ODS, ZR, RK, DS",Počet platných hlasov za VB,Podiel platných hlasov v % za VB,Počet platných hlasov za MM,Podiel platných hlasov v % za MM,Počet platných hlasov za SPRAVODLIVOSŤ,Podiel platných hlasov v % za SPRAVODLIVOSŤ,Počet platných hlasov za SHO,Podiel platných hlasov v % za SHO,Počet platných hlasov za SaS,Podiel platných hlasov v % za SaS,Počet platných hlasov za SME RODINA,Podiel platných hlasov v % za SME RODINA,Počet platných hlasov za MySlovensko,Podiel platných hlasov v % za MySlovensko,Počet platných hlasov za SNS,Podiel platných hlasov v % za SNS,Počet platných hlasov za SMER - SD,Podiel platných hlasov v % za SMER - SD,Počet platných hlasov za HLAS - SD,Podiel platných hlasov v % za HLAS - SD,Počet platných hlasov za SZÖVETSÉG - ALIANCIA,Podiel platných hlasov v % za SZÖVETSÉG - ALIANCIA,Počet platných hlasov za SRDCE - SNJ,Podiel platných hlasov v % za SRDCE - SNJ,Počet platných hlasov za SDKÚ - DS,Podiel platných hlasov v % za SDKÚ - DS,Počet platných hlasov za ĽSNS,Podiel platných hlasov v % za ĽSNS,Počet platných hlasov za Demokrati,Podiel platných hlasov v % za Demokrati,Počet platných hlasov za KDH,Podiel platných hlasov v % za KDH,Počet platných hlasov za KARMA,Podiel platných hlasov v % za KARMA,Počet platných hlasov za REPUBLIKA,Podiel platných hlasov v % za REPUBLIKA
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513326,Lednické Rovne,2,638,2.0,0.31,1.0,0.15,96.0,15.04,,,39.0,6.11,7.0,1.09,,,,,,,,,,,16.0,2.5,15.0,2.35,,,41.0,6.42,220.0,34.48,122.0,19.12,2.0,0.31,1.0,0.15,,,5.0,0.78,15.0,2.35,31.0,4.85,1.0,0.15,24.0,3.76
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513326,Lednické Rovne,3,538,3.0,0.55,,,73.0,13.56,1.0,0.18,25.0,4.64,2.0,0.37,,,,,,,2.0,0.37,,,15.0,2.78,18.0,3.34,1.0,0.18,41.0,7.62,177.0,32.89,103.0,19.14,,,1.0,0.18,,,,,17.0,3.15,31.0,5.76,,,28.0,5.2
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513326,Lednické Rovne,4,333,1.0,0.3,1.0,0.3,51.0,15.31,,,20.0,6.0,,,,,,,,,,,,,17.0,5.1,8.0,2.4,,,31.0,9.3,100.0,30.03,54.0,16.21,,,,,,,4.0,1.2,14.0,4.2,14.0,4.2,,,18.0,5.4
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513326,Lednické Rovne,5,104,1.0,0.96,,,16.0,15.38,,,4.0,3.84,1.0,0.96,,,,,1.0,0.96,,,,,3.0,2.88,6.0,5.76,1.0,0.96,6.0,5.76,26.0,25.0,15.0,14.42,,,1.0,0.96,,,1.0,0.96,5.0,4.8,12.0,11.53,,,5.0,4.8
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513334,Lúky,1,539,,,,,60.0,11.13,,,27.0,5.0,4.0,0.74,,,2.0,0.37,1.0,0.18,,,3.0,0.55,19.0,3.52,12.0,2.22,,,49.0,9.09,170.0,31.53,98.0,18.18,,,1.0,0.18,,,8.0,1.48,17.0,3.15,24.0,4.45,3.0,0.55,41.0,7.6
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513342,Lysá pod Makytou,1,763,5.0,0.65,,,99.0,12.97,2.0,0.26,40.0,5.24,2.0,0.26,,,,,,,,,,,38.0,4.98,23.0,3.01,1.0,0.13,67.0,8.78,247.0,32.37,147.0,19.26,,,,,,,5.0,0.65,17.0,2.22,38.0,4.98,,,32.0,4.19
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513342,Lysá pod Makytou,2,447,3.0,0.67,1.0,0.22,59.0,13.19,,,25.0,5.59,,,,,,,,,,,,,16.0,3.57,8.0,1.78,,,44.0,9.84,156.0,34.89,77.0,17.22,,,,,,,5.0,1.11,8.0,1.78,9.0,2.01,,,36.0,8.05
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513377,Mestečko,1,319,2.0,0.62,,,54.0,16.92,,,22.0,6.89,,,,,,,,,,,1.0,0.31,18.0,5.64,5.0,1.56,,,25.0,7.83,102.0,31.97,60.0,18.8,,,,,,,1.0,0.31,7.0,2.19,3.0,0.94,,,19.0,5.95
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513407,Mojtín,1,289,,,,,34.0,11.76,,,14.0,4.84,1.0,0.34,,,,,,,,,,,6.0,2.07,7.0,2.42,,,23.0,7.95,110.0,38.06,38.0,13.14,,,,,,,4.0,1.38,6.0,2.07,25.0,8.65,,,21.0,7.26
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,557447,Nimnica,1,620,,,,,98.0,15.8,,,23.0,3.7,1.0,0.16,,,1.0,0.16,,,,,,,32.0,5.16,8.0,1.29,1.0,0.16,63.0,10.16,185.0,29.83,90.0,14.51,,,1.0,0.16,,,15.0,2.41,17.0,2.74,53.0,8.54,3.0,0.48,29.0,4.67
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,1,759,3.0,0.39,,,120.0,15.81,,,44.0,5.79,1.0,0.13,,,,,6.0,0.79,1.0,0.13,1.0,0.13,45.0,5.92,10.0,1.31,,,62.0,8.16,198.0,26.08,135.0,17.78,,,,,1.0,0.13,5.0,0.65,23.0,3.03,64.0,8.43,,,40.0,5.27
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,2,777,3.0,0.38,,,116.0,14.92,1.0,0.12,52.0,6.69,,,,,,,2.0,0.25,1.0,0.12,,,57.0,7.33,17.0,2.18,1.0,0.12,48.0,6.17,271.0,34.87,127.0,16.34,,,1.0,0.12,,,6.0,0.77,8.0,1.02,37.0,4.76,2.0,0.25,27.0,3.47
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,3,924,2.0,0.21,,,167.0,18.07,,,71.0,7.68,6.0,0.64,,,1.0,0.1,1.0,0.1,,,1.0,0.1,76.0,8.22,16.0,1.73,1.0,0.1,62.0,6.7,227.0,24.56,154.0,16.66,,,2.0,0.21,,,11.0,1.19,10.0,1.08,67.0,7.25,3.0,0.32,46.0,4.97
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,4,853,1.0,0.11,2.0,0.23,123.0,14.41,1.0,0.11,52.0,6.09,1.0,0.11,,,,,,,,,1.0,0.11,54.0,6.33,12.0,1.4,3.0,0.35,66.0,7.73,270.0,31.65,137.0,16.06,,,1.0,0.11,2.0,0.23,10.0,1.17,24.0,2.81,48.0,5.62,1.0,0.11,44.0,5.15
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,5,516,2.0,0.38,,,100.0,19.37,,,35.0,6.78,2.0,0.38,,,,,1.0,0.19,,,,,34.0,6.58,10.0,1.93,,,43.0,8.33,145.0,28.1,72.0,13.95,,,,,,,7.0,1.35,16.0,3.1,18.0,3.48,2.0,0.38,29.0,5.62
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,6,658,1.0,0.15,1.0,0.15,121.0,18.38,1.0,0.15,49.0,7.44,3.0,0.45,,,,,,,,,,,52.0,7.9,15.0,2.27,1.0,0.15,42.0,6.38,191.0,29.02,93.0,14.13,,,,,,,8.0,1.21,25.0,3.79,30.0,4.55,,,25.0,3.79
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,7,736,3.0,0.4,,,132.0,17.93,,,38.0,5.16,3.0,0.4,,,,,1.0,0.13,,,2.0,0.27,44.0,5.97,17.0,2.3,1.0,0.13,57.0,7.74,190.0,25.81,150.0,20.38,,,,,,,5.0,0.67,34.0,4.61,31.0,4.21,,,28.0,3.8
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,8,522,,,,,86.0,16.47,,,31.0,5.93,7.0,1.34,1.0,0.19,,,,,,,1.0,0.19,26.0,4.98,12.0,2.29,,,40.0,7.66,167.0,31.99,78.0,14.94,,,,,,,7.0,1.34,7.0,1.34,24.0,4.59,,,35.0,6.7
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,9,429,3.0,0.69,,,89.0,20.74,,,20.0,4.66,3.0,0.69,,,,,1.0,0.23,,,,,26.0,6.06,4.0,0.93,1.0,0.23,36.0,8.39,117.0,27.27,66.0,15.38,,,,,,,2.0,0.46,8.0,1.86,29.0,6.75,3.0,0.69,21.0,4.89
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,10,629,1.0,0.15,,,91.0,14.46,1.0,0.15,39.0,6.2,2.0,0.31,,,,,,,,,,,31.0,4.92,9.0,1.43,,,49.0,7.79,213.0,33.86,109.0,17.32,,,,,,,3.0,0.47,15.0,2.38,36.0,5.72,,,30.0,4.76
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,11,706,3.0,0.42,,,126.0,17.84,1.0,0.14,39.0,5.52,1.0,0.14,,,,,1.0,0.14,,,,,52.0,7.36,8.0,1.13,,,44.0,6.23,202.0,28.61,116.0,16.43,,,,,1.0,0.14,9.0,1.27,34.0,4.81,25.0,3.54,,,44.0,6.23
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,12,807,1.0,0.12,,,100.0,12.39,,,37.0,4.58,3.0,0.37,,,,,2.0,0.24,,,,,50.0,6.19,10.0,1.23,,,60.0,7.43,276.0,34.2,113.0,14.0,1.0,0.12,,,,,14.0,1.73,17.0,2.1,61.0,7.55,1.0,0.12,61.0,7.55
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,13,239,,,,,38.0,15.89,,,15.0,6.27,1.0,0.41,,,,,,,,,,,9.0,3.76,5.0,2.09,,,21.0,8.78,97.0,40.58,27.0,11.29,,,,,,,4.0,1.67,4.0,1.67,2.0,0.83,2.0,0.83,14.0,5.85
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,14,510,,,,,111.0,21.76,1.0,0.19,34.0,6.66,,,1.0,0.19,,,3.0,0.58,,,2.0,0.39,48.0,9.41,11.0,2.15,,,40.0,7.84,110.0,21.56,88.0,17.25,,,,,,,1.0,0.19,18.0,3.52,21.0,4.11,,,21.0,4.11
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,15,351,,,,,60.0,17.09,,,14.0,3.98,1.0,0.28,,,,,,,,,,,18.0,5.12,4.0,1.13,,,23.0,6.55,117.0,33.33,46.0,13.1,,,,,,,6.0,1.7,8.0,2.27,34.0,9.68,,,20.0,5.69
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,16,316,1.0,0.31,1.0,0.31,48.0,15.18,,,22.0,6.96,1.0,0.31,,,,,1.0,0.31,,,1.0,0.31,22.0,6.96,7.0,2.21,,,10.0,3.16,113.0,35.75,37.0,11.7,,,,,,,2.0,0.63,11.0,3.48,17.0,5.37,,,22.0,6.96
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,17,99,,,,,,,,,4.0,4.04,,,,,,,,,,,,,5.0,5.05,2.0,2.02,,,10.0,10.1,38.0,38.38,20.0,20.2,,,,,,,3.0,3.03,,,7.0,7.07,,,10.0,10.1
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513610,Púchov,18,90,,,,,7.0,7.77,,,2.0,2.22,,,,,,,,,,,,,1.0,1.11,,,3.0,3.33,9.0,10.0,44.0,48.88,14.0,15.55,,,,,,,3.0,3.33,1.0,1.11,1.0,1.11,,,5.0,5.55
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,557471,Streženice,1,653,,,,,104.0,15.92,,,28.0,4.28,4.0,0.61,,,,,,,,,,,42.0,6.43,12.0,1.83,2.0,0.3,72.0,11.02,184.0,28.17,85.0,13.01,,,,,,,14.0,2.14,16.0,2.45,43.0,6.58,,,47.0,7.19
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513776,Visolaje,1,622,2.0,0.32,,,75.0,12.05,,,33.0,5.3,2.0,0.32,,,,,,,1.0,0.16,1.0,0.16,24.0,3.85,10.0,1.6,,,50.0,8.03,251.0,40.35,100.0,16.07,,,,,,,1.0,0.16,7.0,1.12,44.0,7.07,,,21.0,3.37
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,557498,Vydrná,1,193,2.0,1.03,,,33.0,17.09,,,11.0,5.69,,,,,,,,,,,,,7.0,3.62,10.0,5.18,,,9.0,4.66,59.0,30.56,38.0,19.68,,,,,,,6.0,3.1,3.0,1.55,8.0,4.14,1.0,0.51,6.0,3.1
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,513814,Záriečie,1,433,,,,,56.0,12.93,,,23.0,5.31,2.0,0.46,,,,,1.0,0.23,,,1.0,0.23,22.0,5.08,6.0,1.38,,,29.0,6.69,156.0,36.02,69.0,15.93,,,,,,,2.0,0.46,21.0,4.84,12.0,2.77,,,33.0,7.62
3,Trenčiansky kraj,303,Považská Bystrica,308,Púchov,500348,Zubák,1,468,1.0,0.21,1.0,0.21,42.0,8.97,,,26.0,5.55,,,1.0,0.21,,,1.0,0.21,,,,,14.0,2.99,9.0,1.92,1.0,0.21,38.0,8.11,218.0,46.58,53.0,11.32,,,,,,,9.0,1.92,8.0,1.7,18.0,3.84,,,28.0,5.98
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,542733,Bošany,1,752,4.0,0.53,,,89.0,11.83,1.0,0.13,37.0,4.92,2.0,0.26,,,,,,,,,,,35.0,4.65,27.0,3.59,1.0,0.13,66.0,8.77,268.0,35.63,110.0,14.62,,,,,1.0,0.13,9.0,1.19,16.0,2.12,39.0,5.18,,,47.0,6.25
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,542733,Bošany,2,786,3.0,0.38,,,112.0,14.24,,,42.0,5.34,1.0,0.12,1.0,0.12,,,,,,,1.0,0.12,55.0,6.99,21.0,2.67,1.0,0.12,59.0,7.5,224.0,28.49,155.0,19.72,,,,,,,5.0,0.63,16.0,2.03,48.0,6.1,,,42.0,5.34
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,542733,Bošany,3,798,1.0,0.12,,,117.0,14.66,,,22.0,2.75,,,,,,,1.0,0.12,2.0,0.25,,,51.0,6.39,15.0,1.87,1.0,0.12,40.0,5.01,291.0,36.46,136.0,17.04,,,,,1.0,0.12,5.0,0.62,23.0,2.88,62.0,7.76,1.0,0.12,29.0,3.63
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,580449,Brodzany,1,564,,,2.0,0.35,72.0,12.76,,,21.0,3.72,2.0,0.35,,,2.0,0.35,,,,,,,28.0,4.96,17.0,3.01,,,28.0,4.96,180.0,31.91,80.0,14.18,,,,,,,6.0,1.06,8.0,1.41,73.0,12.94,,,45.0,7.97
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,542962,Hradište,1,601,3.0,0.49,,,82.0,13.64,1.0,0.16,43.0,7.15,2.0,0.33,,,,,,,1.0,0.16,,,19.0,3.16,11.0,1.83,,,61.0,10.14,162.0,26.95,99.0,16.47,,,,,1.0,0.16,11.0,1.83,23.0,3.82,49.0,8.15,,,33.0,5.49
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,543004,Chynorany,1,681,2.0,0.29,,,84.0,12.33,,,43.0,6.31,1.0,0.14,,,,,,,,,,,25.0,3.67,18.0,2.64,,,44.0,6.46,185.0,27.16,107.0,15.71,,,,,,,6.0,0.88,16.0,2.34,93.0,13.65,1.0,0.14,56.0,8.22
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,543004,Chynorany,2,845,10.0,1.18,1.0,0.11,121.0,14.31,,,53.0,6.27,2.0,0.23,,,,,1.0,0.11,,,,,40.0,4.73,12.0,1.42,1.0,0.11,61.0,7.21,241.0,28.52,103.0,12.18,,,,,,,9.0,1.06,31.0,3.66,105.0,12.42,,,54.0,6.39
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,556416,Ješkova Ves,1,312,,,,,33.0,10.57,,,8.0,2.56,1.0,0.32,,,1.0,0.32,,,1.0,0.32,,,14.0,4.48,6.0,1.92,1.0,0.32,13.0,4.16,122.0,39.1,72.0,23.07,,,,,1.0,0.32,3.0,0.96,6.0,1.92,14.0,4.48,,,16.0,5.12
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,543047,Klátova Nová Ves,1,731,,,,,90.0,12.31,,,29.0,3.96,4.0,0.54,,,,,2.0,0.27,,,,,17.0,2.32,13.0,1.77,2.0,0.27,51.0,6.97,347.0,47.46,105.0,14.36,1.0,0.13,,,,,8.0,1.09,8.0,1.09,19.0,2.59,1.0,0.13,34.0,4.65
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,543047,Klátova Nová Ves,2,226,,,,,16.0,7.07,,,9.0,3.98,2.0,0.88,,,,,,,,,,,6.0,2.65,2.0,0.88,,,13.0,5.75,115.0,50.88,35.0,15.48,,,,,,,7.0,3.09,4.0,1.76,5.0,2.21,1.0,0.44,11.0,4.86
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,543055,Kolačno,1,537,,,,,47.0,8.75,,,27.0,5.02,2.0,0.37,3.0,0.55,,,,,,,,,28.0,5.21,22.0,4.09,1.0,0.18,34.0,6.33,153.0,28.49,115.0,21.41,,,,,,,9.0,1.67,9.0,1.67,43.0,8.0,1.0,0.18,43.0,8.0
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,556246,Krásno,1,327,1.0,0.3,,,45.0,13.76,1.0,0.3,14.0,4.28,2.0,0.61,,,,,1.0,0.3,,,,,6.0,1.83,8.0,2.44,,,14.0,4.28,111.0,33.94,43.0,13.14,1.0,0.3,,,,,12.0,3.66,13.0,3.97,31.0,9.48,,,24.0,7.33
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,556173,Livina,1,76,1.0,1.31,,,4.0,5.26,,,5.0,6.57,,,,,,,,,,,,,4.0,5.26,1.0,1.31,,,7.0,9.21,32.0,42.1,15.0,19.73,,,,,,,,,,,2.0,2.63,,,5.0,6.57
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,556190,Livinské Opatovce,1,177,,,,,10.0,5.64,1.0,0.56,8.0,4.51,,,,,,,,,,,,,3.0,1.69,4.0,2.25,,,14.0,7.9,80.0,45.19,31.0,17.51,,,,,,,3.0,1.69,,,17.0,9.6,,,6.0,3.38
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505129,Malé Kršteňany,1,321,1.0,0.31,,,27.0,8.41,,,31.0,9.65,,,,,,,,,,,,,17.0,5.29,2.0,0.62,,,27.0,8.41,89.0,27.72,62.0,19.31,,,,,,,6.0,1.86,12.0,3.73,30.0,9.34,,,17.0,5.29
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,580953,Malé Uherce,1,507,2.0,0.39,,,90.0,17.75,,,35.0,6.9,,,,,,,1.0,0.19,1.0,0.19,,,26.0,5.12,7.0,1.38,,,27.0,5.32,129.0,25.44,86.0,16.96,,,1.0,0.19,,,8.0,1.57,23.0,4.53,34.0,6.7,1.0,0.19,36.0,7.1
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505170,Nadlice,1,368,3.0,0.81,,,39.0,10.59,,,29.0,7.88,,,,,,,1.0,0.27,1.0,0.27,,,10.0,2.71,7.0,1.9,,,37.0,10.05,147.0,39.94,54.0,14.67,,,,,,,2.0,0.54,9.0,2.44,14.0,3.8,,,15.0,4.07
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505196,Nedanovce,1,392,2.0,0.51,2.0,0.51,40.0,10.2,,,21.0,5.35,,,,,,,,,,,,,9.0,2.29,10.0,2.55,2.0,0.51,33.0,8.41,148.0,37.75,74.0,18.87,,,,,,,4.0,1.02,9.0,2.29,26.0,6.63,,,12.0,3.06
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505307,Ostratice,1,450,4.0,0.88,1.0,0.22,60.0,13.33,,,32.0,7.11,,,1.0,0.22,4.0,0.88,,,,,,,14.0,3.11,11.0,2.44,,,30.0,6.66,152.0,33.77,81.0,18.0,,,,,,,4.0,0.88,5.0,1.11,30.0,6.66,,,21.0,4.66
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,1,525,1.0,0.19,,,105.0,20.0,,,32.0,6.09,3.0,0.57,,,1.0,0.19,,,1.0,0.19,,,44.0,8.38,17.0,3.23,,,32.0,6.09,132.0,25.14,73.0,13.9,,,1.0,0.19,,,6.0,1.14,19.0,3.61,46.0,8.76,,,12.0,2.28
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,2,589,,,,,77.0,13.07,,,31.0,5.26,6.0,1.01,,,1.0,0.16,,,,,,,28.0,4.75,8.0,1.35,1.0,0.16,39.0,6.62,203.0,34.46,89.0,15.11,,,,,,,7.0,1.18,15.0,2.54,36.0,6.11,1.0,0.16,47.0,7.97
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,3,247,1.0,0.4,,,34.0,13.76,3.0,1.21,16.0,6.47,,,,,,,1.0,0.4,,,,,23.0,9.31,2.0,0.8,1.0,0.4,22.0,8.9,83.0,33.6,19.0,7.69,,,,,,,6.0,2.42,5.0,2.02,13.0,5.26,1.0,0.4,17.0,6.88
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,4,602,,,,,94.0,15.61,,,30.0,4.98,5.0,0.83,,,,,,,1.0,0.16,,,21.0,3.48,15.0,2.49,1.0,0.16,39.0,6.47,202.0,33.55,104.0,17.27,,,1.0,0.16,,,5.0,0.83,14.0,2.32,27.0,4.48,2.0,0.33,41.0,6.81
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,5,625,1.0,0.16,1.0,0.16,91.0,14.56,,,32.0,5.12,,,,,,,,,1.0,0.16,,,35.0,5.6,11.0,1.76,1.0,0.16,34.0,5.44,208.0,33.28,116.0,18.56,,,1.0,0.16,,,5.0,0.8,22.0,3.52,30.0,4.8,,,36.0,5.76
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,6,627,4.0,0.63,,,90.0,14.35,2.0,0.31,31.0,4.94,2.0,0.31,,,1.0,0.15,,,,,,,22.0,3.5,9.0,1.43,,,30.0,4.78,222.0,35.4,114.0,18.18,,,1.0,0.15,,,8.0,1.27,11.0,1.75,53.0,8.45,1.0,0.15,26.0,4.14
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,7,639,,,,,86.0,13.45,,,28.0,4.38,4.0,0.62,,,,,,,,,,,21.0,3.28,16.0,2.5,1.0,0.15,35.0,5.47,232.0,36.3,120.0,18.77,,,,,,,9.0,1.4,22.0,3.44,32.0,5.0,,,33.0,5.16
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,8,483,,,,,52.0,10.76,1.0,0.2,26.0,5.38,1.0,0.2,,,,,2.0,0.41,,,,,26.0,5.38,10.0,2.07,2.0,0.41,33.0,6.83,168.0,34.78,93.0,19.25,,,2.0,0.41,,,3.0,0.62,10.0,2.07,26.0,5.38,,,28.0,5.79
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,9,465,1.0,0.21,,,58.0,12.47,,,36.0,7.74,1.0,0.21,,,,,,,,,,,18.0,3.87,12.0,2.58,1.0,0.21,35.0,7.52,157.0,33.76,86.0,18.49,,,,,,,2.0,0.43,12.0,2.58,25.0,5.37,,,21.0,4.51
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,10,470,2.0,0.42,,,61.0,12.97,,,26.0,5.53,1.0,0.21,,,,,,,,,,,12.0,2.55,8.0,1.7,,,35.0,7.44,157.0,33.4,102.0,21.7,,,,,,,4.0,0.85,16.0,3.4,25.0,5.31,2.0,0.42,19.0,4.04
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,11,449,,,,,101.0,22.49,1.0,0.22,26.0,5.79,1.0,0.22,,,,,1.0,0.22,,,,,34.0,7.57,7.0,1.55,1.0,0.22,30.0,6.68,110.0,24.49,60.0,13.36,,,,,,,6.0,1.33,18.0,4.0,34.0,7.57,,,19.0,4.23
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,12,446,1.0,0.22,,,55.0,12.33,,,18.0,4.03,4.0,0.89,,,,,,,,,1.0,0.22,23.0,5.15,5.0,1.12,,,41.0,9.19,126.0,28.25,86.0,19.28,,,,,,,7.0,1.56,17.0,3.81,31.0,6.95,2.0,0.44,29.0,6.5
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,13,532,1.0,0.18,1.0,0.18,70.0,13.15,,,40.0,7.51,2.0,0.37,,,,,,,,,,,35.0,6.57,5.0,0.93,,,47.0,8.83,176.0,33.08,66.0,12.4,,,,,,,4.0,0.75,18.0,3.38,43.0,8.08,,,24.0,4.51
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,14,489,,,,,112.0,22.9,,,49.0,10.02,5.0,1.02,,,,,,,,,,,57.0,11.65,4.0,0.81,1.0,0.2,27.0,5.52,98.0,20.04,71.0,14.51,,,,,,,1.0,0.2,8.0,1.63,41.0,8.38,,,15.0,3.06
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,15,664,4.0,0.6,1.0,0.15,84.0,12.65,1.0,0.15,35.0,5.27,,,,,,,,,,,,,38.0,5.72,14.0,2.1,1.0,0.15,45.0,6.77,246.0,37.04,104.0,15.66,,,2.0,0.3,,,9.0,1.35,10.0,1.5,25.0,3.76,,,45.0,6.77
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,16,634,3.0,0.47,1.0,0.15,96.0,15.14,1.0,0.15,27.0,4.25,6.0,0.94,,,,,,,,,,,40.0,6.3,12.0,1.89,,,43.0,6.78,199.0,31.38,96.0,15.14,,,1.0,0.15,,,7.0,1.1,20.0,3.15,25.0,3.94,1.0,0.15,56.0,8.83
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,17,605,6.0,0.99,,,80.0,13.22,2.0,0.33,28.0,4.62,3.0,0.49,,,1.0,0.16,,,,,,,32.0,5.28,20.0,3.3,,,35.0,5.78,195.0,32.23,99.0,16.36,,,2.0,0.33,,,9.0,1.48,20.0,3.3,30.0,4.95,,,43.0,7.1
3,Trenčiansky kraj,304,Prievidza,305,Partizánske,505315,Partizánske,18,598,2.0,0.33,,,106.0,17.72,,,24.0,4.01,1.0,0.16,,,,,1.0,0.16,,,2.0,0.33,35.0,5.85,14.0,2.34,2.0,0.33,47.0,7.85,171.0,28.59,80.0,13.37,,,2.0,0.33,,,3.0,0.5,21.0,3.51,40.0,6.68,1.0,0.16,46.0,7.69
