Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Počet volebných okrskov,Počet potvrdených okrskových zápisníc,Podiel potvrdených okrskových zápisníc v %,Počet zapísaných voličov,Počet zúčastnených voličov,Účasť voličov v %,Počet odovzdaných obálok na hlasovanie,Podiel odovzdaných obálok v %,Počet platných hlasov spolu,Podiel platných hlasov spolu v %
7,Prešovský kraj,708,Svidník,712,Svidník,519316,Kalnište,1,1,100.0,395,269,68.1,269,100.0,266,98.88
7,Prešovský kraj,708,Svidník,712,Svidník,527360,Kapišová,1,1,100.0,360,211,58.61,211,100.0,207,98.1
7,Prešovský kraj,708,Svidník,712,Svidník,527378,Kečkovce,1,1,100.0,180,83,46.11,83,100.0,83,100.0
7,Prešovský kraj,708,Svidník,712,Svidník,519332,Kobylnice,1,1,100.0,76,61,80.26,61,100.0,60,98.36
7,Prešovský kraj,708,Svidník,712,Svidník,527394,Korejovce,1,1,100.0,60,55,91.66,55,100.0,54,98.18
7,Prešovský kraj,708,Svidník,712,Svidník,519391,Kračúnovce,1,1,100.0,960,681,70.93,681,100.0,674,98.97
7,Prešovský kraj,708,Svidník,712,Svidník,527424,Krajná Bystrá,1,1,100.0,330,180,54.54,180,100.0,176,97.77
7,Prešovský kraj,708,Svidník,712,Svidník,527432,Krajná Poľana,1,1,100.0,159,94,59.11,94,100.0,94,100.0
7,Prešovský kraj,708,Svidník,712,Svidník,527441,Krajná Porúbka,1,1,100.0,41,31,75.6,31,100.0,31,100.0
7,Prešovský kraj,708,Svidník,712,Svidník,527459,Krajné Čierno,1,1,100.0,82,54,65.85,54,100.0,54,100.0
7,Prešovský kraj,708,Svidník,712,Svidník,527483,Kružlová,1,1,100.0,497,297,59.75,296,99.66,294,98.98
7,Prešovský kraj,708,Svidník,712,Svidník,519448,Kuková,1,1,100.0,581,389,66.95,389,100.0,385,98.97
7,Prešovský kraj,708,Svidník,712,Svidník,527491,Kurimka,1,1,100.0,298,185,62.08,185,100.0,184,99.45
7,Prešovský kraj,708,Svidník,712,Svidník,527505,Ladomirová,1,1,100.0,751,451,60.05,450,99.77,446,98.89
7,Prešovský kraj,708,Svidník,712,Svidník,519537,Lúčka,1,1,100.0,420,292,69.52,292,100.0,291,99.65
7,Prešovský kraj,708,Svidník,712,Svidník,519561,Lužany pri Topli,1,1,100.0,200,149,74.5,149,100.0,147,98.65
7,Prešovský kraj,708,Svidník,712,Svidník,527548,Matovce,1,1,100.0,93,68,73.11,68,100.0,67,98.52
7,Prešovský kraj,708,Svidník,712,Svidník,527556,Medvedie,1,1,100.0,43,35,81.39,35,100.0,35,100.0
7,Prešovský kraj,708,Svidník,712,Svidník,527564,Mestisko,1,1,100.0,346,253,73.12,253,100.0,251,99.2
7,Prešovský kraj,708,Svidník,712,Svidník,519596,Mičakovce,1,1,100.0,105,69,65.71,69,100.0,69,100.0
7,Prešovský kraj,708,Svidník,712,Svidník,527599,Miroľa,1,1,100.0,56,46,82.14,46,100.0,45,97.82
7,Prešovský kraj,708,Svidník,712,Svidník,527602,Mlynárovce,1,1,100.0,185,129,69.72,129,100.0,128,99.22
7,Prešovský kraj,708,Svidník,712,Svidník,527629,Nižná Jedľová,1,1,100.0,90,78,86.66,78,100.0,77,98.71
7,Prešovský kraj,708,Svidník,712,Svidník,527645,Nižná Pisaná,1,1,100.0,81,60,74.07,60,100.0,60,100.0
7,Prešovský kraj,708,Svidník,712,Svidník,527653,Nižný Komárnik,1,1,100.0,117,78,66.66,78,100.0,78,100.0
7,Prešovský kraj,708,Svidník,712,Svidník,527661,Nižný Mirošov,1,1,100.0,205,135,65.85,134,99.25,131,97.03
7,Prešovský kraj,708,Svidník,712,Svidník,527670,Nižný Orlík,1,1,100.0,250,194,77.6,194,100.0,193,99.48
7,Prešovský kraj,708,Svidník,712,Svidník,527688,Nová Polianka,1,1,100.0,57,36,63.15,36,100.0,35,97.22
7,Prešovský kraj,708,Svidník,712,Svidník,527696,Okrúhle,1,1,100.0,456,292,64.03,292,100.0,285,97.6
7,Prešovský kraj,708,Svidník,712,Svidník,527734,Príkra,1,1,100.0,29,27,93.1,27,100.0,27,100.0
7,Prešovský kraj,708,Svidník,712,Svidník,527742,Pstriná,1,1,100.0,66,50,75.75,50,100.0,50,100.0
7,Prešovský kraj,708,Svidník,712,Svidník,527751,Radoma,1,1,100.0,355,241,67.88,241,100.0,241,100.0
7,Prešovský kraj,708,Svidník,712,Svidník,527769,Rakovčík,1,1,100.0,107,69,64.48,69,100.0,69,100.0
7,Prešovský kraj,708,Svidník,712,Svidník,527777,Rovné,1,1,100.0,376,243,64.62,243,100.0,240,98.76
7,Prešovský kraj,708,Svidník,712,Svidník,527785,Roztoky,1,1,100.0,282,165,58.51,165,100.0,164,99.39
7,Prešovský kraj,708,Svidník,712,Svidník,527807,Soboš,1,1,100.0,132,99,75.0,99,100.0,98,98.98
7,Prešovský kraj,708,Svidník,712,Svidník,527831,Stročín,1,1,100.0,418,268,64.11,267,99.62,265,98.88
7,Prešovský kraj,708,Svidník,712,Svidník,527858,Svidnička,1,1,100.0,128,93,72.65,93,100.0,91,97.84
7,Prešovský kraj,708,Svidník,712,Svidník,527106,Svidník,9,9,100.0,7968,5052,63.4,5034,99.64,4981,98.59
7,Prešovský kraj,708,Svidník,712,Svidník,527874,Šarbov,1,1,100.0,13,11,84.61,11,100.0,11,100.0
7,Prešovský kraj,708,Svidník,712,Svidník,527882,Šarišský Štiavnik,1,1,100.0,198,130,65.65,130,100.0,129,99.23
7,Prešovský kraj,708,Svidník,712,Svidník,527891,Šemetkovce,1,1,100.0,74,49,66.21,49,100.0,48,97.95
7,Prešovský kraj,708,Svidník,712,Svidník,527904,Štefurov,1,1,100.0,95,67,70.52,67,100.0,67,100.0
7,Prešovský kraj,708,Svidník,712,Svidník,527947,Vagrinec,1,1,100.0,87,63,72.41,63,100.0,62,98.41
7,Prešovský kraj,708,Svidník,712,Svidník,527955,Valkovce,1,1,100.0,180,126,70.0,126,100.0,123,97.61
7,Prešovský kraj,708,Svidník,712,Svidník,527963,Vápeník,1,1,100.0,50,39,78.0,39,100.0,39,100.0
7,Prešovský kraj,708,Svidník,712,Svidník,528030,Vyšná Jedľová,1,1,100.0,156,127,81.41,127,100.0,127,100.0
7,Prešovský kraj,708,Svidník,712,Svidník,528056,Vyšná Pisaná,1,1,100.0,66,57,86.36,57,100.0,57,100.0
7,Prešovský kraj,708,Svidník,712,Svidník,528064,Vyšný Komárnik,1,1,100.0,66,50,75.75,50,100.0,50,100.0
7,Prešovský kraj,708,Svidník,712,Svidník,528072,Vyšný Mirošov,1,1,100.0,433,277,63.97,277,100.0,273,98.55
7,Prešovský kraj,708,Svidník,712,Svidník,528081,Vyšný Orlík,1,1,100.0,329,234,71.12,234,100.0,231,98.71
7,Prešovský kraj,708,Svidník,712,Svidník,519987,Železník,1,1,100.0,372,238,63.97,238,100.0,236,99.15
7,Prešovský kraj,708,Svidník,712,Svidník,519995,Želmanovce,1,1,100.0,253,182,71.93,182,100.0,181,99.45
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544060,Babie,1,1,100.0,212,154,72.64,154,100.0,154,100.0
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544078,Banské,1,1,100.0,1353,889,65.7,887,99.77,863,97.07
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544086,Benkovce,1,1,100.0,451,330,73.17,330,100.0,328,99.39
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544094,Bystré,2,2,100.0,2114,1375,65.04,1374,99.92,1363,99.12
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544108,Cabov,1,1,100.0,297,234,78.78,234,100.0,231,98.71
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544116,Čaklov,2,2,100.0,1952,1386,71.0,1384,99.85,1348,97.25
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544124,Čičava,1,1,100.0,857,559,65.22,559,100.0,554,99.1
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544132,Čierne nad Topľou,1,1,100.0,588,433,73.63,433,100.0,429,99.07
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544141,Ďapalovce,1,1,100.0,336,255,75.89,255,100.0,255,100.0
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544159,Davidov,1,1,100.0,616,413,67.04,413,100.0,409,99.03
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544167,Detrík,1,1,100.0,42,23,54.76,23,100.0,23,100.0
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544175,Dlhé Klčovo,1,1,100.0,1092,748,68.49,748,100.0,739,98.79
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544183,Ďurďoš,1,1,100.0,193,110,56.99,110,100.0,107,97.27
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544191,Giglovce,1,1,100.0,127,89,70.07,89,100.0,89,100.0
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544205,Girovce,1,1,100.0,47,40,85.1,39,97.5,38,95.0
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544213,Hanušovce nad Topľou,2,2,100.0,2766,1810,65.43,1805,99.72,1771,97.84
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,581674,Hencovce,1,1,100.0,1023,713,69.69,712,99.85,707,99.15
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544221,Hermanovce nad Topľou,1,1,100.0,586,416,70.98,415,99.75,406,97.59
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544230,Hlinné,1,1,100.0,1339,922,68.85,921,99.89,915,99.24
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528731,Holčíkovce,1,1,100.0,395,279,70.63,279,100.0,277,99.28
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528749,Jasenovce,1,1,100.0,169,112,66.27,112,100.0,111,99.1
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528757,Jastrabie nad Topľou,1,1,100.0,364,268,73.62,268,100.0,267,99.62
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528765,Juskova Voľa,1,1,100.0,236,200,84.74,200,100.0,199,99.5
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528773,Kamenná Poruba,1,1,100.0,1031,695,67.41,695,100.0,687,98.84
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528781,Kladzany,1,1,100.0,434,289,66.58,289,100.0,286,98.96
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528790,Komárany,1,1,100.0,380,271,71.31,271,100.0,269,99.26
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528811,Kučín,1,1,100.0,390,184,47.17,184,100.0,181,98.36
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528820,Kvakovce,1,1,100.0,439,264,60.13,264,100.0,263,99.62
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528838,Majerovce,1,1,100.0,372,276,74.19,276,100.0,273,98.91
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528846,Malá Domaša,1,1,100.0,438,348,79.45,348,100.0,333,95.68
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528854,Matiaška,1,1,100.0,220,158,71.81,158,100.0,155,98.1
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528862,Medzianky,1,1,100.0,252,195,77.38,195,100.0,192,98.46
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528871,Merník,1,1,100.0,472,331,70.12,331,100.0,324,97.88
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528889,Michalok,1,1,100.0,254,167,65.74,167,100.0,162,97.0
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528901,Nižný Hrabovec,1,1,100.0,1240,769,62.01,769,100.0,760,98.82
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528919,Nižný Hrušov,1,1,100.0,1246,874,70.14,873,99.88,863,98.74
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528927,Nižný Kručov,1,1,100.0,314,229,72.92,229,100.0,227,99.12
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528935,Nová Kelča,1,1,100.0,334,250,74.85,250,100.0,242,96.8
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528943,Ondavské Matiašovce,1,1,100.0,628,416,66.24,416,100.0,412,99.03
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528960,Pavlovce,1,1,100.0,598,410,68.56,409,99.75,406,99.02
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528978,Petkovce,1,1,100.0,109,86,78.89,86,100.0,84,97.67
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528986,Petrovce,1,1,100.0,358,268,74.86,268,100.0,266,99.25
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,528994,Piskorovce,1,1,100.0,109,79,72.47,79,100.0,79,100.0
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529001,Poša,1,1,100.0,647,418,64.6,418,100.0,402,96.17
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529028,Prosačov,1,1,100.0,150,63,42.0,63,100.0,62,98.41
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529036,Radvanovce,1,1,100.0,172,129,75.0,129,100.0,128,99.22
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529044,Rafajovce,1,1,100.0,133,78,58.64,78,100.0,78,100.0
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529052,Remeniny,1,1,100.0,230,171,74.34,171,100.0,167,97.66
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529079,Rudlov,1,1,100.0,509,340,66.79,340,100.0,333,97.94
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529109,Ruská Voľa,1,1,100.0,69,50,72.46,50,100.0,49,98.0
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529125,Sačurov,1,1,100.0,1660,1057,63.67,1057,100.0,1029,97.35
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529133,Sečovská Polianka,2,2,100.0,2072,1300,62.74,1295,99.61,1284,98.76
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529141,Sedliská,1,1,100.0,1085,735,67.74,735,100.0,720,97.95
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529150,Skrabské,1,1,100.0,556,319,57.37,319,100.0,315,98.74
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529168,Slovenská Kajňa,1,1,100.0,620,391,63.06,391,100.0,390,99.74
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529176,Soľ,2,2,100.0,1861,1222,65.66,1222,100.0,1204,98.52
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529184,Štefanovce,1,1,100.0,94,51,54.25,51,100.0,49,96.07
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529192,Tovarné,1,1,100.0,838,507,60.5,507,100.0,507,100.0
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529206,Tovarnianska Polianka,1,1,100.0,90,77,85.55,77,100.0,75,97.4
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529214,Vavrinec,1,1,100.0,60,39,65.0,39,100.0,38,97.43
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529222,Vechec,2,2,100.0,1960,1331,67.9,1325,99.54,1314,98.72
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529231,Vlača,1,1,100.0,178,136,76.4,136,100.0,134,98.52
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,544051,Vranov nad Topľou,19,19,100.0,16499,10347,62.71,10341,99.94,10222,98.79
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529117,Vyšný Kazimír,1,1,100.0,166,129,77.71,129,100.0,128,99.22
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529257,Vyšný Žipov,1,1,100.0,902,565,62.63,565,100.0,556,98.4
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529265,Zámutov,2,2,100.0,2405,1513,62.91,1510,99.8,1482,97.95
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529281,Zlatník,1,1,100.0,65,52,80.0,52,100.0,52,100.0
7,Prešovský kraj,709,Vranov nad Topľou,713,Vranov nad Topľou,529290,Žalobín,1,1,100.0,610,394,64.59,394,100.0,386,97.96
8,Košický kraj,801,Košice,802,Košice I,599891,Košice - Džungľa,1,1,100.0,543,274,50.46,274,100.0,268,97.81
8,Košický kraj,801,Košice,802,Košice I,598119,Košice - Kavečany,1,1,100.0,1072,793,73.97,793,100.0,786,99.11
8,Košický kraj,801,Košice,802,Košice I,598151,Košice - Sever,18,18,100.0,15216,10119,66.5,10105,99.86,10015,98.97
8,Košický kraj,801,Košice,802,Košice I,599875,Košice - Sídlisko Ťahanovce,18,18,100.0,16140,10339,64.05,10332,99.93,10231,98.95
8,Košický kraj,801,Košice,802,Košice I,598186,Košice - Staré Mesto,19,19,100.0,16470,11131,67.58,11110,99.81,11054,99.3
8,Košický kraj,801,Košice,802,Košice I,598127,Košice - Ťahanovce,2,2,100.0,1790,1069,59.72,1066,99.71,1054,98.59
8,Košický kraj,801,Košice,803,Košice II,598194,Košice - Lorinčík,1,1,100.0,797,658,82.55,658,100.0,654,99.39
8,Košický kraj,801,Košice,803,Košice II,599972,Košice - Luník IX,2,2,100.0,4908,546,11.12,546,100.0,535,97.98
8,Košický kraj,801,Košice,803,Košice II,598216,Košice - Myslava,2,2,100.0,2128,1579,74.2,1578,99.93,1568,99.3
8,Košický kraj,801,Košice,803,Košice II,598208,Košice - Pereš,2,2,100.0,1706,1300,76.2,1300,100.0,1291,99.3
8,Košický kraj,801,Košice,803,Košice II,599859,Košice - Poľov,1,1,100.0,942,743,78.87,743,100.0,730,98.25
8,Košický kraj,801,Košice,803,Košice II,599883,Košice - Sídlisko KVP,18,18,100.0,17473,11627,66.54,11615,99.89,11516,99.04
8,Košický kraj,801,Košice,803,Košice II,599841,Košice - Šaca,3,3,100.0,4628,2566,55.44,2562,99.84,2520,98.2
8,Košický kraj,801,Košice,803,Košice II,598224,Košice - Západ,31,31,100.0,29719,19535,65.73,19511,99.87,19342,99.01
8,Košický kraj,801,Košice,804,Košice III,598682,Košice - Dargovských hrdinov,20,20,100.0,20482,12403,60.55,12381,99.82,12300,99.16
8,Košický kraj,801,Košice,804,Košice III,599018,Košice - Košická Nová Ves,2,2,100.0,2383,1603,67.26,1600,99.81,1592,99.31
8,Košický kraj,801,Košice,805,Košice IV,599093,Košice - Barca,3,3,100.0,2972,2130,71.66,2129,99.95,2102,98.68
8,Košický kraj,801,Košice,805,Košice IV,599824,Košice - Juh,21,21,100.0,18240,12200,66.88,12187,99.89,12073,98.95
8,Košický kraj,801,Košice,805,Košice IV,599794,Košice - Krásna,4,4,100.0,4603,3052,66.3,3048,99.86,3019,98.91
8,Košický kraj,801,Košice,805,Košice IV,599816,Košice - Nad jazerom,20,20,100.0,18573,11333,61.01,11313,99.82,11208,98.89
8,Košický kraj,801,Košice,805,Košice IV,599786,Košice - Šebastovce,1,1,100.0,600,449,74.83,449,100.0,445,99.1
8,Košický kraj,801,Košice,805,Košice IV,599913,Košice - Vyšné Opátske,3,3,100.0,2124,1568,73.82,1568,100.0,1547,98.66
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521141,Bačkovík,1,1,100.0,406,278,68.47,276,99.28,272,97.84
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521159,Baška,1,1,100.0,581,464,79.86,464,100.0,460,99.13
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521167,Belža,1,1,100.0,355,265,74.64,265,100.0,261,98.49
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521175,Beniakovce,1,1,100.0,631,481,76.22,481,100.0,476,98.96
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521183,Bidovce,1,1,100.0,1210,790,65.28,789,99.87,771,97.59
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521191,Blažice,1,1,100.0,469,278,59.27,278,100.0,277,99.64
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,559831,Bočiar,1,1,100.0,186,129,69.35,129,100.0,128,99.22
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521205,Bohdanovce,1,1,100.0,912,647,70.94,645,99.69,637,98.45
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521213,Boliarov,1,1,100.0,574,370,64.45,365,98.64,357,96.48
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521221,Budimír,1,1,100.0,1027,811,78.96,810,99.87,805,99.26
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521248,Bukovec,1,1,100.0,709,526,74.18,526,100.0,525,99.8
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521256,Bunetice,1,1,100.0,78,57,73.07,57,100.0,57,100.0
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521264,Buzica,1,1,100.0,941,530,56.32,530,100.0,528,99.62
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521272,Cestice,1,1,100.0,727,452,62.17,452,100.0,447,98.89
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521281,Čakanovce,1,1,100.0,524,355,67.74,354,99.71,347,97.74
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521299,Čaňa,5,5,100.0,4533,2807,61.92,2805,99.92,2757,98.21
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521302,Čečejovce,2,2,100.0,1669,1092,65.42,1091,99.9,1066,97.61
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521311,Čižatice,1,1,100.0,344,215,62.5,214,99.53,209,97.2
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521329,Debraď,1,1,100.0,344,214,62.2,214,100.0,211,98.59
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521337,Drienovec,1,1,100.0,1682,982,58.38,980,99.79,949,96.63
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521345,Družstevná pri Hornáde,2,2,100.0,2072,1309,63.17,1308,99.92,1293,98.77
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521353,Ďurďošík,1,1,100.0,559,436,77.99,434,99.54,427,97.93
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521361,Ďurkov,1,1,100.0,1386,775,55.91,775,100.0,775,100.0
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,559873,Dvorníky - Včeláre,1,1,100.0,423,265,62.64,265,100.0,264,99.62
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521370,Geča,1,1,100.0,1497,1042,69.6,1039,99.71,994,95.39
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521388,Gyňov,1,1,100.0,551,395,71.68,395,100.0,387,97.97
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521396,Hačava,1,1,100.0,177,82,46.32,82,100.0,82,100.0
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,518123,Háj,1,1,100.0,231,139,60.17,139,100.0,138,99.28
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521400,Haniska,1,1,100.0,1182,877,74.19,875,99.77,867,98.85
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521418,Herľany,1,1,100.0,220,170,77.27,170,100.0,170,100.0
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521426,Hodkovce,1,1,100.0,292,225,77.05,225,100.0,224,99.55
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,518107,Hosťovce,1,1,100.0,180,119,66.11,119,100.0,118,99.15
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521442,Hrašovík,1,1,100.0,320,259,80.93,259,100.0,257,99.22
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521469,Hýľov,1,1,100.0,439,343,78.13,343,100.0,340,99.12
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,599310,Chorváty,1,1,100.0,84,63,75.0,63,100.0,63,100.0
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521477,Chrastné,1,1,100.0,510,363,71.17,363,100.0,361,99.44
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521485,Janík,1,1,100.0,497,312,62.77,312,100.0,309,99.03
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521493,Jasov,2,2,100.0,2439,1226,50.26,1224,99.83,1173,95.67
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521507,Kalša,1,1,100.0,588,414,70.4,414,100.0,407,98.3
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521523,Kecerovce,2,2,100.0,2325,1423,61.2,1413,99.29,1371,96.34
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521540,Kecerovský Lipovec,1,1,100.0,92,59,64.13,59,100.0,59,100.0
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,559687,Kechnec,1,1,100.0,884,519,58.71,518,99.8,505,97.3
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521558,Kokšov - Bakša,1,1,100.0,1018,702,68.95,702,100.0,690,98.29
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521566,Komárovce,1,1,100.0,322,221,68.63,221,100.0,220,99.54
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,582514,Kostoľany nad Hornádom,1,1,100.0,1009,733,72.64,731,99.72,719,98.09
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521574,Košická Belá,1,1,100.0,887,625,70.46,625,100.0,618,98.88
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521582,Košická Polianka,1,1,100.0,835,539,64.55,539,100.0,534,99.07
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521591,Košické Oľšany,1,1,100.0,1071,687,64.14,682,99.27,660,96.06
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521604,Košický Klečenov,1,1,100.0,246,164,66.66,164,100.0,164,100.0
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521612,Kráľovce,1,1,100.0,966,502,51.96,502,100.0,495,98.6
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521639,Kysak,2,2,100.0,1167,842,72.15,841,99.88,819,97.26
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521655,Malá Ida,2,2,100.0,1457,1147,78.72,1144,99.73,1135,98.95
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521663,Malá Lodina,1,1,100.0,196,173,88.26,173,100.0,170,98.26
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521671,Medzev,3,3,100.0,2997,1586,52.91,1582,99.74,1556,98.1
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,580252,Milhosť,1,1,100.0,323,175,54.17,175,100.0,172,98.28
8,Košický kraj,802,Košice - okolie,806,Košice - okolie,521680,Mokrance,1,1,100.0,1211,822,67.87,822,100.0,816,99.27
