Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Počet platných hlasov spolu,Počet platných hlasov za Piráti,Podiel platných hlasov v % za Piráti,Počet platných hlasov za PRINCÍP,Podiel platných hlasov v % za PRINCÍP,Počet platných hlasov za PS,Podiel platných hlasov v % za PS,Počet platných hlasov za SOS,Podiel platných hlasov v % za SOS,"Počet platných hlasov za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ","Podiel platných hlasov v % za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ",Počet platných hlasov za KSS,Podiel platných hlasov v % za KSS,"Počet platných hlasov za MF, ODS, ZR, RK, DS","Podiel platných hlasov v % za MF, ODS, ZR, RK, DS",Počet platných hlasov za VB,Podiel platných hlasov v % za VB,Počet platných hlasov za MM,Podiel platných hlasov v % za MM,Počet platných hlasov za SPRAVODLIVOSŤ,Podiel platných hlasov v % za SPRAVODLIVOSŤ,Počet platných hlasov za SHO,Podiel platných hlasov v % za SHO,Počet platných hlasov za SaS,Podiel platných hlasov v % za SaS,Počet platných hlasov za SME RODINA,Podiel platných hlasov v % za SME RODINA,Počet platných hlasov za MySlovensko,Podiel platných hlasov v % za MySlovensko,Počet platných hlasov za SNS,Podiel platných hlasov v % za SNS,Počet platných hlasov za SMER - SD,Podiel platných hlasov v % za SMER - SD,Počet platných hlasov za HLAS - SD,Podiel platných hlasov v % za HLAS - SD,Počet platných hlasov za SZÖVETSÉG - ALIANCIA,Podiel platných hlasov v % za SZÖVETSÉG - ALIANCIA,Počet platných hlasov za SRDCE - SNJ,Podiel platných hlasov v % za SRDCE - SNJ,Počet platných hlasov za SDKÚ - DS,Podiel platných hlasov v % za SDKÚ - DS,Počet platných hlasov za ĽSNS,Podiel platných hlasov v % za ĽSNS,Počet platných hlasov za Demokrati,Podiel platných hlasov v % za Demokrati,Počet platných hlasov za KDH,Podiel platných hlasov v % za KDH,Počet platných hlasov za KARMA,Podiel platných hlasov v % za KARMA,Počet platných hlasov za REPUBLIKA,Podiel platných hlasov v % za REPUBLIKA
5,Žilinský kraj,507,Žilina,511,Žilina,517721,Kunerad,686,1.0,0.14,,,77.0,11.22,2.0,0.29,62.0,9.03,,,,,1.0,0.14,,,1.0,0.14,1.0,0.14,35.0,5.1,20.0,2.91,2.0,0.29,66.0,9.62,214.0,31.19,101.0,14.72,,,,,,,2.0,0.29,13.0,1.89,46.0,6.7,2.0,0.29,40.0,5.83
5,Žilinský kraj,507,Žilina,511,Žilina,517739,Lietava,1000,6.0,0.6,,,180.0,18.0,1.0,0.1,59.0,5.9,2.0,0.2,,,,,,,,,,,74.0,7.4,32.0,3.2,1.0,0.1,89.0,8.9,285.0,28.5,133.0,13.3,1.0,0.1,,,,,8.0,0.8,24.0,2.4,49.0,4.9,,,56.0,5.6
5,Žilinský kraj,507,Žilina,511,Žilina,557935,Lietavská Lúčka,1098,1.0,0.09,,,164.0,14.93,3.0,0.27,78.0,7.1,1.0,0.09,,,,,,,,,,,93.0,8.46,15.0,1.36,2.0,0.18,84.0,7.65,326.0,29.69,188.0,17.12,,,1.0,0.09,,,9.0,0.81,36.0,3.27,48.0,4.37,2.0,0.18,47.0,4.28
5,Žilinský kraj,507,Žilina,511,Žilina,517755,Lietavská Svinná - Babkov,983,1.0,0.1,,,151.0,15.36,4.0,0.4,50.0,5.08,4.0,0.4,2.0,0.2,,,,,,,,,42.0,4.27,14.0,1.42,,,80.0,8.13,282.0,28.68,199.0,20.24,,,,,,,8.0,0.81,29.0,2.95,54.0,5.49,,,63.0,6.4
5,Žilinský kraj,507,Žilina,511,Žilina,517763,Lutiše,480,,,,,55.0,11.45,,,36.0,7.5,7.0,1.45,,,,,,,,,,,24.0,5.0,4.0,0.83,,,46.0,9.58,166.0,34.58,87.0,18.12,,,1.0,0.2,,,5.0,1.04,6.0,1.25,22.0,4.58,,,21.0,4.37
5,Žilinský kraj,507,Žilina,511,Žilina,517771,Lysica,547,,,,,51.0,9.32,2.0,0.36,28.0,5.11,2.0,0.36,,,,,7.0,1.27,,,1.0,0.18,27.0,4.93,6.0,1.09,,,48.0,8.77,228.0,41.68,74.0,13.52,,,,,,,2.0,0.36,11.0,2.01,30.0,5.48,,,30.0,5.48
5,Žilinský kraj,507,Žilina,511,Žilina,517780,Malá Čierna,222,1.0,0.45,,,18.0,8.1,,,14.0,6.3,1.0,0.45,,,1.0,0.45,,,,,,,6.0,2.7,3.0,1.35,,,31.0,13.96,76.0,34.23,32.0,14.41,2.0,0.9,,,,,2.0,0.9,7.0,3.15,14.0,6.3,,,14.0,6.3
5,Žilinský kraj,507,Žilina,511,Žilina,517801,Mojš,810,,,,,220.0,27.16,6.0,0.74,64.0,7.9,1.0,0.12,,,,,3.0,0.37,,,,,64.0,7.9,15.0,1.85,1.0,0.12,54.0,6.66,161.0,19.87,100.0,12.34,1.0,0.12,2.0,0.24,,,6.0,0.74,19.0,2.34,50.0,6.17,,,43.0,5.3
5,Žilinský kraj,507,Žilina,511,Žilina,517828,Nededza,666,1.0,0.15,,,136.0,20.42,1.0,0.15,37.0,5.55,3.0,0.45,,,,,1.0,0.15,,,,,39.0,5.85,14.0,2.1,,,48.0,7.2,160.0,24.02,125.0,18.76,1.0,0.15,,,,,8.0,1.2,16.0,2.4,46.0,6.9,,,30.0,4.5
5,Žilinský kraj,507,Žilina,511,Žilina,558168,Nezbudská Lúčka,280,2.0,0.71,,,22.0,7.85,1.0,0.35,23.0,8.21,,,,,1.0,0.35,,,1.0,0.35,,,10.0,3.57,7.0,2.5,1.0,0.35,19.0,6.78,114.0,40.71,37.0,13.21,,,,,,,3.0,1.07,7.0,2.5,19.0,6.78,,,13.0,4.64
5,Žilinský kraj,507,Žilina,511,Žilina,547611,Ovčiarsko,441,,,1.0,0.22,70.0,15.87,1.0,0.22,39.0,8.84,1.0,0.22,1.0,0.22,,,,,,,,,18.0,4.08,14.0,3.17,,,45.0,10.2,128.0,29.02,56.0,12.69,,,,,,,6.0,1.36,9.0,2.04,31.0,7.02,1.0,0.22,20.0,4.53
5,Žilinský kraj,507,Žilina,511,Žilina,547620,Paština Závada,161,,,,,17.0,10.55,,,5.0,3.1,,,,,,,,,,,,,5.0,3.1,2.0,1.24,,,19.0,11.8,39.0,24.22,36.0,22.36,,,,,,,,,1.0,0.62,10.0,6.21,,,27.0,16.77
5,Žilinský kraj,507,Žilina,511,Žilina,517879,Podhorie,594,2.0,0.33,1.0,0.16,84.0,14.14,,,56.0,9.42,,,,,,,1.0,0.16,1.0,0.16,,,33.0,5.55,9.0,1.51,,,57.0,9.59,170.0,28.61,89.0,14.98,,,,,,,3.0,0.5,21.0,3.53,46.0,7.74,,,21.0,3.53
5,Žilinský kraj,507,Žilina,511,Žilina,557960,Porúbka,332,1.0,0.3,,,67.0,20.18,1.0,0.3,9.0,2.71,3.0,0.9,,,1.0,0.3,,,,,,,26.0,7.83,4.0,1.2,,,20.0,6.02,105.0,31.62,49.0,14.75,,,,,,,5.0,1.5,8.0,2.4,12.0,3.61,1.0,0.3,20.0,6.02
5,Žilinský kraj,507,Žilina,511,Žilina,517917,Rajec,3379,5.0,0.14,1.0,0.02,457.0,13.52,,,255.0,7.54,6.0,0.17,,,1.0,0.02,1.0,0.02,1.0,0.02,2.0,0.05,147.0,4.35,66.0,1.95,6.0,0.17,251.0,7.42,1032.0,30.54,511.0,15.12,,,5.0,0.14,3.0,0.08,40.0,1.18,73.0,2.16,339.0,10.03,2.0,0.05,175.0,5.17
5,Žilinský kraj,507,Žilina,511,Žilina,517925,Rajecká Lesná,721,6.0,0.83,,,88.0,12.2,,,44.0,6.1,5.0,0.69,,,,,,,,,,,26.0,3.6,10.0,1.38,,,48.0,6.65,224.0,31.06,149.0,20.66,,,1.0,0.13,,,3.0,0.41,11.0,1.52,54.0,7.48,,,52.0,7.21
5,Žilinský kraj,507,Žilina,511,Žilina,517933,Rajecké Teplice,1880,3.0,0.15,,,354.0,18.82,6.0,0.31,150.0,7.97,8.0,0.42,,,3.0,0.15,3.0,0.15,1.0,0.05,,,107.0,5.69,38.0,2.02,2.0,0.1,147.0,7.81,436.0,23.19,295.0,15.69,,,1.0,0.05,1.0,0.05,18.0,0.95,56.0,2.97,168.0,8.93,1.0,0.05,82.0,4.36
5,Žilinský kraj,507,Žilina,511,Žilina,517941,Rosina,2089,6.0,0.28,,,429.0,20.53,6.0,0.28,121.0,5.79,6.0,0.28,,,2.0,0.09,,,2.0,0.09,1.0,0.04,142.0,6.79,31.0,1.48,,,137.0,6.55,543.0,25.99,334.0,15.98,,,,,,,15.0,0.71,81.0,3.87,127.0,6.07,1.0,0.04,105.0,5.02
5,Žilinský kraj,507,Žilina,511,Žilina,517950,Stráňavy,1164,5.0,0.42,,,175.0,15.03,1.0,0.08,72.0,6.18,3.0,0.25,,,,,,,,,,,65.0,5.58,23.0,1.97,,,100.0,8.59,374.0,32.13,173.0,14.86,,,2.0,0.17,,,23.0,1.97,32.0,2.74,48.0,4.12,1.0,0.08,67.0,5.75
5,Žilinský kraj,507,Žilina,511,Žilina,517968,Stránske,568,1.0,0.17,,,97.0,17.07,1.0,0.17,36.0,6.33,1.0,0.17,,,,,,,2.0,0.35,,,32.0,5.63,12.0,2.11,1.0,0.17,40.0,7.04,143.0,25.17,86.0,15.14,,,1.0,0.17,,,8.0,1.4,15.0,2.64,53.0,9.33,,,39.0,6.86
5,Žilinský kraj,507,Žilina,511,Žilina,517976,Stráža,413,1.0,0.24,,,29.0,7.02,1.0,0.24,15.0,3.63,2.0,0.48,,,1.0,0.24,,,,,,,8.0,1.93,7.0,1.69,,,51.0,12.34,155.0,37.53,65.0,15.73,,,,,,,1.0,0.24,17.0,4.11,35.0,8.47,1.0,0.24,24.0,5.81
5,Žilinský kraj,507,Žilina,511,Žilina,517984,Strečno,1552,2.0,0.12,1.0,0.06,264.0,17.01,4.0,0.25,129.0,8.31,2.0,0.12,1.0,0.06,1.0,0.06,,,,,,,75.0,4.83,13.0,0.83,,,116.0,7.47,440.0,28.35,255.0,16.43,,,,,,,11.0,0.7,56.0,3.6,107.0,6.89,1.0,0.06,74.0,4.76
5,Žilinský kraj,507,Žilina,511,Žilina,518000,Svederník,934,7.0,0.74,,,208.0,22.26,1.0,0.1,81.0,8.67,1.0,0.1,,,,,1.0,0.1,,,,,80.0,8.56,14.0,1.49,1.0,0.1,55.0,5.88,229.0,24.51,119.0,12.74,,,,,,,10.0,1.07,30.0,3.21,55.0,5.88,,,42.0,4.49
5,Žilinský kraj,507,Žilina,511,Žilina,581712,Šuja,204,,,,,32.0,15.68,,,8.0,3.92,1.0,0.49,,,,,,,,,,,8.0,3.92,3.0,1.47,,,23.0,11.27,59.0,28.92,29.0,14.21,,,,,,,4.0,1.96,2.0,0.98,16.0,7.84,,,19.0,9.31
5,Žilinský kraj,507,Žilina,511,Žilina,518034,Teplička nad Váhom,2531,4.0,0.15,2.0,0.07,509.0,20.11,11.0,0.43,214.0,8.45,8.0,0.31,1.0,0.03,1.0,0.03,2.0,0.07,1.0,0.03,,,165.0,6.51,43.0,1.69,2.0,0.07,183.0,7.23,586.0,23.15,315.0,12.44,,,2.0,0.07,1.0,0.03,19.0,0.75,110.0,4.34,247.0,9.75,4.0,0.15,101.0,3.99
5,Žilinský kraj,507,Žilina,511,Žilina,518042,Terchová,2655,5.0,0.18,,,432.0,16.27,3.0,0.11,130.0,4.89,13.0,0.48,2.0,0.07,1.0,0.03,2.0,0.07,,,3.0,0.11,157.0,5.91,45.0,1.69,4.0,0.15,203.0,7.64,722.0,27.19,419.0,15.78,1.0,0.03,1.0,0.03,,,28.0,1.05,56.0,2.1,264.0,9.94,,,164.0,6.17
5,Žilinský kraj,507,Žilina,511,Žilina,518051,Turie,1288,6.0,0.46,,,180.0,13.97,2.0,0.15,91.0,7.06,8.0,0.62,,,1.0,0.07,,,,,,,63.0,4.89,33.0,2.56,2.0,0.15,101.0,7.84,421.0,32.68,185.0,14.36,,,,,,,11.0,0.85,34.0,2.63,84.0,6.52,,,66.0,5.12
5,Žilinský kraj,507,Žilina,511,Žilina,518069,Varín,2301,10.0,0.43,,,319.0,13.86,3.0,0.13,219.0,9.51,4.0,0.17,,,1.0,0.04,3.0,0.13,,,3.0,0.13,118.0,5.12,36.0,1.56,5.0,0.21,219.0,9.51,606.0,26.33,268.0,11.64,1.0,0.04,1.0,0.04,,,16.0,0.69,70.0,3.04,241.0,10.47,2.0,0.08,156.0,6.77
5,Žilinský kraj,507,Žilina,511,Žilina,518077,Veľká Čierna,235,1.0,0.42,1.0,0.42,9.0,3.82,,,17.0,7.23,,,,,,,,,1.0,0.42,,,8.0,3.4,2.0,0.85,,,42.0,17.87,88.0,37.44,29.0,12.34,,,,,,,2.0,0.85,5.0,2.12,18.0,7.65,,,12.0,5.1
5,Žilinský kraj,507,Žilina,511,Žilina,518093,Višňové,1833,5.0,0.27,,,292.0,15.93,2.0,0.1,110.0,6.0,1.0,0.05,,,,,,,2.0,0.1,,,117.0,6.38,29.0,1.58,1.0,0.05,181.0,9.87,534.0,29.13,347.0,18.93,,,1.0,0.05,1.0,0.05,7.0,0.38,48.0,2.61,80.0,4.36,1.0,0.05,74.0,4.03
5,Žilinský kraj,507,Žilina,511,Žilina,518131,Zbyňov,527,3.0,0.56,,,80.0,15.18,,,34.0,6.45,2.0,0.37,,,,,,,,,,,26.0,4.93,16.0,3.03,,,45.0,8.53,163.0,30.92,90.0,17.07,,,1.0,0.18,1.0,0.18,5.0,0.94,14.0,2.65,23.0,4.36,,,24.0,4.55
5,Žilinský kraj,507,Žilina,511,Žilina,517402,Žilina,46628,111.0,0.23,13.0,0.02,11169.0,23.95,93.0,0.19,3335.0,7.15,119.0,0.25,11.0,0.02,22.0,0.04,48.0,0.1,10.0,0.02,14.0,0.03,3956.0,8.48,794.0,1.7,35.0,0.07,2957.0,6.34,10757.0,23.06,6314.0,13.54,7.0,0.01,33.0,0.07,4.0,0.0,333.0,0.71,1836.0,3.93,2645.0,5.67,36.0,0.07,1976.0,4.23
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508454,Badín,1326,4.0,0.3,,,264.0,19.9,4.0,0.3,84.0,6.33,5.0,0.37,1.0,0.07,,,5.0,0.37,3.0,0.22,2.0,0.15,99.0,7.46,29.0,2.18,,,87.0,6.56,253.0,19.07,285.0,21.49,2.0,0.15,3.0,0.22,,,16.0,1.2,34.0,2.56,85.0,6.41,1.0,0.07,60.0,4.52
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508471,Baláže,149,,,,,28.0,18.79,,,,,,,,,,,,,,,,,10.0,6.71,6.0,4.02,1.0,0.67,22.0,14.76,32.0,21.47,33.0,22.14,,,,,,,,,4.0,2.68,6.0,4.02,,,7.0,4.69
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508438,Banská Bystrica,42082,119.0,0.28,13.0,0.03,10119.0,24.04,25.0,0.05,2120.0,5.03,132.0,0.31,35.0,0.08,9.0,0.02,74.0,0.17,6.0,0.01,18.0,0.04,3431.0,8.15,846.0,2.01,36.0,0.08,2334.0,5.54,8265.0,19.64,9044.0,21.49,26.0,0.06,51.0,0.12,7.0,0.01,491.0,1.16,1405.0,3.33,1998.0,4.74,31.0,0.07,1447.0,3.43
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508675,Brusno,1377,2.0,0.14,,,180.0,13.07,1.0,0.07,50.0,3.63,11.0,0.79,,,,,1.0,0.07,1.0,0.07,,,50.0,3.63,28.0,2.03,,,115.0,8.35,408.0,29.62,300.0,21.78,17.0,1.23,1.0,0.07,1.0,0.07,15.0,1.08,33.0,2.39,82.0,5.95,,,81.0,5.88
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508519,Čerín,278,,,,,30.0,10.79,,,11.0,3.95,,,,,,,,,,,,,19.0,6.83,7.0,2.51,1.0,0.35,23.0,8.27,73.0,26.25,75.0,26.97,,,,,,,13.0,4.67,7.0,2.51,8.0,2.87,,,11.0,3.95
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508543,Dolná Mičiná,300,,,1.0,0.33,41.0,13.66,1.0,0.33,6.0,2.0,1.0,0.33,,,,,,,2.0,0.66,,,30.0,10.0,6.0,2.0,,,30.0,10.0,70.0,23.33,70.0,23.33,,,2.0,0.66,,,2.0,0.66,9.0,3.0,16.0,5.33,,,13.0,4.33
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508551,Dolný Harmanec,158,1.0,0.63,,,19.0,12.02,,,12.0,7.59,,,,,,,,,,,,,7.0,4.43,3.0,1.89,,,12.0,7.59,44.0,27.84,44.0,27.84,,,,,,,5.0,3.16,1.0,0.63,2.0,1.26,,,8.0,5.06
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508560,Donovaly,497,2.0,0.4,,,130.0,26.15,,,17.0,3.42,2.0,0.4,,,,,4.0,0.8,,,,,73.0,14.68,17.0,3.42,,,37.0,7.44,68.0,13.68,56.0,11.26,4.0,0.8,2.0,0.4,,,4.0,0.8,10.0,2.01,52.0,10.46,,,19.0,3.82
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508586,Dúbravica,216,1.0,0.46,1.0,0.46,21.0,9.72,,,9.0,4.16,1.0,0.46,,,,,,,,,,,14.0,6.48,4.0,1.85,,,17.0,7.87,73.0,33.79,47.0,21.75,,,,,,,3.0,1.38,8.0,3.7,7.0,3.24,1.0,0.46,9.0,4.16
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508594,Harmanec,440,1.0,0.22,,,41.0,9.31,,,30.0,6.81,2.0,0.45,,,1.0,0.22,,,,,1.0,0.22,11.0,2.5,17.0,3.86,,,19.0,4.31,119.0,27.04,136.0,30.9,,,,,,,4.0,0.9,12.0,2.72,8.0,1.81,2.0,0.45,36.0,8.18
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508616,Hiadeľ,276,2.0,0.72,,,32.0,11.59,,,5.0,1.81,1.0,0.36,1.0,0.36,,,,,,,,,9.0,3.26,10.0,3.62,,,30.0,10.86,85.0,30.79,59.0,21.37,,,,,,,6.0,2.17,5.0,1.81,13.0,4.71,2.0,0.72,16.0,5.79
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508632,Horná Mičiná,412,1.0,0.24,,,101.0,24.51,,,24.0,5.82,1.0,0.24,1.0,0.24,,,,,,,,,30.0,7.28,7.0,1.69,1.0,0.24,17.0,4.12,71.0,17.23,104.0,25.24,,,,,,,7.0,1.69,12.0,2.91,22.0,5.33,,,13.0,3.15
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508641,Horné Pršany,255,1.0,0.39,,,50.0,19.6,,,8.0,3.13,2.0,0.78,,,,,,,,,,,25.0,9.8,6.0,2.35,,,29.0,11.37,49.0,19.21,63.0,24.7,,,,,,,2.0,0.78,6.0,2.35,11.0,4.31,,,3.0,1.17
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508659,Hrochoť,748,2.0,0.26,1.0,0.13,93.0,12.43,,,27.0,3.6,1.0,0.13,,,,,,,,,1.0,0.13,25.0,3.34,26.0,3.47,3.0,0.4,78.0,10.42,245.0,32.75,190.0,25.4,,,1.0,0.13,1.0,0.13,5.0,0.66,12.0,1.6,10.0,1.33,,,27.0,3.6
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,580236,Hronsek,413,,,,,61.0,14.76,1.0,0.24,15.0,3.63,,,2.0,0.48,,,,,1.0,0.24,,,21.0,5.08,8.0,1.93,3.0,0.72,26.0,6.29,114.0,27.6,105.0,25.42,,,5.0,1.21,,,5.0,1.21,6.0,1.45,20.0,4.84,,,20.0,4.84
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508713,Kordíky,308,1.0,0.32,,,70.0,22.72,,,16.0,5.19,,,,,,,,,,,,,21.0,6.81,8.0,2.59,,,20.0,6.49,55.0,17.85,71.0,23.05,,,,,,,7.0,2.27,12.0,3.89,14.0,4.54,,,13.0,4.22
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508721,Králiky,502,2.0,0.39,,,80.0,15.93,,,25.0,4.98,3.0,0.59,6.0,1.19,1.0,0.19,1.0,0.19,,,,,33.0,6.57,10.0,1.99,,,30.0,5.97,73.0,14.54,171.0,34.06,1.0,0.19,1.0,0.19,,,2.0,0.39,23.0,4.58,23.0,4.58,,,17.0,3.38
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,557277,Kynceľová,241,1.0,0.41,,,46.0,19.08,,,10.0,4.14,3.0,1.24,,,,,,,,,,,14.0,5.8,6.0,2.48,,,21.0,8.71,70.0,29.04,40.0,16.59,,,,,1.0,0.41,4.0,1.65,9.0,3.73,8.0,3.31,1.0,0.41,7.0,2.9
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508748,Ľubietová,793,4.0,0.5,,,134.0,16.89,1.0,0.12,42.0,5.29,4.0,0.5,1.0,0.12,,,1.0,0.12,,,1.0,0.12,36.0,4.53,19.0,2.39,1.0,0.12,57.0,7.18,205.0,25.85,170.0,21.43,1.0,0.12,1.0,0.12,1.0,0.12,10.0,1.26,26.0,3.27,23.0,2.9,3.0,0.37,52.0,6.55
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508756,Lučatín,434,2.0,0.46,,,91.0,20.96,,,13.0,2.99,1.0,0.23,2.0,0.46,,,,,,,1.0,0.23,32.0,7.37,14.0,3.22,,,19.0,4.37,105.0,24.19,102.0,23.5,,,,,,,6.0,1.38,15.0,3.45,18.0,4.14,,,13.0,2.99
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,580244,Malachov,735,2.0,0.27,,,156.0,21.22,,,46.0,6.25,3.0,0.4,1.0,0.13,,,,,,,,,71.0,9.65,20.0,2.72,1.0,0.13,49.0,6.66,149.0,20.27,141.0,19.18,1.0,0.13,,,,,9.0,1.22,23.0,3.12,32.0,4.35,2.0,0.27,29.0,3.94
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508764,Medzibrod,857,2.0,0.23,,,123.0,14.35,,,23.0,2.68,1.0,0.11,,,,,,,1.0,0.11,1.0,0.11,49.0,5.71,13.0,1.51,,,118.0,13.76,168.0,19.6,216.0,25.2,,,4.0,0.46,,,23.0,2.68,25.0,2.91,49.0,5.71,,,41.0,4.78
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508799,Moštenica,176,,,,,26.0,14.77,,,3.0,1.7,,,,,,,,,,,,,6.0,3.4,2.0,1.13,,,13.0,7.38,64.0,36.36,45.0,25.56,,,,,,,,,4.0,2.27,5.0,2.84,1.0,0.56,7.0,3.97
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508802,Motyčky,89,,,1.0,1.12,12.0,13.48,,,3.0,3.37,,,,,,,,,,,,,6.0,6.74,1.0,1.12,,,12.0,13.48,17.0,19.1,19.0,21.34,,,,,,,,,3.0,3.37,10.0,11.23,,,5.0,5.61
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508781,Môlča,183,1.0,0.54,,,27.0,14.75,,,7.0,3.82,,,,,,,,,,,,,16.0,8.74,4.0,2.18,,,10.0,5.46,52.0,28.41,43.0,23.49,,,,,,,4.0,2.18,6.0,3.27,4.0,2.18,,,9.0,4.91
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,557285,Nemce,723,3.0,0.41,,,130.0,17.98,1.0,0.13,34.0,4.7,2.0,0.27,,,,,2.0,0.27,,,,,60.0,8.29,17.0,2.35,,,34.0,4.7,170.0,23.51,183.0,25.31,,,,,,,17.0,2.35,17.0,2.35,33.0,4.56,,,20.0,2.76
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508837,Oravce,112,,,,,14.0,12.5,,,4.0,3.57,1.0,0.89,1.0,0.89,,,,,,,,,3.0,2.67,5.0,4.46,3.0,2.67,5.0,4.46,36.0,32.14,30.0,26.78,,,,,,,,,1.0,0.89,2.0,1.78,,,7.0,6.25
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508861,Podkonice,552,1.0,0.18,,,94.0,17.02,,,15.0,2.71,7.0,1.26,,,,,,,,,,,36.0,6.52,8.0,1.44,,,44.0,7.97,124.0,22.46,121.0,21.92,,,,,1.0,0.18,4.0,0.72,8.0,1.44,68.0,12.31,,,21.0,3.8
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508896,Pohronský Bukovec,78,,,,,4.0,5.12,,,1.0,1.28,,,,,,,,,,,,,,,1.0,1.28,,,6.0,7.69,20.0,25.64,37.0,47.43,,,,,,,,,3.0,3.84,4.0,5.12,,,2.0,2.56
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508918,Poniky,874,6.0,0.68,,,137.0,15.67,2.0,0.22,46.0,5.26,11.0,1.25,,,,,,,,,,,41.0,4.69,39.0,4.46,2.0,0.22,73.0,8.35,221.0,25.28,193.0,22.08,,,1.0,0.11,,,7.0,0.8,14.0,1.6,37.0,4.23,1.0,0.11,43.0,4.91
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508926,Povrazník,93,,,,,6.0,6.45,1.0,1.07,2.0,2.15,1.0,1.07,,,,,,,,,,,4.0,4.3,3.0,3.22,,,8.0,8.6,22.0,23.65,32.0,34.4,,,,,,,7.0,7.52,2.0,2.15,,,,,5.0,5.37
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508942,Priechod,574,5.0,0.87,,,96.0,16.72,1.0,0.17,49.0,8.53,7.0,1.21,,,,,1.0,0.17,,,2.0,0.34,27.0,4.7,19.0,3.31,2.0,0.34,47.0,8.18,74.0,12.89,108.0,18.81,1.0,0.17,,,,,10.0,1.74,16.0,2.78,80.0,13.93,1.0,0.17,28.0,4.87
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508969,Riečka,492,3.0,0.6,,,97.0,19.71,2.0,0.4,15.0,3.04,2.0,0.4,2.0,0.4,1.0,0.2,,,,,,,31.0,6.3,9.0,1.82,,,33.0,6.7,85.0,17.27,141.0,28.65,,,,,,,6.0,1.21,12.0,2.43,39.0,7.92,,,14.0,2.84
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508977,Sebedín - Bečov,215,2.0,0.93,,,29.0,13.48,,,10.0,4.65,1.0,0.46,,,,,,,,,,,6.0,2.79,3.0,1.39,,,13.0,6.04,69.0,32.09,61.0,28.37,,,,,1.0,0.46,3.0,1.39,1.0,0.46,,,,,16.0,7.44
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,508985,Selce,1308,4.0,0.3,,,231.0,17.66,,,88.0,6.72,4.0,0.3,1.0,0.07,,,,,1.0,0.07,,,93.0,7.11,35.0,2.67,1.0,0.07,86.0,6.57,201.0,15.36,290.0,22.17,1.0,0.07,,,,,16.0,1.22,68.0,5.19,141.0,10.77,2.0,0.15,45.0,3.44
6,Banskobystrický kraj,601,Banská Bystrica,601,Banská Bystrica,509001,Slovenská Ľupča,1874,7.0,0.37,1.0,0.05,318.0,16.96,1.0,0.05,91.0,4.85,6.0,0.32,1.0,0.05,,,1.0,0.05,3.0,0.16,,,138.0,7.36,49.0,2.61,2.0,0.1,154.0,8.21,431.0,22.99,398.0,21.23,,,9.0,0.48,,,37.0,1.97,38.0,2.02,115.0,6.13,3.0,0.16,71.0,3.78
