Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Počet platných hlasov spolu,Počet platných hlasov za Piráti,Podiel platných hlasov v % za Piráti,Počet platných hlasov za PRINCÍP,Podiel platných hlasov v % za PRINCÍP,Počet platných hlasov za PS,Podiel platných hlasov v % za PS,Počet platných hlasov za SOS,Podiel platných hlasov v % za SOS,"Počet platných hlasov za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ","Podiel platných hlasov v % za OĽANO A PRIATELIA, KÚ a ZA ĽUDÍ",Počet platných hlasov za KSS,Podiel platných hlasov v % za KSS,"Počet platných hlasov za MF, ODS, ZR, RK, DS","Podiel platných hlasov v % za MF, ODS, ZR, RK, DS",Počet platných hlasov za VB,Podiel platných hlasov v % za VB,Počet platných hlasov za MM,Podiel platných hlasov v % za MM,Počet platných hlasov za SPRAVODLIVOSŤ,Podiel platných hlasov v % za SPRAVODLIVOSŤ,Počet platných hlasov za SHO,Podiel platných hlasov v % za SHO,Počet platných hlasov za SaS,Podiel platných hlasov v % za SaS,Počet platných hlasov za SME RODINA,Podiel platných hlasov v % za SME RODINA,Počet platných hlasov za MySlovensko,Podiel platných hlasov v % za MySlovensko,Počet platných hlasov za SNS,Podiel platných hlasov v % za SNS,Počet platných hlasov za SMER - SD,Podiel platných hlasov v % za SMER - SD,Počet platných hlasov za HLAS - SD,Podiel platných hlasov v % za HLAS - SD,Počet platných hlasov za SZÖVETSÉG - ALIANCIA,Podiel platných hlasov v % za SZÖVETSÉG - ALIANCIA,Počet platných hlasov za SRDCE - SNJ,Podiel platných hlasov v % za SRDCE - SNJ,Počet platných hlasov za SDKÚ - DS,Podiel platných hlasov v % za SDKÚ - DS,Počet platných hlasov za ĽSNS,Podiel platných hlasov v % za ĽSNS,Počet platných hlasov za Demokrati,Podiel platných hlasov v % za Demokrati,Počet platných hlasov za KDH,Podiel platných hlasov v % za KDH,Počet platných hlasov za KARMA,Podiel platných hlasov v % za KARMA,Počet platných hlasov za REPUBLIKA,Podiel platných hlasov v % za REPUBLIKA
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,510548,Komjatná,869,,,,,75.0,8.63,,,111.0,12.77,1.0,0.11,,,,,2.0,0.23,,,,,29.0,3.33,21.0,2.41,,,88.0,10.12,129.0,14.84,100.0,11.5,,,2.0,0.23,1.0,0.11,7.0,0.8,43.0,4.94,191.0,21.97,,,69.0,7.94
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,510599,Likavka,1705,10.0,0.58,,,268.0,15.71,7.0,0.41,186.0,10.9,12.0,0.7,1.0,0.05,,,1.0,0.05,,,1.0,0.05,90.0,5.27,66.0,3.87,1.0,0.05,133.0,7.8,293.0,17.18,249.0,14.6,1.0,0.05,,,1.0,0.05,10.0,0.58,60.0,3.51,236.0,13.84,1.0,0.05,78.0,4.57
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,510629,Liptovská Lúžna,1546,3.0,0.19,2.0,0.12,190.0,12.28,2.0,0.12,134.0,8.66,7.0,0.45,2.0,0.12,3.0,0.19,,,,,3.0,0.19,63.0,4.07,42.0,2.71,2.0,0.12,199.0,12.87,346.0,22.38,287.0,18.56,,,,,,,14.0,0.9,48.0,3.1,72.0,4.65,3.0,0.19,124.0,8.02
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,510637,Liptovská Osada,1019,,,,,138.0,13.54,,,106.0,10.4,17.0,1.66,,,,,,,,,,,46.0,4.51,28.0,2.74,,,110.0,10.79,183.0,17.95,171.0,16.78,,,1.0,0.09,1.0,0.09,3.0,0.29,18.0,1.76,85.0,8.34,,,112.0,10.99
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,510661,Liptovská Štiavnica,834,2.0,0.23,,,147.0,17.62,,,60.0,7.19,2.0,0.23,,,,,1.0,0.11,1.0,0.11,,,65.0,7.79,27.0,3.23,,,65.0,7.79,195.0,23.38,103.0,12.35,1.0,0.11,,,,,7.0,0.83,28.0,3.35,82.0,9.83,3.0,0.35,45.0,5.39
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,510670,Liptovská Teplá,623,3.0,0.48,,,109.0,17.49,,,58.0,9.3,2.0,0.32,,,,,,,1.0,0.16,,,36.0,5.77,12.0,1.92,,,62.0,9.95,119.0,19.1,82.0,13.16,,,1.0,0.16,,,7.0,1.12,8.0,1.28,68.0,10.91,,,55.0,8.82
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,510718,Liptovské Revúce,958,1.0,0.1,,,91.0,9.49,2.0,0.2,53.0,5.53,6.0,0.62,,,,,,,,,,,39.0,4.07,13.0,1.35,,,63.0,6.57,214.0,22.33,124.0,12.94,1.0,0.1,,,1.0,0.1,9.0,0.93,19.0,1.98,86.0,8.97,,,236.0,24.63
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,511005,Liptovské Sliače,2233,6.0,0.26,,,235.0,10.52,4.0,0.17,231.0,10.34,8.0,0.35,1.0,0.04,,,,,,,1.0,0.04,104.0,4.65,50.0,2.23,2.0,0.08,198.0,8.86,400.0,17.91,370.0,16.56,,,1.0,0.04,1.0,0.04,41.0,1.83,83.0,3.71,350.0,15.67,,,147.0,6.58
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,510742,Liptovský Michal,179,2.0,1.11,,,29.0,16.2,,,7.0,3.91,2.0,1.11,,,,,,,,,,,11.0,6.14,5.0,2.79,,,10.0,5.58,35.0,19.55,35.0,19.55,,,,,,,6.0,3.35,3.0,1.67,18.0,10.05,,,16.0,8.93
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,510785,Lisková,1220,6.0,0.49,1.0,0.08,177.0,14.5,8.0,0.65,86.0,7.04,9.0,0.73,,,,,,,,,,,51.0,4.18,50.0,4.09,2.0,0.16,143.0,11.72,248.0,20.32,182.0,14.91,,,,,,,4.0,0.32,50.0,4.09,136.0,11.14,1.0,0.08,66.0,5.4
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,510807,Ľubochňa,630,3.0,0.47,,,82.0,13.01,1.0,0.15,35.0,5.55,4.0,0.63,,,,,,,1.0,0.15,,,44.0,6.98,13.0,2.06,,,54.0,8.57,142.0,22.53,78.0,12.38,2.0,0.31,,,1.0,0.15,9.0,1.42,18.0,2.85,94.0,14.92,1.0,0.15,48.0,7.61
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,510815,Lúčky,1148,7.0,0.6,1.0,0.08,169.0,14.72,2.0,0.17,80.0,6.96,2.0,0.17,,,,,,,1.0,0.08,,,58.0,5.05,24.0,2.09,4.0,0.34,155.0,13.5,202.0,17.59,171.0,14.89,4.0,0.34,2.0,0.17,1.0,0.08,5.0,0.43,44.0,3.83,140.0,12.19,1.0,0.08,75.0,6.53
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,510823,Ludrová,603,2.0,0.33,1.0,0.16,60.0,9.95,1.0,0.16,44.0,7.29,4.0,0.66,,,,,,,,,,,23.0,3.81,15.0,2.48,,,56.0,9.28,123.0,20.39,101.0,16.74,,,,,1.0,0.16,12.0,1.99,18.0,2.98,68.0,11.27,,,74.0,12.27
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,510866,Martinček,257,1.0,0.38,,,26.0,10.11,,,29.0,11.28,,,,,,,,,,,1.0,0.38,13.0,5.05,9.0,3.5,,,48.0,18.67,37.0,14.39,37.0,14.39,,,,,1.0,0.38,5.0,1.94,4.0,1.55,36.0,14.0,,,10.0,3.89
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,510955,Potok,75,1.0,1.33,,,8.0,10.66,,,5.0,6.66,1.0,1.33,,,,,,,1.0,1.33,,,5.0,6.66,2.0,2.66,,,9.0,12.0,17.0,22.66,14.0,18.66,,,,,1.0,1.33,,,3.0,4.0,4.0,5.33,,,4.0,5.33
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,510998,Ružomberok,14830,57.0,0.38,10.0,0.06,2570.0,17.32,21.0,0.14,1472.0,9.92,63.0,0.42,6.0,0.04,5.0,0.03,16.0,0.1,10.0,0.06,7.0,0.04,945.0,6.37,387.0,2.6,10.0,0.06,1055.0,7.11,3040.0,20.49,2112.0,14.24,6.0,0.04,9.0,0.06,3.0,0.02,165.0,1.11,534.0,3.6,1472.0,9.92,22.0,0.14,833.0,5.61
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,511030,Stankovany,664,2.0,0.3,,,54.0,8.13,1.0,0.15,67.0,10.09,3.0,0.45,1.0,0.15,,,,,,,,,31.0,4.66,19.0,2.86,3.0,0.45,70.0,10.54,138.0,20.78,120.0,18.07,,,1.0,0.15,1.0,0.15,16.0,2.4,12.0,1.8,63.0,9.48,,,62.0,9.33
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,511056,Štiavnička,540,1.0,0.18,,,98.0,18.14,1.0,0.18,41.0,7.59,1.0,0.18,,,,,1.0,0.18,,,,,38.0,7.03,16.0,2.96,,,42.0,7.77,88.0,16.29,97.0,17.96,1.0,0.18,1.0,0.18,,,3.0,0.55,17.0,3.14,50.0,9.25,1.0,0.18,43.0,7.96
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,511064,Švošov,484,10.0,2.06,,,54.0,11.15,1.0,0.2,49.0,10.12,4.0,0.82,,,,,1.0,0.2,,,,,24.0,4.95,12.0,2.47,2.0,0.41,55.0,11.36,94.0,19.42,57.0,11.77,,,,,1.0,0.2,5.0,1.03,12.0,2.47,67.0,13.84,,,36.0,7.43
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,507407,Turík,170,1.0,0.58,,,22.0,12.94,,,11.0,6.47,2.0,1.17,,,,,,,,,,,6.0,3.52,6.0,3.52,,,15.0,8.82,37.0,21.76,34.0,20.0,1.0,0.58,,,,,,,4.0,2.35,12.0,7.05,,,19.0,11.17
5,Žilinský kraj,506,Ružomberok,508,Ružomberok,511102,Valaská Dubová,463,1.0,0.21,,,56.0,12.09,1.0,0.21,39.0,8.42,2.0,0.43,,,3.0,0.64,1.0,0.21,,,,,18.0,3.88,19.0,4.1,,,53.0,11.44,78.0,16.84,58.0,12.52,,,2.0,0.43,,,1.0,0.21,5.0,1.07,106.0,22.89,1.0,0.21,19.0,4.1
5,Žilinský kraj,507,Žilina,501,Bytča,517461,Bytča,6671,15.0,0.22,1.0,0.01,910.0,13.64,7.0,0.1,440.0,6.59,26.0,0.38,1.0,0.01,,,2.0,0.02,4.0,0.05,7.0,0.1,341.0,5.11,162.0,2.42,7.0,0.1,582.0,8.72,1909.0,28.61,1127.0,16.89,,,8.0,0.11,2.0,0.02,64.0,0.95,170.0,2.54,494.0,7.4,6.0,0.08,386.0,5.78
5,Žilinský kraj,507,Žilina,501,Bytča,581984,Hlboké nad Váhom,590,,,,,45.0,7.62,,,56.0,9.49,2.0,0.33,1.0,0.16,3.0,0.5,,,,,,,13.0,2.2,16.0,2.71,,,51.0,8.64,193.0,32.71,132.0,22.37,,,,,,,6.0,1.01,12.0,2.03,19.0,3.22,,,41.0,6.94
5,Žilinský kraj,507,Žilina,501,Bytča,517623,Hvozdnica,718,,,,,69.0,9.61,,,62.0,8.63,2.0,0.27,,,,,,,,,,,19.0,2.64,8.0,1.11,,,70.0,9.74,212.0,29.52,128.0,17.82,,,,,,,10.0,1.39,14.0,1.94,74.0,10.3,,,50.0,6.96
5,Žilinský kraj,507,Žilina,501,Bytča,517631,Jablonové,512,1.0,0.19,,,43.0,8.39,,,20.0,3.9,2.0,0.39,,,,,1.0,0.19,1.0,0.19,1.0,0.19,13.0,2.53,6.0,1.17,,,39.0,7.61,155.0,30.27,126.0,24.6,,,,,,,6.0,1.17,20.0,3.9,45.0,8.78,1.0,0.19,32.0,6.25
5,Žilinský kraj,507,Žilina,501,Bytča,517674,Kolárovice,1034,1.0,0.09,1.0,0.09,62.0,5.99,,,60.0,5.8,6.0,0.58,,,1.0,0.09,,,1.0,0.09,5.0,0.48,34.0,3.28,21.0,2.03,,,94.0,9.09,420.0,40.61,188.0,18.18,,,2.0,0.19,,,13.0,1.25,11.0,1.06,48.0,4.64,,,66.0,6.38
5,Žilinský kraj,507,Žilina,501,Bytča,517691,Kotešová,1303,3.0,0.23,1.0,0.07,152.0,11.66,2.0,0.15,71.0,5.44,3.0,0.23,,,,,2.0,0.15,,,,,64.0,4.91,29.0,2.22,1.0,0.07,83.0,6.36,487.0,37.37,209.0,16.03,1.0,0.07,,,,,14.0,1.07,30.0,2.3,71.0,5.44,1.0,0.07,79.0,6.06
5,Žilinský kraj,507,Žilina,501,Bytča,517798,Maršová - Rašov,592,2.0,0.33,,,52.0,8.78,,,61.0,10.3,3.0,0.5,,,,,1.0,0.16,,,,,31.0,5.23,13.0,2.19,,,45.0,7.6,185.0,31.25,104.0,17.56,,,3.0,0.5,,,2.0,0.33,17.0,2.87,32.0,5.4,,,41.0,6.92
5,Žilinský kraj,507,Žilina,501,Bytča,517861,Petrovice,990,2.0,0.2,,,96.0,9.69,2.0,0.2,43.0,4.34,3.0,0.3,,,,,,,,,1.0,0.1,38.0,3.83,17.0,1.71,1.0,0.1,115.0,11.61,337.0,34.04,189.0,19.09,,,,,,,12.0,1.21,17.0,1.71,31.0,3.13,,,86.0,8.68
5,Žilinský kraj,507,Žilina,501,Bytča,517895,Predmier,860,2.0,0.23,,,123.0,14.3,1.0,0.11,48.0,5.58,6.0,0.69,,,,,1.0,0.11,,,,,43.0,5.0,19.0,2.2,,,66.0,7.67,170.0,19.76,168.0,19.53,1.0,0.11,1.0,0.11,,,4.0,0.46,33.0,3.83,131.0,15.23,1.0,0.11,42.0,4.88
5,Žilinský kraj,507,Žilina,501,Bytča,517992,Súľov - Hradná,665,3.0,0.45,,,119.0,17.89,,,40.0,6.01,5.0,0.75,,,,,1.0,0.15,,,,,37.0,5.56,9.0,1.35,4.0,0.6,46.0,6.91,181.0,27.21,141.0,21.2,,,,,,,2.0,0.3,19.0,2.85,22.0,3.3,1.0,0.15,35.0,5.26
5,Žilinský kraj,507,Žilina,501,Bytča,518018,Štiavnik,2218,4.0,0.18,1.0,0.04,173.0,7.79,4.0,0.18,177.0,7.98,10.0,0.45,1.0,0.04,1.0,0.04,1.0,0.04,2.0,0.09,1.0,0.04,63.0,2.84,65.0,2.93,3.0,0.13,227.0,10.23,759.0,34.22,331.0,14.92,,,7.0,0.31,1.0,0.04,24.0,1.08,55.0,2.47,167.0,7.52,2.0,0.09,139.0,6.26
5,Žilinský kraj,507,Žilina,501,Bytča,518085,Veľké Rovné,2200,6.0,0.27,,,207.0,9.4,1.0,0.04,83.0,3.77,5.0,0.22,,,,,,,,,,,83.0,3.77,35.0,1.59,1.0,0.04,173.0,7.86,918.0,41.72,357.0,16.22,,,5.0,0.22,,,19.0,0.86,36.0,1.63,145.0,6.59,1.0,0.04,125.0,5.68
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,509175,Dolný Vadičov,360,,,,,32.0,8.88,1.0,0.27,14.0,3.88,2.0,0.55,,,,,,,,,,,26.0,7.22,8.0,2.22,,,41.0,11.38,110.0,30.55,76.0,21.11,,,,,,,6.0,1.66,2.0,0.55,17.0,4.72,,,25.0,6.94
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,509205,Horný Vadičov,1053,,,1.0,0.09,104.0,9.87,,,81.0,7.69,3.0,0.28,,,1.0,0.09,,,1.0,0.09,,,45.0,4.27,28.0,2.65,,,124.0,11.77,360.0,34.18,159.0,15.09,,,,,1.0,0.09,10.0,0.94,12.0,1.13,63.0,5.98,,,60.0,5.69
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,509256,Kysucké Nové Mesto,8651,19.0,0.21,4.0,0.04,1141.0,13.18,4.0,0.04,494.0,5.71,23.0,0.26,1.0,0.01,1.0,0.01,4.0,0.04,,,1.0,0.01,440.0,5.08,124.0,1.43,6.0,0.06,780.0,9.01,3064.0,35.41,1384.0,15.99,2.0,0.02,7.0,0.08,6.0,0.06,88.0,1.01,185.0,2.13,377.0,4.35,5.0,0.05,491.0,5.67
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,509264,Kysucký Lieskovec,1416,4.0,0.28,,,175.0,12.35,1.0,0.07,63.0,4.44,3.0,0.21,,,,,1.0,0.07,,,,,47.0,3.31,27.0,1.9,1.0,0.07,196.0,13.84,433.0,30.57,215.0,15.18,,,,,,,18.0,1.27,33.0,2.33,94.0,6.63,,,105.0,7.41
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,509272,Lodno,531,3.0,0.56,,,33.0,6.21,,,24.0,4.51,2.0,0.37,,,,,,,,,,,12.0,2.25,7.0,1.31,,,101.0,19.02,176.0,33.14,68.0,12.8,,,,,,,5.0,0.94,9.0,1.69,48.0,9.03,,,43.0,8.09
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,509281,Lopušné Pažite,280,2.0,0.71,,,20.0,7.14,,,19.0,6.78,1.0,0.35,,,,,,,,,,,9.0,3.21,6.0,2.14,1.0,0.35,36.0,12.85,107.0,38.21,41.0,14.64,,,,,,,1.0,0.35,6.0,2.14,15.0,5.35,,,16.0,5.71
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,509302,Nesluša,1827,1.0,0.05,,,221.0,12.09,3.0,0.16,138.0,7.55,7.0,0.38,1.0,0.05,6.0,0.32,,,1.0,0.05,,,66.0,3.61,30.0,1.64,2.0,0.1,122.0,6.67,653.0,35.74,316.0,17.29,,,2.0,0.1,,,7.0,0.38,38.0,2.07,92.0,5.03,1.0,0.05,120.0,6.56
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,509329,Ochodnica,1129,2.0,0.17,,,101.0,8.94,,,40.0,3.54,1.0,0.08,,,,,,,,,3.0,0.26,31.0,2.74,17.0,1.5,,,136.0,12.04,415.0,36.75,174.0,15.41,,,,,,,21.0,1.86,18.0,1.59,63.0,5.58,,,107.0,9.47
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,509370,Povina,668,1.0,0.14,,,53.0,7.93,,,43.0,6.43,2.0,0.29,1.0,0.14,,,,,,,,,15.0,2.24,5.0,0.74,,,71.0,10.62,227.0,33.98,146.0,21.85,,,,,,,6.0,0.89,14.0,2.09,36.0,5.38,1.0,0.14,47.0,7.03
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,580791,Radoľa,958,2.0,0.2,,,122.0,12.73,2.0,0.2,47.0,4.9,3.0,0.31,1.0,0.1,,,,,,,1.0,0.1,45.0,4.69,15.0,1.56,,,106.0,11.06,285.0,29.74,171.0,17.84,,,,,,,7.0,0.73,31.0,3.23,67.0,6.99,,,53.0,5.53
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,509426,Rudina,1038,1.0,0.09,,,135.0,13.0,,,68.0,6.55,1.0,0.09,,,,,,,,,,,41.0,3.94,22.0,2.11,1.0,0.09,80.0,7.7,406.0,39.11,159.0,15.31,,,1.0,0.09,1.0,0.09,25.0,2.4,17.0,1.63,32.0,3.08,2.0,0.19,46.0,4.43
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,509434,Rudinka,243,,,,,32.0,13.16,,,13.0,5.34,,,,,,,,,,,,,8.0,3.29,,,,,31.0,12.75,83.0,34.15,36.0,14.81,,,,,,,1.0,0.41,8.0,3.29,18.0,7.4,,,13.0,5.34
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,509442,Rudinská,570,,,,,35.0,6.14,,,28.0,4.91,,,,,,,,,1.0,0.17,1.0,0.17,8.0,1.4,9.0,1.57,1.0,0.17,58.0,10.17,276.0,48.42,89.0,15.61,,,,,,,8.0,1.4,8.0,1.4,26.0,4.56,,,22.0,3.85
5,Žilinský kraj,507,Žilina,504,Kysucké Nové Mesto,509469,Snežnica,666,3.0,0.45,2.0,0.3,89.0,13.36,1.0,0.15,27.0,4.05,6.0,0.9,2.0,0.3,,,,,,,,,39.0,5.85,20.0,3.0,1.0,0.15,86.0,12.91,179.0,26.87,114.0,17.11,,,,,1.0,0.15,4.0,0.6,12.0,1.8,43.0,6.45,,,37.0,5.55
5,Žilinský kraj,507,Žilina,511,Žilina,517429,Belá,1976,5.0,0.25,,,224.0,11.33,3.0,0.15,96.0,4.85,3.0,0.15,,,,,2.0,0.1,,,5.0,0.25,101.0,5.11,20.0,1.01,1.0,0.05,227.0,11.48,662.0,33.5,303.0,15.33,,,,,,,7.0,0.35,44.0,2.22,111.0,5.61,,,162.0,8.19
5,Žilinský kraj,507,Žilina,511,Žilina,547522,Bitarová,524,3.0,0.57,,,69.0,13.16,1.0,0.19,46.0,8.77,1.0,0.19,1.0,0.19,,,,,,,,,41.0,7.82,20.0,3.81,,,37.0,7.06,114.0,21.75,105.0,20.03,,,,,1.0,0.19,4.0,0.76,21.0,4.0,32.0,6.1,,,28.0,5.34
5,Žilinský kraj,507,Žilina,511,Žilina,547557,Brezany,414,2.0,0.48,,,65.0,15.7,,,28.0,6.76,1.0,0.24,,,,,,,,,,,38.0,9.17,4.0,0.96,,,20.0,4.83,91.0,21.98,91.0,21.98,,,,,,,4.0,0.96,16.0,3.86,32.0,7.72,,,22.0,5.31
5,Žilinský kraj,507,Žilina,511,Žilina,517470,Čičmany,193,,,,,27.0,13.98,,,12.0,6.21,,,,,,,,,,,,,13.0,6.73,2.0,1.03,,,29.0,15.02,45.0,23.31,23.0,11.91,,,,,,,4.0,2.07,5.0,2.59,22.0,11.39,,,11.0,5.69
5,Žilinský kraj,507,Žilina,511,Žilina,517488,Divina,1398,8.0,0.57,,,131.0,9.37,,,57.0,4.07,4.0,0.28,,,,,,,,,,,52.0,3.71,36.0,2.57,2.0,0.14,101.0,7.22,492.0,35.19,296.0,21.17,,,,,,,13.0,0.92,18.0,1.28,87.0,6.22,2.0,0.14,99.0,7.08
5,Žilinský kraj,507,Žilina,511,Žilina,517496,Divinka,554,4.0,0.72,,,73.0,13.17,2.0,0.36,24.0,4.33,,,,,,,,,,,,,23.0,4.15,8.0,1.44,,,51.0,9.2,201.0,36.28,85.0,15.34,,,,,1.0,0.18,6.0,1.08,25.0,4.51,22.0,3.97,,,29.0,5.23
5,Žilinský kraj,507,Žilina,511,Žilina,517500,Dlhé Pole,1192,4.0,0.33,5.0,0.41,137.0,11.49,,,63.0,5.28,3.0,0.25,,,2.0,0.16,2.0,0.16,1.0,0.08,,,53.0,4.44,26.0,2.18,,,151.0,12.66,368.0,30.87,223.0,18.7,1.0,0.08,,,,,3.0,0.25,28.0,2.34,55.0,4.61,1.0,0.08,66.0,5.53
5,Žilinský kraj,507,Žilina,511,Žilina,517518,Dolná Tižina,852,1.0,0.11,1.0,0.11,85.0,9.97,,,49.0,5.75,4.0,0.46,,,2.0,0.23,,,,,,,37.0,4.34,14.0,1.64,1.0,0.11,97.0,11.38,254.0,29.81,123.0,14.43,,,1.0,0.11,2.0,0.23,3.0,0.35,28.0,3.28,111.0,13.02,,,39.0,4.57
5,Žilinský kraj,507,Žilina,511,Žilina,517526,Dolný Hričov,959,5.0,0.52,,,153.0,15.95,1.0,0.1,58.0,6.04,2.0,0.2,,,,,1.0,0.1,,,,,60.0,6.25,22.0,2.29,,,67.0,6.98,226.0,23.56,193.0,20.12,,,1.0,0.1,,,15.0,1.56,20.0,2.08,75.0,7.82,,,60.0,6.25
5,Žilinský kraj,507,Žilina,511,Žilina,557986,Ďurčiná,668,2.0,0.29,,,44.0,6.58,1.0,0.14,39.0,5.83,2.0,0.29,,,1.0,0.14,,,1.0,0.14,,,23.0,3.44,13.0,1.94,,,49.0,7.33,283.0,42.36,99.0,14.82,,,,,1.0,0.14,5.0,0.74,18.0,2.69,49.0,7.33,,,38.0,5.68
5,Žilinský kraj,507,Žilina,511,Žilina,517542,Fačkov,405,1.0,0.24,,,33.0,8.14,1.0,0.24,11.0,2.71,1.0,0.24,,,,,,,,,,,14.0,3.45,8.0,1.97,,,28.0,6.91,193.0,47.65,60.0,14.81,,,,,,,3.0,0.74,5.0,1.23,21.0,5.18,,,26.0,6.41
5,Žilinský kraj,507,Žilina,511,Žilina,517551,Gbeľany,898,7.0,0.77,,,173.0,19.26,1.0,0.11,74.0,8.24,2.0,0.22,1.0,0.11,,,,,,,1.0,0.11,80.0,8.9,11.0,1.22,,,76.0,8.46,229.0,25.5,106.0,11.8,,,2.0,0.22,,,9.0,1.0,34.0,3.78,52.0,5.79,1.0,0.11,39.0,4.34
5,Žilinský kraj,507,Žilina,511,Žilina,517593,Horný Hričov,547,4.0,0.73,1.0,0.18,82.0,14.99,2.0,0.36,33.0,6.03,2.0,0.36,,,,,1.0,0.18,,,,,44.0,8.04,16.0,2.92,2.0,0.36,43.0,7.86,152.0,27.78,96.0,17.55,,,,,,,5.0,0.91,11.0,2.01,23.0,4.2,,,30.0,5.48
5,Žilinský kraj,507,Žilina,511,Žilina,517577,Hôrky,593,2.0,0.33,,,144.0,24.28,,,46.0,7.75,1.0,0.16,,,,,1.0,0.16,,,,,47.0,7.92,11.0,1.85,,,37.0,6.23,104.0,17.53,88.0,14.83,,,,,,,10.0,1.68,42.0,7.08,46.0,7.75,,,14.0,2.36
5,Žilinský kraj,507,Žilina,511,Žilina,547590,Hričovské Podhradie,217,2.0,0.92,,,19.0,8.75,1.0,0.46,5.0,2.3,1.0,0.46,,,,,,,,,,,7.0,3.22,8.0,3.68,,,31.0,14.28,62.0,28.57,46.0,21.19,,,,,,,3.0,1.38,,,9.0,4.14,,,23.0,10.59
5,Žilinský kraj,507,Žilina,511,Žilina,517640,Jasenové,346,2.0,0.57,1.0,0.28,35.0,10.11,,,8.0,2.31,1.0,0.28,,,,,,,1.0,0.28,,,12.0,3.46,12.0,3.46,,,37.0,10.69,111.0,32.08,66.0,19.07,,,,,,,14.0,4.04,2.0,0.57,27.0,7.8,,,17.0,4.91
5,Žilinský kraj,507,Žilina,511,Žilina,517658,Kamenná Poruba,1163,1.0,0.08,,,106.0,9.11,1.0,0.08,78.0,6.7,,,3.0,0.25,,,,,1.0,0.08,,,46.0,3.95,23.0,1.97,2.0,0.17,91.0,7.82,402.0,34.56,169.0,14.53,,,2.0,0.17,,,14.0,1.2,31.0,2.66,110.0,9.45,,,83.0,7.13
5,Žilinský kraj,507,Žilina,511,Žilina,557994,Kľače,252,,,,,40.0,15.87,,,28.0,11.11,,,,,,,1.0,0.39,,,,,17.0,6.74,3.0,1.19,,,23.0,9.12,61.0,24.2,36.0,14.28,,,,,,,1.0,0.39,7.0,2.77,21.0,8.33,,,14.0,5.55
5,Žilinský kraj,507,Žilina,511,Žilina,517682,Konská,1005,2.0,0.19,1.0,0.09,141.0,14.02,1.0,0.09,77.0,7.66,,,1.0,0.09,,,,,,,,,66.0,6.56,39.0,3.88,1.0,0.09,90.0,8.95,245.0,24.37,168.0,16.71,,,1.0,0.09,,,17.0,1.69,23.0,2.28,78.0,7.76,,,54.0,5.37
5,Žilinský kraj,507,Žilina,511,Žilina,517704,Kotrčiná Lúčka,390,,,,,88.0,22.56,2.0,0.51,22.0,5.64,3.0,0.76,,,,,2.0,0.51,,,,,29.0,7.43,7.0,1.79,,,44.0,11.28,90.0,23.07,46.0,11.79,,,,,,,8.0,2.05,8.0,2.05,14.0,3.58,,,27.0,6.92
5,Žilinský kraj,507,Žilina,511,Žilina,517712,Krasňany,912,3.0,0.32,1.0,0.1,126.0,13.81,3.0,0.32,82.0,8.99,,,,,,,,,,,,,38.0,4.16,12.0,1.31,,,111.0,12.17,237.0,25.98,131.0,14.36,,,1.0,0.1,,,2.0,0.21,35.0,3.83,70.0,7.67,1.0,0.1,59.0,6.46
