Číslo politického subjektu,Názov politického subjektu,Poradie po zohľadnení prednostného hlasovania,Poradie na hlasovacom lístku,Meno,Priezvisko,Počet platných prednostných hlasov,Podiel platných prednostných hlasov v %,Poznámka
22,Demokrati,,89,Roderik,Weissabel,55,,
22,Demokrati,,90,Marek,Gehry,26,,
22,Demokrati,,91,Miroslav,Hudaček,24,,
22,Demokrati,,92,Peter,Valachovič,14,,
22,Demokrati,,93,Martin,Drozd,110,,
22,Demokrati,,94,Michal,Verchola,25,,
22,Demokrati,,95,Marta,Potočniková,89,,
22,Demokrati,,96,Ondrej,Cehula,75,,
22,Demokrati,,97,Richard,Šturmankin,88,,
22,Demokrati,,98,Daria,Štrosová,19,,
22,Demokrati,,99,Daniela,Maják Cedulová,22,,
22,Demokrati,,100,Peter,Štepánek,282,,
22,Demokrati,,101,Anna,Habdáková,29,,
22,Demokrati,,102,Terézia,Kadlub,50,,
22,Demokrati,,103,Ľubomír,Tuželák,30,,
22,Demokrati,,104,Juraj,Skalický,11,,
22,Demokrati,,105,Ján,Vozár,42,,
22,Demokrati,,106,Jaroslav,Kovács,18,,
22,Demokrati,,107,Edmund,Capák,53,,
22,Demokrati,,108,Juraj,Kukučka,28,,
22,Demokrati,,109,Rastislav,Styk,19,,
22,Demokrati,,110,Monika,Szitási,42,,
22,Demokrati,,111,Róbert,Bolfa,32,,
22,Demokrati,,112,Juraj,Ondrej,103,,
22,Demokrati,,113,Miroslav,Kuchta,54,,
22,Demokrati,,114,Igor,Tkáč,110,,
22,Demokrati,,115,Slavomír,Staško,27,,
22,Demokrati,,116,Eva,Chudá,91,,
22,Demokrati,,117,Miloš,Somorovský,52,,
22,Demokrati,,118,František,Monček,12,,
22,Demokrati,,119,Martin,Hurný,45,,
22,Demokrati,,120,Júlia,Kostolná,14,,
22,Demokrati,,121,Jakub,Johanes,26,,
22,Demokrati,,122,Pavol,Halaš,84,,
22,Demokrati,,123,Katarína,Fedorová,187,,
22,Demokrati,,124,Zoltán,Komlóši,44,,
22,Demokrati,,125,Ladislav,Bruňák,18,,
22,Demokrati,,126,Ján,Pekar,22,,
22,Demokrati,,127,Jozef,Štefčík,62,,
22,Demokrati,,128,Viliam,Vojtek,29,,
22,Demokrati,,129,Róbert,Herda,40,,
22,Demokrati,,130,Viera,Hasidlová,37,,
22,Demokrati,,131,Ján,Šadibol,14,,
22,Demokrati,,132,Ján,Paukov,13,,
22,Demokrati,,133,Ján,Mičovský,424,,
22,Demokrati,,134,Michala,Hadušovská,64,,
22,Demokrati,,135,Ladislav,Ďurkovič,91,,
22,Demokrati,,136,Július,Staško,19,,
22,Demokrati,,137,Miloš,Lešták,28,,
22,Demokrati,,138,Štefánia,Hadušovská,44,,
22,Demokrati,,139,Vladimír,Zajačik,27,,
22,Demokrati,,140,Elena,Pätoprstá,221,,
22,Demokrati,,141,Miroslav,Vrábel,38,,
22,Demokrati,,142,Branislav,Kaliský,36,,
22,Demokrati,,143,Juraj,Smatana,489,,
22,Demokrati,,144,Martin,Áč,353,,
22,Demokrati,,145,Jozef,Mihál,8858,,
22,Demokrati,,146,Milan,Kaplan,376,,
22,Demokrati,,147,Bibiána,Kudziová,368,,
22,Demokrati,,148,Karolína,Bortáková,254,,
22,Demokrati,,149,Pavol,Boroš,196,,
22,Demokrati,,150,Lucia,Ďuriš Nicholsonová,5158,,
23,Kresťanskodemokratické hnutie,1.0,1,Milan,Majerský,98827,48.79,zvolený
23,Kresťanskodemokratické hnutie,2.0,12,František,Mikloško,31629,15.61,zvolený
23,Kresťanskodemokratické hnutie,3.0,4,Marián,Čaučík,21232,10.48,zvolený
23,Kresťanskodemokratické hnutie,4.0,5,Igor,Janckulík,19462,9.61,zvolený
23,Kresťanskodemokratické hnutie,5.0,3,Martina,Holečková,19050,9.4,zvolený
23,Kresťanskodemokratické hnutie,6.0,2,Jozef,Hajko,15695,7.75,zvolený
23,Kresťanskodemokratické hnutie,7.0,17,Branislav,Škripek,13640,6.73,zvolený
23,Kresťanskodemokratické hnutie,8.0,7,Peter,Stachura,12259,6.05,zvolený
23,Kresťanskodemokratické hnutie,9.0,11,Ján,Horecký,12252,6.04,zvolený
23,Kresťanskodemokratické hnutie,10.0,150,František,Majerský,12138,5.99,zvolený
23,Kresťanskodemokratické hnutie,11.0,9,Martin,Šmilňák,11170,5.51,zvolený
23,Kresťanskodemokratické hnutie,12.0,16,Andrea,Turčanová,10373,5.12,zvolený
23,Kresťanskodemokratické hnutie,13.0,8,Monika,Kolejáková,10310,5.09,náhradník
23,Kresťanskodemokratické hnutie,14.0,23,Gabriel,Paľa,9801,4.83,náhradník
23,Kresťanskodemokratické hnutie,15.0,20,Michal,Strnál,9681,4.78,náhradník
23,Kresťanskodemokratické hnutie,16.0,13,Lucia,Gurbáľová,8127,4.01,náhradník
23,Kresťanskodemokratické hnutie,17.0,6,Tomáš,Merašický,3182,1.57,náhradník
23,Kresťanskodemokratické hnutie,18.0,10,Marek,Michalčík,5145,2.54,náhradník
23,Kresťanskodemokratické hnutie,19.0,14,Marek,Šmid,5251,2.59,náhradník
23,Kresťanskodemokratické hnutie,20.0,15,Andrea,Baníková,3201,1.58,náhradník
23,Kresťanskodemokratické hnutie,21.0,18,Eleonóra,Porubcová,3082,1.52,náhradník
23,Kresťanskodemokratické hnutie,22.0,19,Anna,Laurinec Šmehilová,3411,1.68,náhradník
23,Kresťanskodemokratické hnutie,23.0,21,Ladislav,Rosival,816,0.4,náhradník
23,Kresťanskodemokratické hnutie,24.0,22,Peter,Bobula,4462,2.2,náhradník
23,Kresťanskodemokratické hnutie,25.0,24,Juraj,Mikúš,3825,1.88,náhradník
23,Kresťanskodemokratické hnutie,26.0,25,Dávid,Skokan,4522,2.23,náhradník
23,Kresťanskodemokratické hnutie,27.0,26,Marcel,Mikolášik,3946,1.94,náhradník
23,Kresťanskodemokratické hnutie,28.0,27,Martin,Štuk,1560,0.77,náhradník
23,Kresťanskodemokratické hnutie,29.0,28,Patrik,Mihaľ,5084,2.51,náhradník
23,Kresťanskodemokratické hnutie,30.0,29,Marián,Damankoš,3878,1.91,náhradník
23,Kresťanskodemokratické hnutie,31.0,30,Mária,Sliacka,3246,1.6,náhradník
23,Kresťanskodemokratické hnutie,32.0,31,Jozef,Mičo,2103,1.03,náhradník
23,Kresťanskodemokratické hnutie,33.0,32,Peter,Weber,1354,0.66,náhradník
23,Kresťanskodemokratické hnutie,34.0,33,Alexander,Füle,885,0.43,náhradník
23,Kresťanskodemokratické hnutie,35.0,34,Juraj,Maláň,1331,0.65,náhradník
23,Kresťanskodemokratické hnutie,36.0,35,Ladislav,Ruttkay,3832,1.89,náhradník
23,Kresťanskodemokratické hnutie,37.0,36,Emil,Mucha,2151,1.06,náhradník
23,Kresťanskodemokratické hnutie,38.0,37,Richard,Kráľovič,2085,1.02,náhradník
23,Kresťanskodemokratické hnutie,39.0,38,Andrej,Čopík,1039,0.51,náhradník
23,Kresťanskodemokratické hnutie,40.0,39,Peter,Mach,796,0.39,náhradník
23,Kresťanskodemokratické hnutie,41.0,40,Tomáš,Sobota,1888,0.93,náhradník
23,Kresťanskodemokratické hnutie,42.0,41,Zuzana,Bošnáková,3212,1.58,náhradník
23,Kresťanskodemokratické hnutie,43.0,42,Peter,Vološin,2691,1.32,náhradník
23,Kresťanskodemokratické hnutie,44.0,43,Peter,Berinšter,1872,0.92,náhradník
23,Kresťanskodemokratické hnutie,45.0,44,Zdenko,Kubáň,1780,0.87,náhradník
23,Kresťanskodemokratické hnutie,46.0,45,Peter,Kasterko,1332,0.65,náhradník
23,Kresťanskodemokratické hnutie,47.0,46,Jozef,Humenský,922,0.45,náhradník
23,Kresťanskodemokratické hnutie,48.0,47,Martin,Novodomec,829,0.4,náhradník
23,Kresťanskodemokratické hnutie,49.0,48,Jozef,Baláž,2808,1.38,náhradník
23,Kresťanskodemokratické hnutie,50.0,49,Mária,Szegfüová,487,0.24,náhradník
23,Kresťanskodemokratické hnutie,51.0,50,Rastislav,Mráz,1860,0.91,náhradník
23,Kresťanskodemokratické hnutie,52.0,51,Patrícia,Popovičová,2404,1.18,náhradník
23,Kresťanskodemokratické hnutie,53.0,52,Peter,Cocher,608,0.3,náhradník
23,Kresťanskodemokratické hnutie,54.0,53,Stanislav,Genčúr,2880,1.42,náhradník
23,Kresťanskodemokratické hnutie,55.0,54,Veronika,Adamová,1918,0.94,náhradník
23,Kresťanskodemokratické hnutie,56.0,55,Pavel,Hudáček,2488,1.22,náhradník
23,Kresťanskodemokratické hnutie,57.0,56,Alojz,Lajčin,2468,1.21,náhradník
23,Kresťanskodemokratické hnutie,58.0,57,Branislav,Bratko,874,0.43,náhradník
23,Kresťanskodemokratické hnutie,59.0,58,Peter,Mikuláš,1833,0.9,náhradník
23,Kresťanskodemokratické hnutie,60.0,59,Ján,Dobránsky,1109,0.54,náhradník
23,Kresťanskodemokratické hnutie,61.0,61,Andrej,Klapica,1182,0.58,náhradník
23,Kresťanskodemokratické hnutie,62.0,62,Katarína,Ballová,1273,0.62,náhradník
23,Kresťanskodemokratické hnutie,63.0,63,Jaroslav,Križánek,1656,0.81,náhradník
23,Kresťanskodemokratické hnutie,64.0,64,Daniel,Mikloško,2432,1.2,náhradník
23,Kresťanskodemokratické hnutie,65.0,65,František,Orlovský,5019,2.47,náhradník
23,Kresťanskodemokratické hnutie,66.0,66,Rastislav,Zanovit,5428,2.68,náhradník
23,Kresťanskodemokratické hnutie,67.0,67,Radovan,Junas,632,0.31,náhradník
23,Kresťanskodemokratické hnutie,68.0,68,Viera,Beňová,1307,0.64,náhradník
23,Kresťanskodemokratické hnutie,69.0,69,Lucia,Pivarníková,1447,0.71,náhradník
23,Kresťanskodemokratické hnutie,70.0,70,Jana,Štilichová,1061,0.52,náhradník
23,Kresťanskodemokratické hnutie,71.0,71,Ján,Krupa,846,0.41,náhradník
23,Kresťanskodemokratické hnutie,72.0,72,Peter,Hlavatý,549,0.27,náhradník
23,Kresťanskodemokratické hnutie,73.0,73,Martin,Čuchor,339,0.16,náhradník
23,Kresťanskodemokratické hnutie,74.0,74,Radomír,Ševeček,140,0.06,náhradník
23,Kresťanskodemokratické hnutie,75.0,75,Jozef,Mikita,1062,0.52,náhradník
23,Kresťanskodemokratické hnutie,76.0,76,Juliana,Gregová,2104,1.03,náhradník
23,Kresťanskodemokratické hnutie,77.0,77,Anton,Frič,2309,1.14,náhradník
23,Kresťanskodemokratické hnutie,78.0,78,Rudolf,Karas,752,0.37,náhradník
23,Kresťanskodemokratické hnutie,79.0,79,Mikuláš,Kurimský,347,0.17,náhradník
23,Kresťanskodemokratické hnutie,80.0,80,Peter,Zibura,1233,0.6,náhradník
23,Kresťanskodemokratické hnutie,81.0,81,Ján,Gašpárek,335,0.16,náhradník
23,Kresťanskodemokratické hnutie,82.0,82,Ján,Holinka,590,0.29,náhradník
23,Kresťanskodemokratické hnutie,83.0,83,Margaréta,Žigová,334,0.16,náhradník
23,Kresťanskodemokratické hnutie,84.0,84,Milín,Kaňuščák,293,0.14,náhradník
23,Kresťanskodemokratické hnutie,85.0,85,Václav,Trnka,277,0.13,náhradník
23,Kresťanskodemokratické hnutie,86.0,86,Bohdan,Hroboň,2258,1.11,náhradník
23,Kresťanskodemokratické hnutie,87.0,87,Dušan,Cina,1442,0.71,náhradník
23,Kresťanskodemokratické hnutie,88.0,88,Peter,Štefanec,449,0.22,náhradník
23,Kresťanskodemokratické hnutie,89.0,89,Norbert,Borovský,627,0.3,náhradník
23,Kresťanskodemokratické hnutie,90.0,90,Jozef,Gabčo,98,0.04,náhradník
23,Kresťanskodemokratické hnutie,91.0,91,Radovan,Minarčík,372,0.18,náhradník
23,Kresťanskodemokratické hnutie,92.0,92,Silvia,Kostyálová,240,0.11,náhradník
23,Kresťanskodemokratické hnutie,93.0,93,Martina,Stieranková,521,0.25,náhradník
23,Kresťanskodemokratické hnutie,94.0,94,Andrej,Botek,441,0.21,náhradník
23,Kresťanskodemokratické hnutie,95.0,95,Stanislav,Striženec,1511,0.74,náhradník
23,Kresťanskodemokratické hnutie,96.0,96,Martin,Klimek,1103,0.54,náhradník
23,Kresťanskodemokratické hnutie,97.0,97,Zoltán,Oslanec,55,0.02,náhradník
23,Kresťanskodemokratické hnutie,98.0,98,Vladislav,Galko,295,0.14,náhradník
23,Kresťanskodemokratické hnutie,99.0,99,Peter,Lačný,685,0.33,náhradník
23,Kresťanskodemokratické hnutie,100.0,100,Milan,Polhoš,243,0.11,náhradník
23,Kresťanskodemokratické hnutie,101.0,101,Branislav,Kramár,889,0.43,náhradník
23,Kresťanskodemokratické hnutie,102.0,102,Andrej,Sitár,411,0.2,náhradník
23,Kresťanskodemokratické hnutie,103.0,103,Anna,Václavíková,158,0.07,náhradník
23,Kresťanskodemokratické hnutie,104.0,104,Michal,Černý,283,0.13,náhradník
23,Kresťanskodemokratické hnutie,105.0,105,Marcel,Tkáč,1414,0.69,náhradník
23,Kresťanskodemokratické hnutie,106.0,106,Štefan,Kristofčák,1388,0.68,náhradník
23,Kresťanskodemokratické hnutie,107.0,107,Tomáš,Šimoňák,1219,0.6,náhradník
23,Kresťanskodemokratické hnutie,108.0,108,Peter,Gablech,105,0.05,náhradník
23,Kresťanskodemokratické hnutie,109.0,109,Peter,Sovák,479,0.23,náhradník
23,Kresťanskodemokratické hnutie,110.0,110,Matúš,Lakoštík,1139,0.56,náhradník
23,Kresťanskodemokratické hnutie,111.0,111,Peter,Štuller,263,0.12,náhradník
23,Kresťanskodemokratické hnutie,112.0,112,Eduard,Novák,228,0.11,náhradník
23,Kresťanskodemokratické hnutie,113.0,113,Ján,Hyžnaj,171,0.08,náhradník
23,Kresťanskodemokratické hnutie,114.0,114,Michaela,Jakubová,1066,0.52,náhradník
23,Kresťanskodemokratické hnutie,115.0,115,Anna,Dudová,589,0.29,náhradník
23,Kresťanskodemokratické hnutie,116.0,116,Vincent,Kultan,649,0.32,náhradník
23,Kresťanskodemokratické hnutie,117.0,117,Ján,Šurkala,1164,0.57,náhradník
23,Kresťanskodemokratické hnutie,118.0,118,Martin,Šimík,456,0.22,náhradník
23,Kresťanskodemokratické hnutie,119.0,119,Michal,Paľovčík,881,0.43,náhradník
23,Kresťanskodemokratické hnutie,120.0,120,Marián,Adamčík,539,0.26,náhradník
23,Kresťanskodemokratické hnutie,121.0,121,Róbert,Korec,392,0.19,náhradník
23,Kresťanskodemokratické hnutie,122.0,122,Ľubica,Černá,271,0.13,náhradník
23,Kresťanskodemokratické hnutie,123.0,123,Albert,Macko,601,0.29,náhradník
23,Kresťanskodemokratické hnutie,124.0,124,Andrej,Valent,137,0.06,náhradník
23,Kresťanskodemokratické hnutie,125.0,125,Ján,Baloga,721,0.35,náhradník
23,Kresťanskodemokratické hnutie,126.0,126,Pavel,Pavlásek,772,0.38,náhradník
23,Kresťanskodemokratické hnutie,127.0,127,Martin,Ždiňak,575,0.28,náhradník
23,Kresťanskodemokratické hnutie,128.0,128,Ivan,Porubec,269,0.13,náhradník
23,Kresťanskodemokratické hnutie,129.0,129,Mária,Tomášová,363,0.17,náhradník
23,Kresťanskodemokratické hnutie,130.0,130,Zuzana,Boteková,317,0.15,náhradník
23,Kresťanskodemokratické hnutie,131.0,131,Peter,Radošinský,156,0.07,náhradník
23,Kresťanskodemokratické hnutie,132.0,132,Elena,Klocháňová,601,0.29,náhradník
23,Kresťanskodemokratické hnutie,133.0,133,František,Korytko,437,0.21,náhradník
23,Kresťanskodemokratické hnutie,134.0,134,Dušan,Steinhauser,246,0.12,náhradník
23,Kresťanskodemokratické hnutie,135.0,135,Gabriela,Viazanková,1983,0.97,náhradník
23,Kresťanskodemokratické hnutie,136.0,136,Jaroslav,Ivan,176,0.08,náhradník
23,Kresťanskodemokratické hnutie,137.0,137,Marián,Krivuš,940,0.46,náhradník
23,Kresťanskodemokratické hnutie,138.0,138,Luboš,Žiško,360,0.17,náhradník
23,Kresťanskodemokratické hnutie,139.0,139,Martin,Galgoczy,234,0.11,náhradník
23,Kresťanskodemokratické hnutie,140.0,140,Peter,Graňák,698,0.34,náhradník
23,Kresťanskodemokratické hnutie,141.0,141,Jozef,Špano,226,0.11,náhradník
23,Kresťanskodemokratické hnutie,142.0,142,František,Finta,309,0.15,náhradník
23,Kresťanskodemokratické hnutie,143.0,143,Tomáš,Orfánus,98,0.04,náhradník
23,Kresťanskodemokratické hnutie,144.0,144,Štefan,Šutý,363,0.17,náhradník
23,Kresťanskodemokratické hnutie,145.0,145,Marek,Hudák,2044,1.0,náhradník
23,Kresťanskodemokratické hnutie,146.0,146,Juraj,Kuciak,730,0.36,náhradník
23,Kresťanskodemokratické hnutie,147.0,147,Daniel,Mikolaj,773,0.38,náhradník
23,Kresťanskodemokratické hnutie,148.0,148,Peter,Janků,1613,0.79,náhradník
23,Kresťanskodemokratické hnutie,149.0,149,Ivan,Bošňák,1438,0.71,náhradník
23,Kresťanskodemokratické hnutie,,60,Robert,Dohál,225,0.11,X
24,KARMA,,1,Adriana,Szaboová,799,,
24,KARMA,,2,Marek,Grussmann,292,,
24,KARMA,,3,Roman,Chudý,417,,
24,KARMA,,4,Martin,Tehlár,268,,
24,KARMA,,5,Miroslava,Kovarská,291,,
24,KARMA,,6,Andrej,Rusnák,166,,
24,KARMA,,7,Silvia,Kissová,524,,
24,KARMA,,8,Ivan,Hlbocký,171,,
24,KARMA,,9,Jozef,Blaško,160,,
24,KARMA,,10,Viliam,Kapusta,128,,
24,KARMA,,11,Michaela,Veigl Svitoková,259,,
24,KARMA,,12,Tomáš,Raslavský,209,,
24,KARMA,,13,Katarína,Orviská,258,,
24,KARMA,,14,Jana,Klucová,140,,
24,KARMA,,15,Marián,Lipták,112,,
24,KARMA,,16,Ján,Bartoň,132,,
24,KARMA,,17,Martin,Kovarsky,190,,
25,REPUBLIKA,,1,Milan,Uhrík,104269,,
25,REPUBLIKA,,2,Miroslav,Suja,52206,,
25,REPUBLIKA,,3,Ondrej,Ďurica,35545,,
25,REPUBLIKA,,4,Ján,Kecskés,5817,,
25,REPUBLIKA,,5,Jozef,Viktorín,10530,,
25,REPUBLIKA,,6,Michaela,Riapošová,5148,,
25,REPUBLIKA,,7,Marek,Géci,10241,,
25,REPUBLIKA,,8,Marián,Ďuriš,3980,,
25,REPUBLIKA,,9,Eduard,Kočiš,4143,,
25,REPUBLIKA,,10,Jana,Šimová,2910,,
25,REPUBLIKA,,11,Erik,Nevolný,1106,,
25,REPUBLIKA,,12,Viliam,Ostrožlík,1291,,
25,REPUBLIKA,,13,Andrej,Janco,5246,,
25,REPUBLIKA,,14,Ivana,Slivková,2415,,
25,REPUBLIKA,,15,Peter,Pukan,1389,,
25,REPUBLIKA,,16,Mariana,Chylík Riboňová,1588,,
25,REPUBLIKA,,17,Lukáš,Kopáč,1544,,
25,REPUBLIKA,,18,Peter,Súlovský,831,,
25,REPUBLIKA,,19,Miroslav,Urban,3798,,
25,REPUBLIKA,,20,Alica,Mikitovičová,1683,,
25,REPUBLIKA,,21,Igor,Valach,932,,
25,REPUBLIKA,,22,Michala,Gánovská,2984,,
25,REPUBLIKA,,23,Rafael,Rafaj,1991,,
25,REPUBLIKA,,24,Miloš,Sušarský,607,,
25,REPUBLIKA,,25,Tomáš,Špaček,1348,,
25,REPUBLIKA,,26,Lenka,Nagyová,1295,,
25,REPUBLIKA,,27,Lea,Lauková,1964,,
25,REPUBLIKA,,28,Alexandra,Jašurková,1008,,
25,REPUBLIKA,,29,Jozef,Remenár,1067,,
25,REPUBLIKA,,30,Dalimír,Solčanský,907,,
25,REPUBLIKA,,31,Stanislav,Dzugas,314,,
25,REPUBLIKA,,32,Erik,Mikurčík,811,,
25,REPUBLIKA,,33,Pavol,Kopecký,681,,
25,REPUBLIKA,,34,Andrej,Kaššiak,199,,
25,REPUBLIKA,,35,Miroslav,Magdech,470,,
25,REPUBLIKA,,36,Tomáš,Janco,3044,,
25,REPUBLIKA,,37,Ladislav,Lysák,592,,
25,REPUBLIKA,,38,Peter,Demjan,1315,,
25,REPUBLIKA,,39,Radovan,Tóth,922,,
25,REPUBLIKA,,40,Vladimír,Antal,511,,
25,REPUBLIKA,,41,Roman,Hubert,419,,
25,REPUBLIKA,,42,Martin,Klepkoň,589,,
25,REPUBLIKA,,43,Veronika,Temňáková,553,,
25,REPUBLIKA,,44,Zuzana,Múčková,1188,,
25,REPUBLIKA,,45,Branislav,Doboš,700,,
25,REPUBLIKA,,46,Ján,Kuchárik,1653,,
25,REPUBLIKA,,47,Jaromír,Šmátrala,1120,,
25,REPUBLIKA,,48,Ivona,Kellnerová,944,,
25,REPUBLIKA,,49,Adam,Čarňanský,882,,
25,REPUBLIKA,,50,Marek,Kurta,1176,,
25,REPUBLIKA,,51,Jana,Kočišová,1133,,
25,REPUBLIKA,,52,Štefan,Zima,311,,
25,REPUBLIKA,,53,Bohumír,Šabík,308,,
25,REPUBLIKA,,54,Sylvia,Kulašik,470,,
25,REPUBLIKA,,55,Janka,Kušpálová,659,,
25,REPUBLIKA,,56,Soňa,Žygliňská,665,,
25,REPUBLIKA,,57,Lívia,Voleková,813,,
25,REPUBLIKA,,58,Igor,Moravčík,676,,
25,REPUBLIKA,,59,Štefan,Krnáč,928,,
25,REPUBLIKA,,60,Miriam,Furdíková,215,,
25,REPUBLIKA,,61,Ján,Marenčík,401,,
25,REPUBLIKA,,62,Michal,Prešinský,525,,
25,REPUBLIKA,,63,Július,Chriašteľ,316,,
25,REPUBLIKA,,64,Jana,Palíková,547,,
25,REPUBLIKA,,65,Andrej,Kosorín,189,,
25,REPUBLIKA,,66,Štefan,Havlík,865,,
25,REPUBLIKA,,67,Miroslav,Čimo,1327,,
25,REPUBLIKA,,68,Peter,Mareček,366,,
25,REPUBLIKA,,69,Dávid,Michal,395,,
25,REPUBLIKA,,70,Martin,Chudý,574,,
25,REPUBLIKA,,71,Denis,Maslák,909,,
25,REPUBLIKA,,72,Igor,Macúch,447,,
25,REPUBLIKA,,73,Marek,Gábriš,367,,
25,REPUBLIKA,,74,Peter,Čibenka,451,,
25,REPUBLIKA,,75,Robert,Russel,674,,
25,REPUBLIKA,,76,Jozef,Keller,423,,
25,REPUBLIKA,,77,Ján,Cogan,368,,
25,REPUBLIKA,,78,Klaudia,Ianos,69,,
25,REPUBLIKA,,79,Peter,Gerencséry,246,,
25,REPUBLIKA,,80,Jozef,Týnus,178,,
25,REPUBLIKA,,81,Ján,Matyščák,419,,
25,REPUBLIKA,,82,Ivan,Bielik,356,,
25,REPUBLIKA,,83,Martin,Kajzer,149,,
25,REPUBLIKA,,84,Ľudovít,Žambokréthy,80,,
25,REPUBLIKA,,85,Miloš,Kováčik,342,,
25,REPUBLIKA,,86,Lucia,Čorosová,210,,
25,REPUBLIKA,,87,Milan Henrich,Schmidt,107,,
25,REPUBLIKA,,88,Václav,Mitošinka,219,,
25,REPUBLIKA,,89,Martina,Dulajová,68,,
25,REPUBLIKA,,90,Otília,Hamacková,168,,
25,REPUBLIKA,,91,Štefan,Šimko,210,,
25,REPUBLIKA,,92,Ivan,Janovec,110,,
25,REPUBLIKA,,93,Maroš,Klika,242,,
25,REPUBLIKA,,94,Darina,Ňakatová,200,,
25,REPUBLIKA,,95,Ivan,Fodor,129,,
25,REPUBLIKA,,96,Michal,Prišťák,154,,
25,REPUBLIKA,,97,Miroslav,Políček,146,,
25,REPUBLIKA,,98,Peter,Vician,162,,
25,REPUBLIKA,,99,Martin,Sklenka,241,,
25,REPUBLIKA,,100,Monika,Sklenár Kozánková,214,,
25,REPUBLIKA,,101,Miroslav,Mokrý,220,,
25,REPUBLIKA,,102,Marek,Kukučka,429,,
25,REPUBLIKA,,103,Veronika,Dolníková,229,,
25,REPUBLIKA,,104,Roman,Bubelíni,180,,
25,REPUBLIKA,,105,Ján,Kubica,192,,
25,REPUBLIKA,,106,Radek,Trenčanský,119,,
25,REPUBLIKA,,107,Jozef,Žarnovičan,68,,
25,REPUBLIKA,,108,Jakub,Hajduk,236,,
25,REPUBLIKA,,109,Jozef,Ferianc,79,,
25,REPUBLIKA,,110,Vladimír,Bajo,190,,
25,REPUBLIKA,,111,Ján,Danko,366,,
25,REPUBLIKA,,112,Barbora,Fabrická,181,,
25,REPUBLIKA,,113,Mário,Strapák,140,,
25,REPUBLIKA,,114,Peter,Šolc,101,,
25,REPUBLIKA,,115,Tomáš,Senko,497,,
25,REPUBLIKA,,116,Lucia,Hilka Majková,204,,
25,REPUBLIKA,,117,Vojtech,Klimko,112,,
25,REPUBLIKA,,118,Igor,Hrozenský,58,,
25,REPUBLIKA,,119,Ivan,Brusnický,58,,
25,REPUBLIKA,,120,Juraj,Chovanec,168,,
25,REPUBLIKA,,121,Tomáš,Širgely,124,,
25,REPUBLIKA,,122,Eva,Pastorková,155,,
25,REPUBLIKA,,123,Daniel,Brunovský,96,,
25,REPUBLIKA,,124,Martin,Baník,424,,
25,REPUBLIKA,,125,Lucia,Omámiková,416,,
25,REPUBLIKA,,126,Peter,Mojdis,232,,
25,REPUBLIKA,,127,Ľubomír,Pidanič,381,,
25,REPUBLIKA,,128,Peter,Porubský,81,,
25,REPUBLIKA,,129,Milan,Pupák,83,,
25,REPUBLIKA,,130,Vincent,Budinský,419,,
25,REPUBLIKA,,131,Marián,Žec,93,,
25,REPUBLIKA,,132,Daniel,Pšenek,51,,
25,REPUBLIKA,,133,Richard,Nagy,99,,
25,REPUBLIKA,,134,Marián,Marko,68,,
25,REPUBLIKA,,135,Lukáš,Chovaňák,401,,
25,REPUBLIKA,,136,Martin,Pasulkáš,178,,
25,REPUBLIKA,,137,Roman,Pšenák,169,,
25,REPUBLIKA,,138,Michal,Radnóti,198,,
25,REPUBLIKA,,139,Ondrej,Rudľovský,187,,
25,REPUBLIKA,,140,Jozef,Lovás,84,,
25,REPUBLIKA,,141,Damián,Kogan,131,,
25,REPUBLIKA,,142,Michaela,Hornáčková,208,,
25,REPUBLIKA,,143,Jaroslav,Vajda,380,,
25,REPUBLIKA,,144,Dušan,Kišfaluši,164,,
25,REPUBLIKA,,145,Juraj,Trebuľa,214,,
25,REPUBLIKA,,146,Ján,Sabol,327,,
25,REPUBLIKA,,147,Július,Vavrek,296,,
25,REPUBLIKA,,148,Marián,Andel,346,,
25,REPUBLIKA,,149,Ľubomír,Huďo,6963,,
25,REPUBLIKA,,150,Milan,Mazurek,63601,,
