Číslo politického subjektu,Názov politického subjektu,Poradie po zohľadnení prednostného hlasovania,Poradie na hlasovacom lístku,Meno,Priezvisko,Počet platných prednostných hlasov,Podiel platných prednostných hlasov v %,Poznámka
12,Sloboda a Solidarita,93.0,92,Peter,Polák,158,0.08,náhradník
12,Sloboda a Solidarita,94.0,93,Michal,Sklienka,220,0.11,náhradník
12,Sloboda a Solidarita,95.0,94,Tomáš,Moravčík,211,0.11,náhradník
12,Sloboda a Solidarita,96.0,95,Miroslav,Martinka,278,0.14,náhradník
12,Sloboda a Solidarita,97.0,96,Filip,Fianta,105,0.05,náhradník
12,Sloboda a Solidarita,98.0,97,Jana,Sheppard,193,0.1,náhradník
12,Sloboda a Solidarita,99.0,98,Peter,Andráši,335,0.17,náhradník
12,Sloboda a Solidarita,100.0,99,Michaela,Molnárová,354,0.18,náhradník
12,Sloboda a Solidarita,101.0,100,Róbert,Andráši,547,0.29,náhradník
12,Sloboda a Solidarita,102.0,101,Slavomíra,Henčeková,3506,1.86,náhradník
12,Sloboda a Solidarita,103.0,102,Naďa,Trelová Sonogová,326,0.17,náhradník
12,Sloboda a Solidarita,104.0,103,Pavol,Žák,135,0.07,náhradník
12,Sloboda a Solidarita,105.0,104,Vladimír,Hojstrič,88,0.04,náhradník
12,Sloboda a Solidarita,106.0,105,Štefan,Gregor,134,0.07,náhradník
12,Sloboda a Solidarita,107.0,106,Jozef,Tittel,115,0.06,náhradník
12,Sloboda a Solidarita,108.0,107,Simona Silvia,Richterová,335,0.17,náhradník
12,Sloboda a Solidarita,109.0,108,Tomáš,Gál,318,0.16,náhradník
12,Sloboda a Solidarita,110.0,109,Patrícia,Dutková,1019,0.54,náhradník
12,Sloboda a Solidarita,111.0,110,Pavel,Vrábik,109,0.05,náhradník
12,Sloboda a Solidarita,112.0,111,Ján,Vaľko,459,0.24,náhradník
12,Sloboda a Solidarita,113.0,112,Renáta,Zolnaiová,462,0.24,náhradník
12,Sloboda a Solidarita,114.0,113,Ján,Grácz,149,0.07,náhradník
12,Sloboda a Solidarita,115.0,114,Matej,Biroš,325,0.17,náhradník
12,Sloboda a Solidarita,116.0,115,Matej,Galo,127,0.06,náhradník
12,Sloboda a Solidarita,117.0,116,Samuel,Blecharž,153,0.08,náhradník
12,Sloboda a Solidarita,118.0,117,Dalibor,Caban,207,0.11,náhradník
12,Sloboda a Solidarita,119.0,118,Miroslava,Bátovská,225,0.11,náhradník
12,Sloboda a Solidarita,120.0,119,Ján,Bilohuščin,480,0.25,náhradník
12,Sloboda a Solidarita,121.0,120,Vladimír,Bilohuščin,348,0.18,náhradník
12,Sloboda a Solidarita,122.0,121,Michal,Komada,205,0.1,náhradník
12,Sloboda a Solidarita,123.0,122,Michal,Kubinský,216,0.11,náhradník
12,Sloboda a Solidarita,124.0,123,Karol,Uváčik,146,0.07,náhradník
12,Sloboda a Solidarita,125.0,124,Robert,Greizinger,110,0.05,náhradník
12,Sloboda a Solidarita,126.0,125,Jakub,Hovorka,166,0.08,náhradník
12,Sloboda a Solidarita,127.0,126,Vojtech,Höhn,304,0.16,náhradník
12,Sloboda a Solidarita,128.0,127,Tibor,Krištof,109,0.05,náhradník
12,Sloboda a Solidarita,129.0,128,Michal,Želonka,170,0.09,náhradník
12,Sloboda a Solidarita,130.0,129,Jozef,Kramec,109,0.05,náhradník
12,Sloboda a Solidarita,131.0,130,Robert,Kočkovský,143,0.07,náhradník
12,Sloboda a Solidarita,132.0,131,Peter,Sklenka,257,0.13,náhradník
12,Sloboda a Solidarita,133.0,132,Richard,Vilkus,126,0.06,náhradník
12,Sloboda a Solidarita,134.0,133,Jaroslav,Matuský,221,0.11,náhradník
12,Sloboda a Solidarita,135.0,134,Radoslav,Mrviš,134,0.07,náhradník
12,Sloboda a Solidarita,136.0,135,Diana,Patrášová,162,0.08,náhradník
12,Sloboda a Solidarita,137.0,136,Andrej,Vároš,111,0.05,náhradník
12,Sloboda a Solidarita,138.0,137,Andrej,Rodák,256,0.13,náhradník
12,Sloboda a Solidarita,139.0,138,Pavol,Záhradný,182,0.09,náhradník
12,Sloboda a Solidarita,140.0,139,Pavel,Kalis,72,0.03,náhradník
12,Sloboda a Solidarita,141.0,140,Michal,Gallik,140,0.07,náhradník
12,Sloboda a Solidarita,142.0,141,Erich,Stračina,201,0.1,náhradník
12,Sloboda a Solidarita,143.0,142,Radka,Wagingerová,504,0.26,náhradník
12,Sloboda a Solidarita,144.0,143,Aurel,Surový,222,0.11,náhradník
12,Sloboda a Solidarita,145.0,144,Roman,Chrappa,335,0.17,náhradník
12,Sloboda a Solidarita,146.0,145,Peter,Žiak,317,0.16,náhradník
12,Sloboda a Solidarita,147.0,146,Vladimír,Poruban,164,0.08,náhradník
12,Sloboda a Solidarita,148.0,147,Peter,Lukáč,235,0.12,náhradník
12,Sloboda a Solidarita,149.0,148,Július,Mazán,188,0.1,náhradník
12,Sloboda a Solidarita,150.0,149,Jozef,Pajer,373,0.19,náhradník
13,SME RODINA,,1,Boris,Kollár,46220,,
13,SME RODINA,,2,Milan,Krajniak,26732,,
13,SME RODINA,,3,Petra,Krištúfková,15231,,
13,SME RODINA,,4,Peter,Pčolinský,13799,,
13,SME RODINA,,5,Ľudovít,Goga,1141,,
13,SME RODINA,,6,Miloš,Svrček,2090,,
13,SME RODINA,,7,Zuzana,Šebová,3592,,
13,SME RODINA,,8,Adriana,Pčolinská,2588,,
13,SME RODINA,,9,Martin,Borguľa,858,,
13,SME RODINA,,10,Monika,Péter,1038,,
13,SME RODINA,,11,Jaroslav,Karahuta,1266,,
13,SME RODINA,,12,Jozef,Lukáč,1356,,
13,SME RODINA,,13,Petra,Hajšelová,1567,,
13,SME RODINA,,14,Igor,Kašper,1158,,
13,SME RODINA,,15,Ľuboš,Krajčír,937,,
13,SME RODINA,,16,Branislav,Záhradník,1325,,
13,SME RODINA,,17,Štefan,Holý,534,,
13,SME RODINA,,18,Eva,Hudecová,1861,,
13,SME RODINA,,19,Jozef,Hlinka,242,,
13,SME RODINA,,20,Jozef,Šimko,1440,,
13,SME RODINA,,21,Anton,Hrnko,553,,
13,SME RODINA,,22,Peter,Antal,508,,
13,SME RODINA,,23,Pavel,Hagyari,1680,,
13,SME RODINA,,24,Andrej,Barančok,380,,
13,SME RODINA,,25,Martin,Dzielavský,1315,,
13,SME RODINA,,26,Róbert,Bartoš,372,,
13,SME RODINA,,27,Marek,Košč,580,,
13,SME RODINA,,28,Anna,Pialová,407,,
13,SME RODINA,,29,Mário,Fekete,327,,
13,SME RODINA,,30,Boris,Vereš,236,,
13,SME RODINA,,31,Ján,Vengrín,623,,
13,SME RODINA,,32,Katarína,Chlebíková,603,,
13,SME RODINA,,33,Ján,Jedinák,787,,
13,SME RODINA,,34,Boris,Ilkyw,341,,
13,SME RODINA,,35,Ľuboš,Šuca,634,,
13,SME RODINA,,36,Tomáš,Gbúr,444,,
13,SME RODINA,,37,Igor,Petrik,413,,
13,SME RODINA,,38,Peter,Beck,105,,
13,SME RODINA,,39,Richard,Rosival,437,,
13,SME RODINA,,40,Ján,Pčola,596,,
13,SME RODINA,,41,Maroš,Kováč,752,,
13,SME RODINA,,42,Rudolf,Hlavács,280,,
13,SME RODINA,,43,Dalibor,Steindl,304,,
13,SME RODINA,,44,Zuzana,Chamulová,925,,
13,SME RODINA,,45,Marcel,Janco,384,,
13,SME RODINA,,46,Tibor,Iró,202,,
13,SME RODINA,,47,Marian,Grznár,311,,
13,SME RODINA,,48,Michal,Paulus,450,,
13,SME RODINA,,49,Dávid,Keselý,296,,
13,SME RODINA,,50,Ján,Paško,300,,
13,SME RODINA,,51,Saskia Alexandra,Šviheľová,303,,
13,SME RODINA,,52,Roman,Vajaš,345,,
13,SME RODINA,,53,Boris,Vanek,408,,
13,SME RODINA,,54,Adriana,Andrejková,636,,
13,SME RODINA,,55,Michal,Michalov,660,,
13,SME RODINA,,56,Ladislav,Černý,265,,
13,SME RODINA,,57,Milan,Molnár,260,,
13,SME RODINA,,58,Martin,Vardžik,386,,
13,SME RODINA,,59,Ján,Veteráni,180,,
13,SME RODINA,,60,Ľuboš,Gottwald,214,,
13,SME RODINA,,61,Viliam,Vojčík,339,,
13,SME RODINA,,62,Ivan,Tychler,133,,
13,SME RODINA,,63,Ľuboslav,Chvasta,167,,
13,SME RODINA,,64,Petronela,Kolarovičová,252,,
13,SME RODINA,,65,Samuel,Zemko,153,,
13,SME RODINA,,66,Lukáš,Lepáček,317,,
13,SME RODINA,,67,Ľubica,Burešová,415,,
13,SME RODINA,,68,Martina,Poláčková,691,,
13,SME RODINA,,69,Róbert,Modranský,104,,
13,SME RODINA,,70,Andrea,Hnatkovičová,92,,
13,SME RODINA,,71,Gabriela,Valentová Kolečániová,79,,
13,SME RODINA,,72,Dávid,Pariľák,532,,
13,SME RODINA,,73,Jarmila,Birtusová,121,,
13,SME RODINA,,74,Branislav,Hokina,57,,
13,SME RODINA,,75,Ján,Kucman,67,,
13,SME RODINA,,76,Alena,Čechvalová,73,,
13,SME RODINA,,77,Martin,Rogovský,276,,
13,SME RODINA,,78,Juraj,Paulík,105,,
13,SME RODINA,,79,Katarína,Líška,48,,
13,SME RODINA,,80,Juraj,Šimčík,32,,
13,SME RODINA,,81,Ján,Mizerák,173,,
13,SME RODINA,,82,Juraj,Mikler,74,,
13,SME RODINA,,83,Jana,Fontányová,76,,
13,SME RODINA,,84,Martin,Frajka,48,,
13,SME RODINA,,85,František,Kmec,185,,
13,SME RODINA,,86,Peter,Eőzse,66,,
13,SME RODINA,,87,Štefan,Chovan,167,,
13,SME RODINA,,88,Michaela,Urban,111,,
13,SME RODINA,,89,Martin,Paluk,88,,
13,SME RODINA,,90,Pavol,Slanička,39,,
13,SME RODINA,,91,Jaroslav,Hatala,99,,
13,SME RODINA,,92,Martin,Noga,84,,
13,SME RODINA,,93,Marek,Blaškovič,60,,
13,SME RODINA,,94,Erika,Konečná,64,,
13,SME RODINA,,95,Martin,Geleta,4,,
13,SME RODINA,,96,Marián,Balko,44,,
13,SME RODINA,,97,Michaela,Valigová,97,,
13,SME RODINA,,98,Antónia,Sabová,60,,
13,SME RODINA,,99,Rastislav,Kunst,32,,
13,SME RODINA,,100,Vladimír,Mierka,63,,
13,SME RODINA,,101,Klaudia,Zríniová,106,,
13,SME RODINA,,102,Dušan,Mažár,62,,
13,SME RODINA,,103,Eugen,Kontoš,34,,
13,SME RODINA,,104,Katarína,Fehérová,32,,
13,SME RODINA,,105,Jozef,Kalman,69,,
13,SME RODINA,,106,Ingrid,Charvátová,70,,
13,SME RODINA,,107,Peter,Potenga,199,,
13,SME RODINA,,108,Ján,Muránsky,115,,
13,SME RODINA,,109,Daniel,Krížik,37,,
13,SME RODINA,,110,Peter,Gajdošík,67,,
13,SME RODINA,,111,Miroslava,Drabiščáková,117,,
13,SME RODINA,,112,Michal,Luprich,74,,
13,SME RODINA,,113,Veronika,Belohorcová,60,,
13,SME RODINA,,114,Gabriela,Vokaliková,31,,
13,SME RODINA,,115,Ivona,Smiešková,108,,X
13,SME RODINA,,116,Zita,Kováčová,40,,
13,SME RODINA,,117,Dávid,Piterka,31,,
13,SME RODINA,,118,Simona,Mazancová,66,,
13,SME RODINA,,119,Marián,Baltazarovič,29,,
13,SME RODINA,,120,Ľuboš,Tkáč,84,,
13,SME RODINA,,121,Dušan,Sloboda,81,,
13,SME RODINA,,122,Pavel,Repiský,46,,
13,SME RODINA,,123,Martin,Mečiar,39,,
13,SME RODINA,,124,Denisa,Uhrinová,125,,
13,SME RODINA,,125,Jozef,Akerman,72,,
13,SME RODINA,,126,Daša,Janotová,141,,
13,SME RODINA,,127,Nikola,Verešová,63,,
13,SME RODINA,,128,Sabína,Poláčik,134,,
13,SME RODINA,,129,Martin,Hronec,46,,
13,SME RODINA,,130,Marek,Andrejov,217,,
13,SME RODINA,,131,Michal,Tomin,61,,
13,SME RODINA,,132,Milan Rastislav,Tóth,73,,
13,SME RODINA,,133,Tatiana,Osvaldová,75,,
13,SME RODINA,,134,Jaroslav,Mazůrek,101,,
13,SME RODINA,,135,Jaroslav,Matovič,54,,
13,SME RODINA,,136,Klaudia,Kováčová,64,,
13,SME RODINA,,137,Martin,Michalík,78,,
13,SME RODINA,,138,Miroslav,Pompura,56,,
13,SME RODINA,,139,Ladislav,Mišík,124,,
13,SME RODINA,,140,Daniela,Modranská,111,,
13,SME RODINA,,141,Jozef,Fabian,72,,
13,SME RODINA,,142,Andrea,Godálová Žatková,43,,
13,SME RODINA,,143,Ivana,Mináriková,93,,
13,SME RODINA,,144,Richard,Ďurica,54,,
13,SME RODINA,,145,Liliana,Štefanková,48,,
13,SME RODINA,,146,Miroslava,Hofericová,125,,
13,SME RODINA,,147,Sabína,Hudeková,114,,
13,SME RODINA,,148,Jozef,Šinka,115,,
13,SME RODINA,,149,Patrik,Svediak,145,,
13,SME RODINA,,150,Martin,Klus,1667,,
14,MySlovensko,,1,Štefan,Panenka,1064,,
14,MySlovensko,,2,Zuzana,Palovičová,610,,
14,MySlovensko,,3,Stanislav,Mičev,500,,
14,MySlovensko,,4,Peter,Matušik,305,,
14,MySlovensko,,5,Andrej,Lúčny,276,,
14,MySlovensko,,6,Radovan,Medovič,183,,
14,MySlovensko,,7,Ján,Gabonay,122,,
14,MySlovensko,,8,Ľuboš,Lazový,141,,
14,MySlovensko,,9,Branislav,Jandušík,88,,
14,MySlovensko,,10,Ján,Mlynár,75,,
14,MySlovensko,,11,Miroslav,Rác,91,,
14,MySlovensko,,12,Natália,Pristachová,128,,
14,MySlovensko,,13,Tomáš,Krajčík,92,,
14,MySlovensko,,14,Ladislav,Bábik,103,,
14,MySlovensko,,15,Martina,Medovičová,106,,
14,MySlovensko,,16,Ján,Palkovič,96,,
14,MySlovensko,,17,Miroslava,Navrátilová Jurkovičová,73,,
14,MySlovensko,,18,Ľuboš,Karšay,53,,
14,MySlovensko,,19,Lenka,Melišková,119,,
14,MySlovensko,,20,Pavol,Ružička,25,,
14,MySlovensko,,21,Miroslav,Seget,71,,
14,MySlovensko,,22,Ondrej,Lopata,73,,
14,MySlovensko,,23,Miroslava,Demeterová,66,,
14,MySlovensko,,24,Michaela,Fundárková,43,,
14,MySlovensko,,25,Vladimír,Skokňa,57,,
14,MySlovensko,,26,Ján,Horváth,48,,
14,MySlovensko,,27,Zuzana,Krajči Chmeľová,56,,
14,MySlovensko,,28,Marek,Borovský,72,,
14,MySlovensko,,29,Andrej,Kováč,69,,
14,MySlovensko,,30,Viliam,Mokráň,30,,
14,MySlovensko,,31,Slavomír,Kandra,37,,
14,MySlovensko,,32,Rudolf,Danics,36,,
14,MySlovensko,,33,Stanislav,Ďurík,52,,
14,MySlovensko,,34,Ľubomír,Bruzik,45,,
14,MySlovensko,,35,Štefan,Pendrák,34,,
14,MySlovensko,,36,Jiří,Horák,12,,
14,MySlovensko,,37,Lucia,Cabuková,74,,
14,MySlovensko,,38,Radovan,Porada,26,,
14,MySlovensko,,39,Jaroslav,Žiak,22,,
14,MySlovensko,,40,Ivan,Matúš,19,,
14,MySlovensko,,41,Lucia,Hubinská,88,,X
14,MySlovensko,,42,Juraj,Linkeš,68,,
14,MySlovensko,,43,Kristián,Haulík,39,,
14,MySlovensko,,44,Ladislav,Šepeľa,43,,
14,MySlovensko,,45,Svetozár,Gabriš,21,,
14,MySlovensko,,46,Martin,Čech,63,,
14,MySlovensko,,47,Zuzana,Lukáčová,106,,
14,MySlovensko,,48,Miroslav,Jurovatý,59,,
14,MySlovensko,,49,Michal,Gabriš,99,,
15,Slovenská národná strana,1.0,1,Andrej,Danko,68726,41.15,zvolený
15,Slovenská národná strana,2.0,5,Tomáš,Taraba,63883,38.25,zvolený
15,Slovenská národná strana,3.0,150,Rudolf,Huliak,58875,35.25,zvolený
15,Slovenská národná strana,4.0,12,Martina,Šimkovičová,27615,16.53,zvolený
15,Slovenská národná strana,5.0,15,Roman,Michelko,25872,15.49,zvolený
15,Slovenská národná strana,6.0,148,Ivan,Ševčík,25639,15.35,zvolený
15,Slovenská národná strana,7.0,20,Filip,Kuffa,22664,13.57,zvolený
15,Slovenská národná strana,8.0,21,Štefan,Kuffa,21159,12.67,zvolený
15,Slovenská národná strana,9.0,130,Peter,Kotlár,13252,7.93,zvolený
15,Slovenská národná strana,10.0,140,Pavel,Ľupták,13046,7.81,zvolený
15,Slovenská národná strana,11.0,2,Milan,Garaj,11318,6.77,náhradník
15,Slovenská národná strana,12.0,101,Adam,Lučanský,8749,5.23,náhradník
15,Slovenská národná strana,13.0,100,Miroslav,Radačovský,8401,5.03,náhradník
15,Slovenská národná strana,14.0,13,Karol,Farkašovský,7435,4.45,náhradník
15,Slovenská národná strana,15.0,3,Dagmar,Kramplová,6867,4.11,náhradník
15,Slovenská národná strana,16.0,4,Ján,Krišanda,5630,3.37,náhradník
15,Slovenská národná strana,17.0,6,Zdenko,Čambal,3873,2.31,náhradník
15,Slovenská národná strana,18.0,7,Milan,Kováč,2219,1.32,náhradník
15,Slovenská národná strana,19.0,8,Mário,Maruška,2047,1.22,náhradník
15,Slovenská národná strana,20.0,9,Peter,Deďo,2119,1.26,náhradník
15,Slovenská národná strana,21.0,10,Peter,Molda,2748,1.64,náhradník
15,Slovenská národná strana,22.0,11,Zuzana,Škopcová,2373,1.42,náhradník
15,Slovenská národná strana,23.0,14,Emil,Divéky,922,0.55,náhradník
15,Slovenská národná strana,24.0,16,Gabriela,Matečná,4239,2.53,náhradník
15,Slovenská národná strana,25.0,17,Milan,Belica,2432,1.45,náhradník
15,Slovenská národná strana,26.0,18,Peter,Gajdoš,3284,1.96,náhradník
15,Slovenská národná strana,27.0,19,Pavol,Bečarik,1645,0.98,náhradník
15,Slovenská národná strana,28.0,22,Zdenko,Kozák,1592,0.95,náhradník
15,Slovenská národná strana,29.0,23,Peter,Šaško,1866,1.11,náhradník
15,Slovenská národná strana,30.0,24,Peter,Pamula,478,0.28,náhradník
15,Slovenská národná strana,31.0,25,Juraj,Soboňa,1042,0.62,náhradník
15,Slovenská národná strana,32.0,26,Magdaléna,Kuciaňová,766,0.45,náhradník
15,Slovenská národná strana,33.0,27,Milan,Staňo,1547,0.92,náhradník
15,Slovenská národná strana,34.0,28,Jana,Beňáková Tulisová,1178,0.7,náhradník
15,Slovenská národná strana,35.0,29,Juraj,Kližan,837,0.5,náhradník
15,Slovenská národná strana,36.0,30,Angela,Františková,843,0.5,náhradník
15,Slovenská národná strana,37.0,31,Jaroslav,Vaľo,696,0.41,náhradník
15,Slovenská národná strana,38.0,32,Marcel,Pecník,1078,0.64,náhradník
15,Slovenská národná strana,39.0,33,Ján,Bync,1222,0.73,náhradník
15,Slovenská národná strana,40.0,34,Branislav,Jaďuď,949,0.56,náhradník
15,Slovenská národná strana,41.0,35,Peter,Kišška,1384,0.82,náhradník
15,Slovenská národná strana,42.0,36,Marcela,Lisková,1337,0.8,náhradník
15,Slovenská národná strana,43.0,37,Zoroslav,Smolinský,524,0.31,náhradník
15,Slovenská národná strana,44.0,38,Marek,Chovan,850,0.5,náhradník
15,Slovenská národná strana,45.0,39,Martin,Pliešovský,459,0.27,náhradník
15,Slovenská národná strana,46.0,40,Zuzana,Bielená,2037,1.21,náhradník
15,Slovenská národná strana,47.0,41,Pavol,Goriščák,786,0.47,náhradník
15,Slovenská národná strana,48.0,42,Slávka,Kramárová,548,0.32,náhradník
15,Slovenská národná strana,49.0,43,Jaroslava,Bernátová,1305,0.78,náhradník
15,Slovenská národná strana,50.0,44,Martin,Čornej,1107,0.66,náhradník
15,Slovenská národná strana,51.0,45,Vladimír,Chovan,710,0.42,náhradník
15,Slovenská národná strana,52.0,46,Štefan,Grach,694,0.41,náhradník
15,Slovenská národná strana,53.0,47,Vladislav,Borík,284,0.17,náhradník
15,Slovenská národná strana,54.0,48,Ladislav,Čulman,1222,0.73,náhradník
15,Slovenská národná strana,55.0,49,Igor,Málik,574,0.34,náhradník
15,Slovenská národná strana,56.0,50,Juraj,Moravčík,1102,0.65,náhradník
15,Slovenská národná strana,57.0,51,Rebeka,Riabová,1591,0.95,náhradník
15,Slovenská národná strana,58.0,52,Slavomír,Hanuska,1006,0.6,náhradník
15,Slovenská národná strana,59.0,53,Karol,Revaj,941,0.56,náhradník
15,Slovenská národná strana,60.0,54,Michal,Mihálik,614,0.36,náhradník
15,Slovenská národná strana,61.0,55,Miroslav,Vetrík,1383,0.82,náhradník
15,Slovenská národná strana,62.0,56,Erik,Cap,857,0.51,náhradník
15,Slovenská národná strana,63.0,57,Peter,Zvak,532,0.31,náhradník
15,Slovenská národná strana,64.0,58,Ladislav,Haluška,639,0.38,náhradník
15,Slovenská národná strana,65.0,59,Ingrid,Vrkočová,576,0.34,náhradník
15,Slovenská národná strana,66.0,60,Darina,Mosná,603,0.36,náhradník
15,Slovenská národná strana,67.0,61,Alžbeta,Poláčková,324,0.19,náhradník
15,Slovenská národná strana,68.0,62,Marian,Polák,173,0.1,náhradník
15,Slovenská národná strana,69.0,63,Juraj,Horváth,280,0.16,náhradník
15,Slovenská národná strana,70.0,64,Slavomír,Horváth,301,0.18,náhradník
15,Slovenská národná strana,71.0,65,Ján,Záhončík,303,0.18,náhradník
15,Slovenská národná strana,72.0,66,Vladimír,Milas,743,0.44,náhradník
15,Slovenská národná strana,73.0,67,Peter,Pitoňák,450,0.26,náhradník
15,Slovenská národná strana,74.0,68,Marián,Haramia,685,0.41,náhradník
15,Slovenská národná strana,75.0,69,Branislav,Tkáč,534,0.31,náhradník
15,Slovenská národná strana,76.0,70,Pavol,Kleban,951,0.56,náhradník
15,Slovenská národná strana,77.0,71,Jozef,Žabka,553,0.33,náhradník
15,Slovenská národná strana,78.0,72,Roman,Vojtela,505,0.3,náhradník
15,Slovenská národná strana,79.0,73,Martin,Ostrovský,964,0.57,náhradník
15,Slovenská národná strana,80.0,74,Andrea,Jankovičová,368,0.22,náhradník
15,Slovenská národná strana,81.0,75,Roman,Bryndziar,288,0.17,náhradník
15,Slovenská národná strana,82.0,76,Miroslav,Brincko,209,0.12,náhradník
15,Slovenská národná strana,83.0,77,Jozef,Tvrdoň,259,0.15,náhradník
15,Slovenská národná strana,84.0,78,Ján,Pivovarník,369,0.22,náhradník
15,Slovenská národná strana,85.0,79,Peter,Zelený,601,0.35,náhradník
15,Slovenská národná strana,86.0,80,Štefan,Gribanin,264,0.15,náhradník
15,Slovenská národná strana,87.0,81,Branislav,Hrbček,365,0.21,náhradník
15,Slovenská národná strana,88.0,82,Marek,Vyhnička,213,0.12,náhradník
15,Slovenská národná strana,89.0,83,Daniela,Trňanová,167,0.1,náhradník
15,Slovenská národná strana,90.0,84,Drahoslav,Drotár,176,0.1,náhradník
15,Slovenská národná strana,91.0,85,Juraj,Schwarz,140,0.08,náhradník
15,Slovenská národná strana,92.0,86,Vladimír,Čač,367,0.21,náhradník
15,Slovenská národná strana,93.0,87,Milan,Greguš,145,0.08,náhradník
15,Slovenská národná strana,94.0,88,Michal,Magula,294,0.17,náhradník
15,Slovenská národná strana,95.0,89,Rastislav,Neuvirth,283,0.16,náhradník
15,Slovenská národná strana,96.0,90,Ferdinand,Belicaj,285,0.17,náhradník
15,Slovenská národná strana,97.0,91,Jozef,Dirga,339,0.2,náhradník
15,Slovenská národná strana,98.0,92,Ľubomír,Barák,338,0.2,náhradník
15,Slovenská národná strana,99.0,93,Peter,Majko,264,0.15,náhradník
15,Slovenská národná strana,100.0,94,Jozef,Musala,238,0.14,náhradník
15,Slovenská národná strana,101.0,95,Ivana,Juráčková,235,0.14,náhradník
15,Slovenská národná strana,102.0,96,Marián,Vojtko,380,0.22,náhradník
15,Slovenská národná strana,103.0,97,Lenka,Križko Verešová,355,0.21,náhradník
15,Slovenská národná strana,104.0,98,Ján,Jakubianský,358,0.21,náhradník
15,Slovenská národná strana,105.0,99,Juraj,Bobek,221,0.13,náhradník
15,Slovenská národná strana,106.0,102,Michal,Radačovský,2015,1.2,náhradník
15,Slovenská národná strana,107.0,103,Marián,Bálint,115,0.06,náhradník
15,Slovenská národná strana,108.0,104,Ján,Zoričák,151,0.09,náhradník
15,Slovenská národná strana,109.0,105,Dušan,Stríž,412,0.24,náhradník
15,Slovenská národná strana,110.0,106,Martina,Edery Lysina,230,0.13,náhradník
15,Slovenská národná strana,111.0,107,Helena,Mezenská,547,0.32,náhradník
15,Slovenská národná strana,112.0,108,Ondrej,Vanečko,169,0.1,náhradník
15,Slovenská národná strana,113.0,109,Tímea,Etheykatz,655,0.39,náhradník
15,Slovenská národná strana,114.0,110,Monika,Jankovičová,576,0.34,náhradník
15,Slovenská národná strana,115.0,111,Štefan,Vasiľ,487,0.29,náhradník
15,Slovenská národná strana,116.0,112,Juraj,Kardelis,84,0.05,náhradník
15,Slovenská národná strana,117.0,113,Ján,Slovák,286,0.17,náhradník
15,Slovenská národná strana,118.0,114,Jozef,Matiaško,77,0.04,náhradník
15,Slovenská národná strana,119.0,115,Marián,Stráňavský,214,0.12,náhradník
15,Slovenská národná strana,120.0,116,Nikola,Štofaníková,237,0.14,náhradník
15,Slovenská národná strana,121.0,117,Martin,Vanečko,122,0.07,náhradník
15,Slovenská národná strana,122.0,118,Viktor,Miškovič,98,0.05,náhradník
15,Slovenská národná strana,123.0,119,Ľuboš,Podolák,302,0.18,náhradník
15,Slovenská národná strana,124.0,120,Miroslav,Porochnavý,322,0.19,náhradník
15,Slovenská národná strana,125.0,121,Marian,Lazor,301,0.18,náhradník
15,Slovenská národná strana,126.0,122,Marian,Mikuš,198,0.11,náhradník
15,Slovenská národná strana,127.0,123,Michal,Pavela,197,0.11,náhradník
15,Slovenská národná strana,128.0,124,Štefan,Baniar,157,0.09,náhradník
15,Slovenská národná strana,129.0,125,Emil,Jankovič,70,0.04,náhradník
15,Slovenská národná strana,130.0,126,Peter,Majstrík,154,0.09,náhradník
15,Slovenská národná strana,131.0,127,Pavel,Hučko,222,0.13,náhradník
15,Slovenská národná strana,132.0,128,Júlia,Veľková,168,0.1,náhradník
15,Slovenská národná strana,133.0,129,Adriana,Kráľová,2262,1.35,náhradník
15,Slovenská národná strana,134.0,131,Jana,Terenová,711,0.42,náhradník
15,Slovenská národná strana,135.0,132,Petra,Grebáčová,597,0.35,náhradník
15,Slovenská národná strana,136.0,133,Ľuboslava,Petričová,361,0.21,náhradník
15,Slovenská národná strana,137.0,134,Soňa,Matunáková,382,0.22,náhradník
15,Slovenská národná strana,138.0,135,Marta,Tarhaničová,220,0.13,náhradník
15,Slovenská národná strana,139.0,136,Dušan,Doliak,769,0.46,náhradník
15,Slovenská národná strana,140.0,137,Tomáš,Pokorný,335,0.2,náhradník
15,Slovenská národná strana,141.0,138,Ivan,Pramuk,292,0.17,náhradník
15,Slovenská národná strana,142.0,139,Alexandra,Vlčková,265,0.15,náhradník
15,Slovenská národná strana,143.0,141,Ivan,Slaný,460,0.27,náhradník
15,Slovenská národná strana,144.0,142,Jaroslav,Magura,763,0.45,náhradník
15,Slovenská národná strana,145.0,143,Pavol,Hurčala,809,0.48,náhradník
15,Slovenská národná strana,146.0,144,Ľuboslava,Turoňová,1054,0.63,náhradník
15,Slovenská národná strana,147.0,145,Ivan,Majling,588,0.35,náhradník
15,Slovenská národná strana,148.0,146,Štefan,Kysel,670,0.4,náhradník
15,Slovenská národná strana,149.0,147,Katarína,Maliková,2913,1.74,náhradník
15,Slovenská národná strana,150.0,149,Peter,Sokol,1221,0.73,náhradník
16,SMER - sociálna demokracia,1.0,1,Robert,Fico,531528,78.04,zvolený
16,SMER - sociálna demokracia,2.0,7,Robert,Kaliňák,263045,38.62,zvolený
16,SMER - sociálna demokracia,3.0,3,Ľuboš,Blaha,220478,32.37,zvolený
16,SMER - sociálna demokracia,4.0,2,Juraj,Blanár,181636,26.67,zvolený
